step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
14500	-265.297388044906597	-263.936315112718944	-1.361072932187656	0.000062486630589	0.000034640314917	0.554363622906268	0.694033553779241	0	1	1	2	2	4	3	3	3	5	4	7	6	7	10	9	10	11	10	12	11	12	15	16	18	17	16	18	21	19	20	20	19	21	21	21	21	22	22	22	22	26	23	23	24	24	24	23	24	25	25	26	26	26	28	27	27	0	1	1	3	1	8	4	4	4	11	8	10	11	10	16	14	16	15	12	18	19	19	20	22	26	24	22	26	33	27	33	33	27	30	32	33	32	35	31	29	37	43	33	41	37	39	39	41	44	44	45	37	29	51	0	54	54	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	2	2	4	1	1	3	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	3	1	2	2	2	1	1	2	1	2	2	1	1	1	1
15000	-307.147092054423752	-305.439850060035553	-1.707241994388196	0.000096652556838	0.000019456382693	0.201302307248072	0.512059791635053	-1	0	0	2	0	4	1	3	4	5	4	7	7	8	9	10	10	11	9	12	11	13	12	14	16	17	15	18	21	19	22	20	19	21	21	20	21	24	21	20	22	26	23	23	24	22	24	23	23	24	25	25	25	27	29	28	28	0	1	1	7	1	8	3	7	4	11	8	8	11	13	13	14	14	15	10	10	19	21	18	22	24	27	24	26	32	25	33	33	26	26	33	33	32	39	33	30	37	29	32	37	41	39	46	41	37	37	47	33	43	53	0	53	41	1	1	1	1	1	1	1	2	2	1	1	3	3	1	2	2	2	2	3	3	2	1	1	1	2	2	1	1	1	2	3	1	1	3	2	1	1	3	1	1	1	2	3	2	2	1	2	1	2	2	1	4	1	2	1	2	3
15500	-241.872060001400911	-240.444971048226563	-1.427088953174351	0.000067606547856	0.000024438857488	0.361486546252402	0.746731692522537	0	1	1	3	3	4	2	3	4	5	6	7	7	8	9	10	10	11	11	12	12	12	15	16	18	17	18	18	21	19	22	20	19	21	20	21	21	23	22	22	22	26	23	23	25	24	24	24	24	25	26	25	26	27	29	27	28	0	1	1	7	1	8	3	7	4	8	10	11	11	12	13	13	12	15	16	18	16	16	20	22	24	24	26	26	33	28	32	26	26	30	33	32	33	31	35	35	29	38	31	41	41	39	29	44	37	37	44	44	49	53	0	41	53	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	2	1	1	2	2	2	1	3	1	1	2	2	1	1	2	1
16000	-258.701606661507810	-257.185666806955624	-1.515939854552187	0.000093967777979	0.000026688679370	0.284019479274283	0.665967252991477	0	1	1	2	3	3	3	4	4	5	6	6	7	8	10	10	9	10	11	12	12	13	15	16	19	17	18	18	21	19	22	20	19	21	21	21	21	24	22	20	22	26	21	23	23	24	24	24	24	25	26	25	25	26	29	27	26	0	1	1	3	1	4	4	3	7	8	10	10	11	12	13	14	14	14	12	15	19	19	20	22	26	24	26	26	33	28	33	33	26	30	40	32	32	33	36	33	29	50	33	37	37	39	39	41	45	48	41	44	37	41	0	54	53	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	2	2	1	1	1	2	1	2	1	2	2	1	1	1	5	1	1	1	1	2	2	1	1	2	2	1	1	1	2	3	1	1	1	1
16500	-265.772948550518151	-264.324563172253306	-1.448385378264837	0.000081073951568	0.000027379374723	0.337708649864950	0.728750139588978	0	1	1	2	2	3	3	4	4	5	6	7	7	8	10	9	10	9	11	12	12	12	15	16	19	17	18	18	21	19	21	20	19	21	21	21	21	22	22	20	22	24	23	23	25	24	24	24	24	24	26	26	24	26	28	28	28	0	1	1	3	2	4	4	6	7	8	10	11	11	12	18	14	16	10	16	15	14	18	20	19	27	24	26	26	33	28	33	33	26	30	40	33	33	40	40	33	37	38	38	41	41	43	39	44	44	29	31	41	41	53	0	45	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	2	1	4	1	1	1	1	2	1	2	1	2	2	1	2	2	1	2	1	1	2	1	1	3	1	2	1	1	1	5	2	2	2	1	2	3
17000	-256.163835358446761	-254.797135657424604	-1.366699701022180	0.000045481236296	0.000029672225870	0.652405877380377	0.793366077122488	-1	1	0	2	1	3	1	4	4	5	6	7	7	6	10	10	10	11	11	12	12	13	15	15	19	16	18	18	21	19	22	19	20	21	21	21	21	24	22	20	22	26	23	23	25	24	24	24	24	25	26	26	24	27	29	27	27	0	1	1	7	1	4	3	6	4	8	10	14	11	10	13	14	12	15	12	15	19	16	18	22	24	24	24	26	32	28	33	24	32	30	40	33	32	31	33	32	37	47	33	37	41	39	39	37	44	44	45	38	37	44	0	50	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	2	1	3	2	2	1	1	2	1	1	2	2	1	2	2
17500	-238.834071695838958	-237.464642982911641	-1.369428712927315	0.000068044062187	0.000032909179924	0.483645139137400	0.724205973091195	0	1	1	3	2	3	2	4	4	5	6	7	7	8	10	10	10	11	11	12	12	12	15	15	19	17	18	18	21	19	22	19	20	21	21	21	21	24	21	22	22	25	23	23	22	24	24	23	24	25	26	25	26	27	29	28	26	0	1	1	7	2	7	3	6	4	8	10	10	11	10	13	12	14	15	14	18	16	16	20	22	27	24	26	26	33	28	29	26	32	30	32	33	32	33	33	35	37	43	29	37	37	39	35	41	48	45	49	49	45	53	0	54	50	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	2	1	2	2	1	2	3	1	1	1	2	2	2	1	2	1	1	1	2	2	1	3	1	1	1	1
18000	-258.430020446877961	-256.982510516212187	-1.447509930665753	0.000072752980252	0.000024633807961	0.338595173357539	0.653350580694623	0	1	1	3	3	3	2	4	3	5	6	7	7	8	10	10	10	11	11	11	12	12	15	16	19	17	18	18	21	19	22	20	20	21	21	21	21	24	22	22	22	26	23	23	25	24	24	24	24	25	25	26	26	27	28	28	27	0	1	1	7	1	7	3	6	7	8	10	10	11	12	13	12	14	12	12	15	12	12	20	22	24	24	26	26	24	28	33	24	26	30	33	32	32	43	29	35	29	43	31	37	35	39	39	31	44	49	44	37	45	37	0	53	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	3	1	3	2	2	2	1	1	1	1	3	1	2	2	3	2	1	1	1	1	1	1	1	2	1	2	3	2	2	2	1	1	1	2	1	5	1	2	2
18500	-256.147730000143270	-254.771995121665952	-1.375734878477315	0.000049698841167	0.000022820926176	0.459184271496760	0.641028317313971	0	1	1	3	3	3	2	4	4	5	6	7	7	7	10	9	10	11	10	12	12	11	15	16	19	17	18	17	21	18	22	18	20	21	19	21	21	23	22	22	22	26	22	23	24	24	24	24	24	24	25	25	26	27	29	28	28	0	1	1	7	1	7	3	6	7	8	10	11	11	10	13	12	16	15	12	15	19	19	20	22	24	24	26	24	33	28	33	26	32	30	32	33	32	29	29	35	37	43	33	37	37	31	39	37	31	37	49	44	44	49	0	53	54	1	1	1	1	2	1	1	1	2	1	1	1	1	2	3	2	1	1	1	2	2	1	1	4	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	4	1	2	2	2	2	2	1	1	1	1	2	2	1	2	1
19000	-231.453226396501805	-229.843083216477595	-1.610143180024223	0.000094885852874	0.000022365281126	0.235707225559696	0.722634460310220	0	1	1	3	2	3	2	4	4	5	6	7	7	8	10	10	10	11	11	12	11	13	14	16	19	17	18	18	21	19	22	19	20	21	21	21	21	23	22	22	22	26	23	23	25	24	23	24	24	24	25	25	25	26	29	27	28	0	1	1	7	1	7	3	6	7	8	10	10	11	12	11	14	14	15	14	15	17	21	20	22	27	24	24	26	33	28	33	27	32	30	33	33	32	29	33	35	37	53	29	37	37	39	39	41	44	44	49	43	38	53	0	54	56	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	2	1	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	1	1	1	1
19500	-243.468634977371892	-242.015118488604287	-1.453516488767606	0.000062163554584	0.000020678363509	0.332644483534504	0.847213944048163	0	1	1	3	3	3	2	4	4	5	6	7	7	8	10	10	10	10	11	11	11	13	14	16	17	17	18	18	21	19	22	18	20	21	20	21	19	24	19	22	22	26	22	23	25	21	23	24	24	25	26	26	26	27	29	28	28	0	1	1	7	2	7	3	6	4	8	10	10	11	12	11	14	14	14	12	18	16	16	18	22	24	24	26	26	33	28	29	24	39	30	32	33	32	43	32	35	37	38	29	43	44	39	46	41	41	48	49	45	45	52	0	53	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2	2	1	1	1	2	3	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1
20000	-235.894853058918301	-234.339437529187080	-1.555415529731230	0.000053446481662	0.000013962711099	0.261246590322421	0.643590394612246	-1	1	0	3	2	3	2	4	4	5	6	7	7	6	10	9	10	11	11	12	12	13	15	15	19	17	18	18	21	18	22	19	20	20	21	21	21	24	22	22	22	26	23	23	25	24	24	23	24	25	26	26	25	27	29	28	28	0	1	1	7	1	5	3	6	7	8	10	14	11	10	13	12	16	15	12	18	16	16	15	22	26	24	26	24	33	26	29	26	32	30	33	33	32	31	29	35	37	46	29	41	44	39	39	41	44	41	49	44	41	53	0	53	54	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	1	2	1
20500	-236.625817142409090	-235.203893160597659	-1.421923981811436	0.000070081867804	0.000025796249577	0.368087358181399	0.673540784785801	0	1	1	3	2	3	2	4	4	5	6	7	7	6	10	9	10	10	11	12	12	12	15	16	19	17	18	18	21	19	22	18	20	21	21	21	21	23	22	22	22	25	22	23	25	24	24	24	24	24	26	26	25	27	29	27	28	0	1	1	7	1	7	3	6	4	8	10	14	11	10	11	12	12	13	16	11	17	17	15	22	24	24	26	26	33	28	33	26	32	30	33	33	33	43	29	35	37	31	29	41	41	39	39	31	41	44	49	45	48	53	0	53	56	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	1	3	2	1	3	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	1	2	2	2	2	2	1	2	1	1	2	1	2	1
21000	-256.613937084142435	-255.221650572630040	-1.392286511512395	0.000071232570200	0.000029663866580	0.416436841971937	0.702062495279909	-1	1	1	3	3	3	2	4	4	5	6	7	7	6	9	10	10	11	9	12	12	13	14	16	18	17	18	18	21	19	22	19	20	21	21	21	21	24	22	22	22	25	23	23	25	24	24	24	23	25	26	25	26	25	29	28	28	0	1	1	7	2	7	3	6	4	8	10	14	11	10	13	14	12	11	12	15	19	16	20	22	26	24	26	26	33	24	33	26	32	30	32	33	32	29	35	37	33	29	33	41	32	39	39	44	41	44	49	38	43	44	0	38	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	3	3	2	2	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	1	1	2	2	1	5	2	2	1	1	2	2	1	3	2	1	2	2
21500	-276.284142327676932	-274.867413908407741	-1.416728419269165	0.000078554779857	0.000029469433660	0.375145009809470	0.669795098831408	0	1	1	3	2	3	2	4	4	5	6	7	7	6	10	10	9	10	11	12	12	13	15	16	19	17	18	17	21	19	22	19	19	21	21	20	21	24	22	22	22	26	23	23	25	23	24	24	24	24	26	26	26	27	29	27	28	0	1	1	7	1	7	3	6	4	8	10	14	11	10	13	14	14	10	18	18	18	12	20	22	24	24	24	24	27	28	37	27	26	28	36	33	32	33	33	35	29	35	32	41	35	25	46	44	44	37	45	38	38	29	0	53	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	1	2	2	3	3	2	3	1	2	1	2	2	1	1	2	2	1	1	2	2	3	1	1	2	3	1	3	2	1	1	1	2	1	2	2	3	1	1	2
22000	-248.353098629155539	-246.985867891883373	-1.367230737272155	0.000054509221566	0.000035775967201	0.656328712336961	0.760038047488264	0	1	1	3	3	3	2	4	4	5	6	7	7	6	9	10	10	11	11	12	11	12	15	16	18	17	18	18	21	19	21	20	19	21	21	20	21	24	22	22	22	26	23	23	25	24	23	24	24	25	25	26	25	27	29	28	28	0	1	1	7	1	7	3	6	4	8	10	14	11	10	13	12	14	13	16	18	12	18	20	22	24	24	24	24	33	26	33	33	24	30	33	33	32	31	35	31	37	40	29	41	41	39	39	44	37	49	49	45	41	41	0	42	52	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	3	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	1	2
22500	-241.690733778619574	-240.308875568672192	-1.381858209947370	0.000066676602656	0.000029400775107	0.440945908104867	0.665553105112949	0	1	1	3	3	3	2	4	4	5	6	7	7	6	10	9	10	11	11	12	12	13	15	16	19	17	18	17	21	19	21	20	18	21	21	21	21	24	22	22	22	25	20	22	24	24	24	24	24	25	26	26	24	27	29	26	28	0	1	1	7	1	7	3	6	7	8	10	14	11	10	11	14	16	13	16	18	19	16	20	22	26	24	26	24	33	28	33	33	26	30	43	33	32	29	29	35	37	47	33	37	44	39	39	41	37	49	50	45	37	53	0	53	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	1	2	2	2	1	1	1	1	2	2	3	2	1	2	1	3	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	2	2	2	1	2	1
23000	-244.601262797954519	-243.037820605813238	-1.563442192141274	0.000072405957915	0.000018617038623	0.257120258599432	0.751559243383823	0	1	1	3	2	4	2	4	3	5	6	7	7	6	10	9	10	11	11	12	12	13	15	16	18	17	18	18	20	19	21	20	19	21	20	20	21	24	22	22	22	26	22	23	25	24	24	22	24	25	26	26	26	27	29	28	28	0	1	1	7	1	9	3	7	7	8	10	14	11	10	16	14	16	15	12	16	19	20	18	22	24	24	26	26	33	26	29	33	26	30	33	33	32	31	29	35	37	36	29	37	49	43	33	37	41	49	49	50	45	53	0	45	53	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	5	2	2	1	2	2	1	2	1	1	1	1	1	1	3	1
23500	-247.809237993776208	-246.251456201666116	-1.557781792110086	0.000084440919555	0.000021955870030	0.260014577600504	0.586605312144545	-1	1	0	3	3	4	1	4	3	5	6	7	7	8	9	10	10	11	11	12	11	13	15	16	19	17	18	18	21	19	22	20	20	21	21	19	21	23	21	22	22	25	23	23	25	23	24	24	24	25	25	26	26	27	29	28	28	0	1	1	7	2	9	3	4	7	8	10	11	11	12	10	14	14	13	12	18	16	19	20	22	24	24	26	26	33	28	33	36	36	30	33	26	32	29	33	35	37	29	29	37	41	39	39	31	32	31	37	49	41	42	0	54	45	1	1	1	2	1	1	1	1	2	1	1	1	1	1	3	2	2	1	3	1	1	2	2	3	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	2	2	2	3	2	2	2	1	1	1	2
24000	-253.982911695874094	-252.146592261607537	-1.836319434266556	0.000071019346751	0.000011958928852	0.168389733207906	0.742488922350090	0	1	1	3	3	3	2	4	4	5	6	7	7	8	9	10	9	10	11	11	12	13	14	14	19	17	18	18	21	19	22	20	20	21	21	18	21	24	22	22	22	25	23	23	23	24	22	24	23	25	26	26	26	24	29	27	28	0	1	1	7	1	7	3	6	4	8	10	10	11	12	13	14	12	15	16	18	19	21	18	22	26	24	26	24	33	28	33	36	26	30	33	26	32	31	33	37	33	46	29	37	32	39	32	45	31	46	50	45	54	44	0	43	53	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	1	1	3	1	3	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	1	3	2	1	1	1	1	1	2	2	1	1	3	2
24500	-264.723608476739741	-263.342373157474071	-1.381235319265663	0.000063840060696	0.000028257905616	0.442635945324671	0.620190533723076	0	1	1	3	2	3	2	4	4	5	6	7	7	8	10	10	10	8	11	12	12	13	15	15	19	17	18	18	19	18	22	20	20	21	21	21	21	23	22	22	22	25	22	23	24	24	24	24	24	25	26	26	26	27	29	28	28	0	1	1	7	2	7	3	6	7	8	10	10	11	12	18	14	12	11	15	18	17	14	20	22	28	24	26	26	27	26	29	28	27	30	33	32	33	33	35	36	37	38	36	37	33	39	31	44	41	41	49	49	49	41	0	54	44	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	1	3	1	5	3	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	3	2	2	1	2	3	2	1	2	3	1	1	4
25000	-238.963998229135825	-237.458105761043527	-1.505892468092290	0.000054823066121	0.000015931930004	0.290606329247491	0.675581959098910	0	1	1	3	2	3	2	4	4	5	6	7	7	8	10	10	10	11	10	12	12	13	14	16	19	17	18	18	19	19	22	20	20	21	21	21	21	22	22	22	22	26	23	23	25	23	24	24	24	25	26	26	24	25	29	27	28	0	1	1	7	3	7	3	6	4	8	10	10	11	12	13	14	14	15	14	15	16	12	15	22	26	24	26	26	26	24	33	29	29	30	33	29	32	33	33	35	37	48	33	37	41	39	39	38	44	49	44	45	41	53	0	54	54	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	4	4	2	1	1	1	1	2	3	2	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	2	1	1	2	2
25500	-257.826842018116793	-256.424072240057512	-1.402769778059273	0.000075450311342	0.000029932915115	0.396723546700134	0.652567004217457	0	1	1	2	3	3	3	4	4	5	6	7	7	8	9	9	10	11	10	12	12	13	12	16	18	17	18	17	18	19	22	20	20	21	21	21	21	24	22	22	22	26	22	23	25	24	24	23	24	25	26	26	26	27	29	28	28	0	1	1	3	1	4	4	6	7	8	10	10	11	11	11	13	14	15	14	15	17	21	18	22	24	24	26	24	24	28	32	29	29	30	33	29	33	36	33	35	37	46	29	37	41	29	39	37	44	41	49	38	38	42	0	53	52	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	3	1	1	1	2	2	1	1	1	1	2	2	2	2	1	1	2	1	3	1	1	1	2	2	2	2	3	2	2	1	2	2	1	1	1	1	2	1
26000	-238.445523265493136	-237.033903230635104	-1.411620034858027	0.000064184710962	0.000024554075677	0.382553341886987	0.638558374917491	0	1	1	2	2	3	3	4	4	5	6	7	7	8	8	10	10	11	10	12	12	13	15	16	19	17	18	18	19	19	21	20	20	21	21	21	21	24	22	22	22	26	23	23	25	24	24	24	24	25	26	26	26	25	29	28	27	0	1	1	3	2	4	4	6	4	8	10	10	11	12	11	14	14	15	14	18	19	21	20	22	24	24	26	26	26	26	26	25	29	30	29	33	29	33	33	35	37	33	33	37	43	39	39	44	44	44	54	44	45	41	0	53	52	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	2	1	2	1	2	2	2	1	1	1	2	1	3	1	1	2	2	1	1	2	1	1	1	3	2	2	2	2	2	1	1	2	1	3	1	2	1	2	1
26500	-262.719861930772595	-261.228639018862054	-1.491222911910513	0.000074779623975	0.000022504395068	0.300942875494777	0.631064381708480	0	1	1	2	3	3	3	4	4	5	6	7	7	8	10	9	9	10	11	12	12	13	14	16	19	17	18	18	19	19	22	20	20	21	21	21	21	24	22	22	22	25	23	23	25	24	23	23	24	25	26	26	26	27	29	28	28	0	1	1	3	1	4	4	6	4	8	10	10	11	10	11	14	12	14	17	15	19	21	15	14	26	24	24	26	26	28	29	29	29	26	33	29	32	44	36	35	37	33	33	41	41	39	36	37	39	44	41	42	43	51	0	53	54	1	1	1	1	1	1	1	1	2	1	1	2	1	3	2	1	2	2	2	2	1	1	2	2	2	1	2	1	2	1	2	1	1	3	1	2	1	1	1	1	1	3	1	1	3	1	1	2	2	2	4	1	1	1	1	2	1
27000	-235.803981687095757	-234.261986051771146	-1.541995635324607	0.000069582127443	0.000018682506138	0.268495759246657	0.797524899339311	0	1	1	2	3	3	3	4	4	5	6	6	7	8	9	10	9	11	10	12	11	13	15	16	19	17	18	18	19	19	21	20	20	21	20	21	21	24	22	22	22	26	22	23	25	24	23	24	23	24	26	26	26	25	29	28	28	0	1	1	3	2	4	4	6	7	8	10	10	11	12	13	12	14	16	14	15	16	16	20	22	24	24	26	24	26	28	29	29	29	30	29	33	32	29	31	31	37	46	33	41	41	39	39	44	43	44	54	44	54	40	0	54	53	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	2	2	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	2	1	2	1
27500	-249.971613220301009	-248.606558928257130	-1.365054292043886	0.000056281445059	0.000035971673488	0.639139123920155	0.597985267599401	0	1	1	2	1	3	3	4	4	5	6	7	7	8	8	10	10	11	11	11	12	13	15	15	19	16	18	18	19	19	22	20	20	21	21	21	21	21	22	22	22	25	23	23	25	24	24	24	24	24	26	26	25	27	29	28	28	0	1	1	3	1	4	4	6	4	8	10	10	11	12	11	14	14	15	17	15	19	16	18	17	26	24	26	26	27	28	38	29	29	30	33	29	32	29	38	35	37	38	29	41	41	39	39	37	37	37	50	50	50	45	0	53	44	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	1	2	1	2	2	3	3	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	3
28000	-267.451864241046337	-266.090986108904474	-1.360878132141853	0.000067947510251	0.000038253678115	0.562988665427824	0.612826071248760	0	1	1	2	3	3	3	4	4	5	6	7	7	8	10	10	10	11	11	12	12	13	14	15	19	16	18	18	19	19	20	20	20	21	21	21	20	23	21	22	22	25	23	23	25	23	23	24	23	25	26	26	26	25	26	28	28	0	1	1	3	2	4	4	6	7	8	10	10	11	12	11	14	12	15	14	18	16	19	18	22	28	24	26	26	26	26	28	27	26	30	33	28	29	39	29	35	37	38	35	41	44	39	27	49	41	44	54	44	44	41	0	53	54	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	2	1	2	1	1	1	2	2	2	1	2	1	3	2	1	2	1	1	2	1	1	2	1	1	2	1	3	1	1	2	1	1	1	3	1	2	3
28500	-264.464664027587332	-262.912025821608779	-1.552638205978531	0.000060315104825	0.000015845365882	0.262709746223119	0.598586809443424	0	1	1	2	2	3	3	4	4	5	6	6	7	8	10	10	10	11	11	12	12	11	13	15	19	16	18	18	18	18	21	20	19	21	21	20	21	23	21	20	22	26	23	23	24	24	22	24	24	25	26	26	26	26	29	27	28	0	1	1	3	1	4	4	6	7	8	10	10	11	12	13	14	14	13	17	18	19	16	20	22	24	24	26	26	26	24	32	29	28	30	40	29	32	33	32	33	37	44	33	37	41	39	29	44	44	45	47	47	45	41	0	50	53	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	4	1	1	1	1	1	3	2	1	1	2	2	3	1	2	1	2	1	2	1	3	1	1	1	2	2	2	2	2	3	1	1	1	3	1	2	2	1	2	1
29000	-253.374636495646399	-251.921633541420391	-1.453002954226007	0.000069605929622	0.000023188623641	0.333141497669163	0.634324408141761	0	1	1	2	3	3	3	4	3	5	6	7	7	8	10	10	10	11	11	12	12	12	14	15	18	17	16	18	19	19	22	20	20	20	21	21	21	24	22	22	22	25	23	23	24	24	21	24	24	24	25	26	26	26	29	28	28	0	1	1	3	3	4	4	6	4	8	10	10	11	12	13	14	14	15	14	18	16	19	20	22	22	27	24	26	25	28	33	29	29	30	33	33	32	24	47	35	37	44	32	37	41	39	33	37	41	41	44	44	50	39	0	53	54	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	3	2	1	1	1	1	1	2	1	1	1	1	1	1	6	1	1	1	1	3	2	1	2	1	1	2	2	2	2	1	2	1	2	2
29500	-264.132877826190509	-262.708928088639368	-1.423949737551128	0.000058559369076	0.000021400643524	0.365452084985615	0.640404749451846	0	1	1	2	3	3	3	4	4	5	6	7	7	8	10	8	10	11	11	12	12	13	15	16	18	17	18	18	21	18	22	20	20	21	21	21	21	24	22	22	22	26	23	22	25	24	22	24	24	25	26	26	26	27	29	27	27	0	1	1	3	1	4	4	6	7	8	10	10	11	10	13	12	12	15	16	15	19	19	20	19	24	24	26	26	27	24	29	24	28	30	32	33	32	43	29	32	37	47	31	37	32	39	33	37	41	41	44	29	44	29	0	51	48	1	1	1	1	3	1	1	1	1	1	1	2	1	2	1	1	2	1	3	2	1	2	2	3	2	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	1	3	1	1	4	2	1	2	1	2	4	2	4	4	1	1	3
