step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
57000	-657.391262460741018	-664.246750411700418	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602528060734325	-2	2	3	5	3	5	6	6	5	6	7	7	9	8	6	10	8	10	10	8	10	7	12	10	13	11	12	13	15	12	11	15	14	13	14	13	16	14	13	14	16	16	15	15	16	18	18	19	21	20	22	18	22	23	25	29	27	30	31	32	31	0	1	1	5	0	5	4	4	5	6	6	10	9	8	9	7	22	0	11	15	0	6	20	0	21	19	16	0	14	18	17	13	27	24	27	21	24	13	16	3	33	23	27	34	29	0	41	47	52	41	36	37	29	53	49	57	0	51	25	58	56	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	1	1	1	3	1	1	1	1	1	3	1	1	3	1	1	1	2	4	2	1	3	1	2	1	1	1	1	1	1	1	2	4	1	3	1	2	1	1	3	10	1	1
57500	-357.534924579705944	-364.390412530665344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443344926485124	-1	1	4	5	4	5	5	6	6	6	6	6	9	8	6	7	8	11	9	8	8	8	12	11	13	9	12	14	15	11	14	14	13	14	14	15	16	14	15	15	17	16	16	16	16	18	17	18	19	19	19	21	22	23	27	30	28	30	32	32	34	0	1	1	5	0	3	5	3	5	5	7	1	5	15	5	6	12	0	11	10	0	8	5	0	8	6	22	0	25	9	3	22	27	17	27	18	23	10	20	27	43	25	28	30	34	0	29	32	37	8	25	49	40	47	29	57	0	28	51	56	60	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	4	1	3	2	3	1	1	4	3	3	1	3	1	2	3	4	3	2	1	2	1	2	1	1	2	1	3	7	2	1	3	3	7	1	1	8	8	1	1
58000	-432.251794823769444	-439.107282774728844	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634635313704554	-2	2	3	6	3	5	5	5	6	7	6	7	6	8	7	9	8	10	9	8	8	10	12	10	12	11	12	12	14	12	14	15	14	12	12	13	15	14	15	15	16	17	16	16	17	18	15	18	20	19	22	21	22	23	26	28	28	31	32	31	33	0	1	2	5	0	5	5	3	7	5	8	4	7	9	13	10	8	0	15	11	0	17	20	0	21	20	17	0	25	8	30	30	27	17	24	34	16	25	26	27	27	34	27	38	27	0	9	36	37	41	42	49	46	49	52	55	0	40	48	56	60	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	2	1	1	3	1	1	1	2	1	1	2	1	2	2	2	3	2	1	2	1	4	4	3	1	3	1	2	2	2	1	1	7	11	1	1
58500	-523.814194580197636	-530.669682531157036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628062560222449	-2	0	3	5	2	5	5	5	6	5	5	6	7	8	7	9	7	10	8	8	9	8	13	10	13	11	13	11	14	13	11	14	15	14	13	14	15	16	16	15	17	16	16	15	16	17	16	18	18	19	21	20	21	23	27	29	29	30	31	31	33	0	1	5	1	0	5	5	3	6	3	3	8	5	8	6	15	2	0	4	15	0	12	20	0	19	9	22	0	25	22	13	7	21	26	24	26	24	27	37	17	33	3	13	27	31	0	25	30	37	42	25	49	48	51	42	55	0	54	51	55	55	1	1	1	3	1	1	2	1	1	1	1	1	2	2	1	2	4	1	2	1	1	1	1	1	3	2	3	1	1	2	1	4	3	1	2	1	2	1	1	3	1	4	3	1	2	1	1	2	1	2	3	2	2	1	4	1	1	5	3	2	3
59000	-465.111580072648167	-471.967068023607567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580435006113220	-2	3	1	5	3	5	7	5	4	7	6	6	8	9	6	9	7	11	9	5	10	8	12	11	13	11	11	12	14	12	14	15	14	13	13	14	15	16	14	14	16	16	16	15	16	17	17	19	21	19	20	22	21	24	26	29	28	31	32	31	33	0	3	1	5	0	2	5	2	5	8	20	9	5	7	5	12	4	0	17	5	0	17	20	0	21	14	17	0	28	26	30	40	17	13	24	24	24	34	18	17	27	25	31	30	39	0	35	42	45	30	42	35	44	52	49	57	0	56	25	56	59	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	3	1	1	2	2	1	1	1	1	1	5	2	1	1	2	1	1	3	2	1	1	2	1	1	2	1	1	3	2	6	2	1	3	1	1	2	7	1	1
59500	-319.762422429170329	-326.617910380129729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574164387504009	0	1	3	5	3	4	6	5	7	7	6	6	8	7	8	9	8	11	9	6	8	9	11	10	14	11	12	13	14	12	13	14	15	14	13	14	14	15	14	14	16	17	16	15	16	16	17	18	19	19	21	21	22	23	25	30	29	31	31	32	32	0	1	1	5	0	3	5	3	5	6	6	2	9	11	20	17	11	0	4	5	0	17	15	0	28	19	17	0	21	23	26	30	27	27	24	18	24	35	9	27	40	21	32	35	32	0	19	44	37	48	33	31	48	52	54	57	0	57	29	58	56	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	4	1	1	1	2	1	2	2	2	1	3	2	1	5	1	1	1	1	3	1	3	1	2	4	2	1	1	1	1	1	11	1	1
60000	-501.068638939774587	-507.924126890733987	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571565203903134	-1	3	4	6	2	6	4	4	5	5	6	6	9	8	7	10	8	9	10	8	9	9	11	10	12	11	12	13	14	12	14	13	13	13	13	14	14	16	15	15	17	17	16	15	16	17	18	18	20	19	21	22	22	24	26	29	27	29	31	31	34	0	1	5	2	0	2	5	1	7	8	9	2	7	11	3	14	10	0	6	15	0	17	15	0	21	13	13	0	25	24	34	13	18	24	23	26	24	36	16	32	44	19	37	26	32	0	25	42	16	46	19	37	37	53	51	57	0	57	48	43	60	1	3	1	2	1	1	1	3	1	1	1	1	3	1	1	1	2	1	2	1	1	1	2	1	2	1	2	1	2	1	1	2	3	2	1	1	2	1	2	2	1	3	1	2	1	1	3	1	3	1	5	4	4	1	2	1	1	1	7	8	1
60500	-516.875723031163034	-523.731210982122434	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595668245452150	-1	2	4	4	4	5	7	5	7	6	6	6	9	9	7	6	8	11	9	8	9	10	11	11	11	11	12	13	14	12	11	15	13	14	12	14	15	16	15	15	17	16	15	15	17	17	18	18	20	18	21	21	21	23	27	29	28	30	31	32	33	0	1	2	2	0	3	6	3	5	5	3	1	7	20	10	8	11	0	7	7	0	11	15	0	21	19	22	0	25	14	10	27	27	18	14	14	34	14	35	28	37	43	30	28	43	0	34	45	46	29	25	49	49	27	53	57	0	57	18	55	56	1	2	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	2	2	2	1	1	1	4	1	3	2	1	1	1	2	1	1	1	2	1	2	2	4	1	1	4	2	1	1	1	12	3	2
61000	-556.700654129284544	-563.556142080243944	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606499446852028	-1	2	3	6	3	5	4	6	5	7	6	5	7	7	8	9	8	10	9	8	10	10	12	9	12	11	12	12	15	12	12	15	14	14	13	14	15	15	14	16	16	16	15	15	17	16	17	18	18	20	21	21	23	23	26	29	28	30	31	32	33	0	1	2	9	0	7	5	6	5	3	7	2	11	4	5	10	8	0	5	4	0	17	11	0	21	24	6	0	25	20	19	31	27	31	20	23	24	39	26	27	44	21	36	31	33	0	25	42	37	47	35	49	29	49	50	55	0	53	21	55	59	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	5	1	1	2	1	2	1	1	4	1	2	1	1	2	1	2	1	2	1	1	3	1	1	1	4	2	3	2	2	1	1	3	6	2	1
61500	-316.611570709598539	-323.467058660557939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636506814197771	0	2	4	4	4	5	6	5	6	7	4	7	8	5	7	9	7	10	10	9	10	9	13	10	13	11	12	12	15	13	13	15	14	12	13	14	14	16	16	16	16	16	15	15	16	16	17	19	20	19	21	21	21	23	27	30	28	30	31	32	34	0	1	2	1	0	11	5	2	5	6	2	4	7	4	6	6	8	0	12	15	0	17	20	0	21	19	22	0	25	12	20	35	27	10	27	34	24	21	36	26	19	16	16	34	44	0	39	43	37	29	50	49	44	51	49	53	0	55	51	58	56	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	3	2	1	1	2	1	1	2	3	1	2	3	4	3	2	1	1	1	1	2	2	1	1	3	1	3	5	1	2	5	1	1
62000	-413.612771926596110	-420.468259877555511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712849451866959	-1	1	4	2	3	6	5	5	5	6	7	6	8	8	7	10	7	11	10	8	10	9	12	11	13	11	11	13	12	12	14	15	13	15	12	13	15	15	15	13	16	16	16	16	16	17	16	19	19	20	21	21	22	21	27	29	27	31	29	32	32	0	1	4	2	0	4	5	4	5	3	7	3	7	12	9	13	8	0	20	15	0	6	19	0	21	7	12	0	3	16	14	25	16	25	21	29	24	19	20	17	35	22	31	39	33	0	32	42	37	37	6	49	52	49	53	52	0	56	32	58	58	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	3	1	1	1	1	1	3	2	2	4	1	3	1	1	1	1	1	1	2	2	5	1	1	1	3	3	1	2	4	1	1
62500	-710.586121224910244	-717.441609175869644	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592225278937750	-1	3	4	6	2	5	5	5	6	7	5	7	8	9	7	7	7	9	8	8	9	10	11	10	13	11	12	12	14	12	13	14	15	14	14	12	15	15	15	15	14	17	16	16	15	17	17	17	18	20	20	19	21	23	26	30	28	30	31	32	32	0	5	2	6	0	2	5	2	5	6	5	6	9	12	5	11	6	0	2	15	0	14	15	0	21	9	17	0	25	14	19	28	27	25	7	23	30	26	26	27	25	25	32	37	25	0	41	33	14	44	32	24	50	53	49	46	0	26	26	56	56	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	1	3	1	1	1	2	1	3	2	3	1	1	1	2	1	2	1	5	1	2	2	2	1	1	2	1	1	1	1	2	1	4	3	3	5	1	2	3	4	1	8	6	1	1
63000	-448.219963928028221	-455.075451878987622	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.383038621728520	-1	1	3	5	4	6	6	5	7	6	7	7	9	9	8	8	7	8	9	7	9	10	12	11	13	11	12	14	14	13	13	14	15	14	12	14	15	13	14	15	16	17	15	15	16	16	17	17	21	19	21	21	23	23	26	30	28	30	31	31	33	0	1	2	2	0	5	5	2	5	1	5	8	5	6	20	10	2	0	15	5	0	17	20	0	10	18	10	0	4	14	17	13	27	22	18	15	24	35	19	17	30	25	31	25	23	0	45	36	37	36	41	24	51	43	49	49	0	49	48	55	57	1	1	1	2	1	2	1	2	2	4	1	1	2	2	1	1	2	1	1	3	1	1	3	1	6	2	4	1	4	2	4	3	2	2	3	2	2	1	3	4	2	2	1	2	2	1	1	1	3	3	2	5	1	4	2	4	1	5	9	2	2
63500	-437.811901059555282	-444.667389010514682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582013776550198	-1	3	3	5	3	5	5	5	6	4	7	6	8	9	7	9	8	10	9	9	8	9	13	10	14	11	12	13	14	12	14	14	15	14	13	13	16	14	16	13	16	16	14	15	16	18	17	19	20	19	20	19	21	23	26	30	28	29	31	31	33	0	1	1	2	0	3	5	10	5	1	8	3	4	21	7	13	8	0	4	15	0	11	20	0	18	5	18	0	14	10	15	18	22	22	24	16	24	28	27	17	30	22	4	11	25	0	43	37	46	42	41	41	35	53	54	57	0	28	45	58	57	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	2	1	1	1	3	1	2	4	1	1	4	3	4	3	2	2	1	2	3	1	2	3	1	3	4	4	1	1	2	2	1	1	1	1	3	1	2	2	1	9	10	1	3
64000	-446.226307411857078	-453.081795362816479	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515527481850089	0	3	3	6	3	4	5	5	6	5	7	6	8	7	7	10	8	10	10	8	9	9	12	8	14	12	11	13	14	12	13	14	13	15	14	14	14	15	15	15	15	15	15	15	17	18	18	18	18	19	22	22	20	23	26	27	29	30	32	32	33	0	1	1	2	0	3	5	3	5	2	10	2	9	10	7	7	12	0	20	15	0	11	20	0	21	15	22	0	21	13	11	28	17	33	22	33	24	33	23	33	26	31	27	27	29	0	42	30	4	41	25	49	47	46	46	54	0	55	30	56	60	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	1	1	2	2	2	1	2	1	2	1	3	2	1	1	1	1	1	2	1	1	2	2	5	2	4	2	1	2	4	2	1	2	12	2	1
64500	-474.953772538907117	-481.809260489866517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441298501183265	-1	2	3	5	3	5	5	4	7	6	6	7	6	8	7	9	7	10	10	8	9	9	10	7	12	9	11	12	13	12	13	13	14	14	13	12	16	15	14	15	15	17	15	15	16	17	17	17	20	20	21	21	22	21	25	30	28	30	31	32	33	0	1	2	3	0	3	5	2	7	3	4	8	5	11	11	12	8	0	21	15	0	12	15	0	11	9	17	0	3	17	36	4	17	18	36	16	24	32	22	12	27	22	19	32	33	0	40	40	24	46	36	43	50	42	39	55	0	26	25	56	60	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	2	1	2	1	3	2	1	3	4	2	1	1	5	2	2	2	2	7	2	1	2	1	1	1	10	1	4	3	1	1	5	3	1	8	12	1	1
65000	-708.543017964172577	-715.398505915131977	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482625079072618	0	2	4	5	3	4	6	6	7	5	6	7	8	8	6	9	7	11	10	9	9	9	13	8	13	11	13	14	13	10	13	14	14	15	14	13	15	16	16	15	13	16	16	14	16	18	18	18	21	19	21	22	21	23	25	29	28	30	31	33	31	0	1	2	3	0	5	5	10	5	6	5	7	11	11	5	7	4	0	17	12	0	17	30	0	8	14	26	0	10	24	16	26	8	31	14	7	24	21	25	22	19	44	32	25	25	0	40	44	24	35	45	47	50	27	51	55	0	51	25	59	56	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	2	1	1	4	1	2	1	3	1	3	4	4	3	1	3	1	1	1	1	1	1	1	2	10	3	2	2	1	5	2	2	1	4	9	1	1
65500	-273.152923279427114	-280.008411230386514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600817332378536	-1	2	1	5	4	4	7	6	6	7	6	5	8	7	7	8	7	10	8	7	10	9	13	9	14	12	12	12	13	13	12	15	13	15	13	14	15	15	16	14	16	16	16	14	16	17	17	19	20	19	21	21	22	21	26	29	28	30	31	31	33	0	3	1	6	0	2	12	2	5	4	5	5	11	2	11	11	2	0	17	12	0	17	15	0	21	24	17	0	21	31	13	35	22	23	10	8	24	23	23	27	40	25	36	31	25	0	18	46	24	29	25	37	52	25	42	55	0	47	54	56	60	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	3	1	1	1	1	1	2	3	3	1	1	1	1	1	1	1	1	1	3	1	6	3	4	3	1	3	5	1	1	4	6	1	1
66000	-393.992059125444314	-400.847547076403714	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.430736946695886	-1	2	4	6	3	5	6	5	5	6	6	7	9	7	7	9	8	10	9	9	9	9	12	11	12	11	12	14	13	12	10	14	14	15	13	14	16	14	15	15	16	17	15	15	16	18	18	17	20	19	20	21	22	23	26	29	27	31	31	33	33	0	1	1	2	0	5	5	1	5	3	2	6	7	2	9	3	12	0	5	15	0	17	15	0	14	18	22	0	10	26	13	30	8	36	12	13	24	30	38	27	43	21	20	32	32	0	27	36	24	36	38	49	12	46	46	52	0	48	10	58	58	1	1	3	2	1	1	1	3	2	1	2	1	2	3	1	2	1	1	3	1	1	1	2	1	4	1	2	1	3	1	1	1	5	1	3	2	4	2	1	2	1	5	3	1	1	1	3	2	4	2	2	1	7	2	5	3	1	8	6	1	1
66500	-258.953486998659230	-265.808974949618630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700170025680649	0	3	3	5	3	5	7	5	5	5	7	6	7	8	8	8	7	11	9	7	9	10	13	11	12	11	12	12	14	13	14	14	14	12	13	14	14	14	15	15	16	15	15	15	16	18	16	17	19	18	21	21	23	24	26	29	28	30	31	33	34	0	1	1	3	0	2	9	3	5	2	8	10	9	8	20	17	12	0	17	9	0	10	15	0	21	15	19	0	25	25	25	19	27	21	20	34	24	27	38	27	29	21	27	23	29	0	44	39	24	47	43	49	52	51	54	53	0	49	54	59	57	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	3	1	1	1	1	1	1	3	1	3	1	1	1	1	3	1	4	5	1	3
67000	-504.582336391871820	-511.437824342831220	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638912054642865	-1	2	4	4	3	5	7	5	5	6	6	7	8	8	7	9	7	9	9	9	10	9	12	10	13	11	12	13	13	12	14	14	14	15	13	14	16	14	16	13	16	15	14	16	17	17	16	19	20	20	21	21	22	22	25	29	28	28	31	31	33	0	1	2	2	0	4	9	3	5	6	4	8	9	7	9	15	6	0	15	15	0	11	15	0	21	19	26	0	11	18	12	26	22	29	30	29	38	7	32	14	36	29	28	32	42	0	40	38	37	48	25	49	48	48	50	55	0	55	51	56	59	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	2	3	1	3	1	1	1	1	4	1	1	1	1	1	1	1	1	1	3	1	1	3	1	2	2	2	1	1	2	6	1	1
67500	-509.006184690676491	-515.861672641635892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613959119947865	-1	2	4	4	3	6	5	5	7	7	6	4	8	9	7	10	8	10	9	9	10	7	12	11	14	11	11	14	15	12	13	13	14	15	13	15	15	16	14	14	16	15	16	15	16	18	17	19	20	18	21	21	22	23	25	26	28	30	31	32	34	0	1	2	1	0	4	5	3	5	12	4	2	7	11	7	22	12	0	7	15	0	8	11	0	12	19	17	0	39	15	26	14	26	32	24	32	24	32	16	10	24	25	35	10	29	0	41	28	48	38	45	49	44	50	54	55	0	57	25	59	60	1	1	1	3	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1	2	1	3	1	1	1	1	2	1	2	3	1	1	1	3	1	2	3	2	1	2	4	1	1	1	2	1	2	3	1	3	4	1	1	1	1	9	1	1
68000	-261.554681194404623	-268.410169145364023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441441625760413	-2	2	3	4	3	5	6	5	5	7	5	6	7	8	7	8	7	10	9	9	8	10	11	9	14	11	12	13	15	12	13	15	14	14	12	12	15	15	15	15	17	16	16	15	17	17	17	18	20	19	21	20	22	23	26	29	28	30	31	32	32	0	1	1	5	0	5	9	3	5	12	5	9	7	13	6	12	3	0	16	15	0	8	15	0	28	17	17	0	25	21	23	30	27	24	22	14	24	21	35	22	43	32	44	23	32	0	18	38	37	37	42	34	49	23	52	57	0	56	51	59	56	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	3	2	1	1	2	1	2	1	2	1	2	3	3	2	2	1	1	1	1	1	1	3	2	2	2	3	3	1	4	2	1	1	1	6	1	1
68500	-470.218345299110808	-477.073833250070209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624723933478050	0	2	4	6	3	5	5	6	7	4	6	7	8	8	7	8	8	11	9	9	8	8	13	10	13	10	12	12	15	13	13	15	13	13	13	14	16	16	16	14	16	15	14	16	17	14	16	17	20	19	22	21	22	23	26	29	28	30	30	32	33	0	1	1	7	0	2	5	2	5	2	5	11	5	6	5	15	11	0	6	9	0	8	20	0	22	13	17	0	28	26	14	30	27	26	8	27	4	32	36	27	30	25	34	36	32	0	46	24	24	31	25	46	42	51	53	55	0	56	29	59	56	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	1	2	1	2	1	2	1	2	1	2	2	1	1	3	1	5	1	1	1	2	1	1	1	1	1	1	3	4	2	3	3	3	1	2	1	1	1	4	1	2
69000	-274.588482824320010	-281.443970775279411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508626928164573	-1	1	3	6	3	6	6	5	5	4	4	7	8	8	7	10	6	10	10	9	8	9	12	11	13	11	13	13	15	12	13	15	15	13	13	15	15	15	16	15	16	16	15	15	16	18	17	18	20	19	21	21	22	23	25	28	27	29	31	33	34	0	1	1	10	0	3	5	3	5	3	1	8	15	7	9	13	2	0	20	15	0	17	20	0	21	6	17	0	21	12	23	23	8	2	14	34	24	30	24	27	38	44	27	25	30	0	32	27	46	23	41	49	51	52	23	57	0	56	41	59	59	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	3	2	4	1	4	2	1	1	5	6	3	1	2	1	2	1	1	1	1	1	2	1	1	2	2	3	2	1	1	1	5	1	1	1	7	1	2
69500	-540.499568017040474	-547.355055967999874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567187726393448	0	1	3	5	3	5	6	4	7	6	7	6	7	9	7	8	8	10	9	9	9	10	13	11	12	12	12	13	15	10	11	13	12	14	14	14	16	16	15	15	17	14	15	15	16	17	18	18	20	16	21	22	23	24	26	29	28	31	30	32	33	0	1	2	5	0	1	5	1	12	4	3	6	5	13	12	8	8	0	7	15	0	16	20	0	16	3	8	0	25	21	20	14	19	31	31	27	24	28	24	17	43	25	25	23	44	0	50	43	47	34	28	49	47	29	52	57	0	56	36	58	58	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	3	1	2	1	1	1	2	1	2	5	2	1	1	1	1	2	2	2	1	1	2	2	2	5	1	1	1	1	1	1	1	1	1	1	4	1	3	4	2	1	1	1	6	1	1
70000	-362.855448767640723	-369.710936718600124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711776501622319	0	2	3	5	3	6	5	5	6	6	7	7	8	7	8	9	7	11	9	9	10	10	13	11	12	11	12	11	13	12	14	15	15	14	12	13	15	15	15	15	16	15	16	16	16	18	17	19	18	19	21	20	23	24	27	30	28	30	31	31	34	0	1	2	1	0	3	5	3	7	2	9	10	7	8	9	15	6	0	14	11	0	19	20	0	28	17	19	0	26	14	35	22	27	26	20	21	24	29	25	27	31	31	36	33	31	0	25	32	37	47	21	49	48	51	54	57	0	57	51	55	57	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	6	1	2	1	1	1	1	1	6	2	3
70500	-450.284297866324835	-457.139785817284235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526498259535567	0	3	4	4	4	5	7	5	6	5	7	7	8	7	7	9	7	11	10	8	9	9	13	10	13	12	13	11	14	12	11	13	15	14	13	15	16	15	16	16	16	17	16	15	16	18	18	15	19	20	21	21	22	22	27	29	28	31	30	32	33	0	1	2	2	0	1	5	2	5	3	5	10	12	8	9	10	8	0	1	15	0	17	9	0	28	17	30	0	25	16	9	18	26	16	31	27	12	11	34	27	48	34	25	27	48	0	41	23	24	41	34	24	47	50	37	42	0	53	54	57	57	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	4	1	1	1	3	1	1	2	1	1	1	2	3	1	1	3	1	1	4	4	1	2	1	2	2	1	1	1	1	1	3	2	4	6	2	1	4	5	1	4	4	1	1
71000	-332.111719082355080	-338.967207033314480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502020792541928	-1	2	4	6	2	5	4	5	5	6	6	6	8	8	8	9	7	10	8	6	9	9	12	11	13	11	12	13	15	13	14	13	13	14	13	14	15	16	15	16	17	16	16	14	16	17	17	16	20	19	21	21	23	23	27	29	27	29	31	32	31	0	1	2	8	0	3	5	1	5	7	3	3	5	11	20	15	8	0	12	9	0	17	6	0	26	8	12	0	25	4	25	13	27	27	21	27	24	25	11	26	18	21	31	12	39	0	45	34	37	46	35	37	51	51	49	53	0	55	42	61	56	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	3	3	1	1	4	1	3	1	1	2	1	2	2	4	2	4	3	1	4	1	1	1	1	3	1	2	2	1	1	4	2	1	1	9	1	1
