step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
13500	-369.121906688516333	-375.977394639475733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592976311706202	0	2	3	5	4	6	5	5	7	6	4	5	8	7	6	9	7	10	9	9	8	10	12	9	14	9	11	12	13	13	12	14	15	13	12	14	16	15	15	15	15	16	16	15	16	16	16	17	21	19	20	19	22	23	26	30	27	31	30	33	33	0	1	2	2	0	11	5	1	7	11	1	3	5	12	5	8	6	0	12	7	0	2	15	0	19	4	22	0	28	31	27	29	22	13	10	17	24	36	28	27	23	19	32	36	36	0	17	41	52	39	32	44	50	49	49	55	0	56	51	57	59	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	3	1	1	2	1	1	3	2	1	3	2	1	1	1	1	1	1	3	2	3	4	3	1	1	2	2	3	1	1	2	1	4	1	2	2	4	4	1	2	3	2	1	1	5	3	2
14000	-400.871138037147659	-407.726625988107060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618213778772304	-1	1	3	5	3	5	6	5	6	5	6	7	9	8	8	9	8	10	10	7	9	9	13	8	13	11	12	13	15	12	14	15	15	14	12	13	15	13	15	15	14	17	15	16	17	17	17	19	19	19	22	21	20	23	26	28	28	29	31	30	33	0	1	2	5	0	3	5	2	5	3	3	7	20	3	10	10	8	0	14	10	0	17	20	0	21	13	17	0	16	18	25	38	27	13	19	13	24	16	38	27	26	25	19	22	29	0	29	32	46	43	42	37	43	51	33	53	0	54	54	33	57	1	1	1	1	1	1	2	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	3	1	2	1	1	1	4	1	1	1	1	2	1	2	3	2	1	1	1	2	3	4	2	1	1	2	1	1	2	2	2	1	5	3	1	3	4	8	3
14500	-621.879969194575438	-628.735457145534838	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604800765103508	-2	1	4	5	3	5	6	3	6	7	6	6	8	8	7	8	6	11	9	9	9	10	12	10	13	10	13	13	15	13	13	14	12	14	12	14	16	15	15	15	16	17	15	15	17	18	18	18	20	20	21	21	23	23	25	28	27	29	31	31	32	0	1	5	5	0	8	5	2	5	17	8	5	7	12	5	11	3	0	13	15	0	14	20	0	26	3	11	0	21	23	7	25	22	28	24	18	24	35	25	22	32	27	30	30	39	0	27	38	37	38	25	32	52	52	28	51	0	57	51	57	59	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	3	4	1	3	1	2	1	1	1	1	1	3	1	1	3	1	2	1	1	1	1	2	1	2	2	3	4	1	1	6	3	1	1	4	2	1
15000	-290.517468550116007	-297.372956501075407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602765480206571	0	2	4	5	4	6	6	5	6	6	7	6	8	8	7	9	8	10	10	8	8	10	12	10	13	11	11	12	14	12	14	14	14	14	13	13	14	14	14	15	16	16	16	16	16	18	17	18	19	19	22	22	21	22	25	28	28	31	31	32	33	0	1	1	3	0	3	5	2	5	4	6	5	9	12	7	21	8	0	12	15	0	17	20	0	21	5	4	0	28	9	28	17	17	35	20	28	24	26	23	28	35	4	32	19	38	0	23	33	24	44	42	37	37	32	28	54	0	56	51	58	58	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	3	3	3	1	1	3	1	2	3	1	3	1	3	1	1	2	1	5	1	2	1	1	2	2	4	1	3	5	2	4	6	2	1	1	5	1	1
15500	-627.780272655982458	-634.635760606941858	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545470003667866	0	3	3	5	2	4	6	5	6	5	7	5	8	8	7	10	7	10	9	8	9	9	10	10	14	11	11	13	14	12	13	14	14	15	12	14	15	15	15	14	16	17	15	15	15	18	17	18	20	19	20	22	23	23	25	30	28	30	32	32	33	0	1	1	5	0	2	5	1	5	2	7	5	2	11	2	7	8	0	4	11	0	17	20	0	28	13	22	0	1	10	27	4	35	32	15	24	24	29	16	27	30	35	29	33	31	0	17	12	24	42	17	49	51	31	37	51	0	57	25	56	60	1	2	1	2	1	1	2	2	2	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	6	2	2	4	2	1	2	2	4	1	2	2	2	3	1	1	1	1	3	7	3	1	4	1	1	4	5	6	1	1	9	1	1
16000	-397.055509134833983	-403.910997085793383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555889659318164	-1	2	3	5	4	5	7	6	7	6	7	6	9	8	6	10	7	10	9	8	9	9	12	11	13	12	11	12	14	12	13	13	15	14	12	15	14	14	15	14	16	17	14	15	16	17	17	18	18	20	21	22	23	23	26	29	28	30	30	31	33	0	1	1	3	0	3	5	4	4	5	4	2	10	15	5	17	3	0	15	10	0	17	20	0	28	9	22	0	12	19	22	24	27	26	20	10	24	32	32	22	39	25	30	30	34	0	36	46	24	47	50	24	41	51	51	55	0	57	12	59	58	1	3	2	1	1	1	2	1	2	2	1	2	2	1	1	2	2	1	3	1	1	1	2	1	1	3	1	1	3	1	2	1	2	2	2	4	2	1	1	3	1	4	1	1	2	1	1	1	3	1	1	4	4	1	2	2	1	1	10	1	1
16500	-278.002152203767650	-284.857640154727051	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582959284677318	0	2	3	6	3	5	7	5	7	6	6	6	8	7	7	9	8	10	9	9	9	9	13	11	14	12	12	12	15	12	14	15	15	14	13	15	13	15	16	15	15	17	15	16	15	17	15	19	19	17	20	21	22	21	25	29	28	30	32	31	34	0	1	1	8	0	2	5	3	5	3	2	1	5	11	5	15	10	0	12	15	0	17	20	0	28	14	19	0	19	11	26	27	27	27	28	19	24	35	32	22	28	35	15	47	28	0	37	23	24	29	41	49	15	29	42	57	0	56	51	57	60	1	1	2	1	1	2	2	1	2	1	2	3	2	1	2	1	1	1	1	1	1	1	2	1	1	3	2	1	4	4	1	2	1	1	1	2	1	1	1	3	1	2	4	1	2	1	1	2	3	1	2	1	7	3	3	1	1	1	5	1	2
17000	-342.418235386755669	-349.273723337715069	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666167719342376	0	1	4	5	3	3	6	5	6	4	7	7	6	8	8	10	8	9	9	9	9	9	11	11	13	12	10	12	14	12	13	14	15	15	13	14	15	14	16	15	16	17	14	15	17	16	15	19	19	18	21	21	22	23	27	29	29	31	30	31	32	0	1	6	1	0	1	5	2	5	6	3	4	5	3	13	8	11	0	12	4	0	12	20	0	21	16	17	0	11	18	24	24	27	32	23	24	24	35	37	27	32	44	30	29	26	0	29	24	37	39	29	49	52	52	52	55	0	56	51	57	56	1	1	1	3	1	1	1	2	1	1	2	1	2	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	3	2	2	1	5	1	1	2	2	1	1	2	1	1	1	1	3	1	1	4	2	1	3	1	1	1	4	1	1	1	4	2	1
17500	-430.717413936373759	-437.572901887333160	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602516761584965	-1	1	3	5	3	5	6	5	6	5	5	7	7	8	7	9	7	11	9	9	10	10	12	9	13	11	12	13	15	13	14	13	12	14	13	14	16	14	15	16	16	16	15	15	16	16	17	18	21	19	22	22	21	23	26	29	28	31	30	32	32	0	1	2	3	0	3	5	3	5	3	5	8	5	9	4	9	6	0	17	15	0	17	11	0	21	19	17	0	28	18	28	18	11	30	6	26	24	26	18	6	32	44	35	25	34	0	41	37	37	46	12	49	50	49	54	55	0	56	51	59	59	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	2	1	1	1	2	1	2	3	1	2	1	2	1	1	1	1	1	2	1	3	2	4	1	2	5	2	1	1	1	1	1	1	1	2	2	7	1	1	1	1	1	1	1	3	1	1
18000	-439.377098268159898	-446.232586219119298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764745743975477	0	3	2	4	4	5	6	4	6	6	6	7	9	7	8	10	7	10	8	9	9	9	12	10	13	11	12	12	14	12	14	14	14	13	11	12	15	15	15	14	16	16	16	16	17	17	17	18	19	19	21	22	22	23	26	28	29	30	31	31	33	0	1	1	3	0	2	5	3	5	5	8	10	9	8	7	14	10	0	12	3	0	6	26	0	28	15	22	0	25	35	23	36	27	27	18	16	24	25	25	17	23	35	27	28	39	0	43	38	24	41	45	49	51	51	52	55	0	55	53	57	56	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	3	1	1	3	1	2	2	1	1	1	1	2	4	1	2	1	1	1	2	1	1	3	3	1	2
18500	-426.134238185648996	-432.989726136608397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660946499841698	0	1	3	6	3	4	5	5	7	7	6	5	6	9	8	10	8	10	8	9	9	10	12	11	13	11	12	14	15	11	13	14	13	14	12	13	16	15	16	15	15	17	16	16	16	17	17	18	21	19	21	19	22	24	27	29	29	31	31	32	32	0	1	2	3	0	1	3	6	13	7	3	1	6	4	13	14	6	0	4	15	0	8	20	0	21	4	14	0	25	16	24	33	22	33	19	12	24	24	31	14	33	43	28	21	40	0	44	28	46	43	11	37	49	53	51	55	0	56	44	59	55	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	2	3	2	2	1	3	1	1	1	3	1	1	1	2	4	2	10	1	1	1	3	1	1	1	7	1	2
19000	-474.919441059579356	-481.774929010538756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440107310392074	0	2	4	6	2	4	5	5	7	5	6	6	8	9	7	10	8	10	10	7	10	8	13	11	14	12	11	13	15	13	12	14	14	14	12	15	16	15	15	15	17	17	16	15	15	17	17	19	20	17	21	21	23	22	27	30	28	30	32	32	34	0	1	2	3	0	5	5	1	4	3	3	7	7	15	10	9	3	0	8	4	0	11	14	0	35	13	17	0	31	14	21	30	17	8	21	35	24	30	28	19	23	21	23	26	26	0	45	42	37	32	8	37	52	35	36	53	0	57	54	56	60	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	2	2	1	1	2	1	1	2	6	1	2	2	1	1	3	2	5	2	2	1	1	1	1	2	2	8	3	1	6	6	4	1	2	5	1	1
19500	-353.959056107232982	-360.814544058192382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557196733774507	0	1	2	6	3	5	6	6	5	7	6	3	8	7	7	9	7	9	9	9	9	9	12	11	13	10	11	13	14	12	13	14	15	14	12	15	15	14	16	15	16	16	16	15	17	15	17	17	19	19	20	22	21	23	26	29	28	29	31	32	33	0	1	1	12	0	12	5	6	5	4	3	1	9	9	9	14	6	0	13	9	0	17	15	0	21	18	17	0	2	18	17	35	27	14	20	15	24	35	31	22	33	10	44	35	38	0	40	36	37	45	45	49	11	47	50	41	0	55	42	59	59	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	4	1	2	1	2	1	5	1	3	1	2	2	2	3	2	1	1	5	1	2	1	2	3	1	1	1	2	1	1	1	7	3	3	5	1	1	5	1	1
20000	-341.638749368327751	-348.494237319287151	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700558862353553	0	2	3	4	4	5	6	5	6	6	6	6	8	7	8	10	7	10	9	9	9	8	12	9	13	11	12	12	13	10	12	13	14	15	14	14	15	14	15	16	17	15	15	15	16	17	16	18	19	20	20	21	22	23	25	29	28	30	30	32	33	0	1	1	3	0	4	5	3	5	4	8	6	6	5	12	22	3	0	11	7	0	17	15	0	28	5	17	0	17	24	18	27	27	33	9	23	24	31	29	32	27	21	32	25	25	0	35	45	37	40	25	49	52	52	54	57	0	57	39	58	56	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	3	1	1	1	1	1	4	1	3	1	1	1	2	3	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	6	1	2
20500	-298.387900479200596	-305.243388430159996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.882241031628627	0	3	4	5	4	5	5	5	6	6	7	7	8	8	7	9	8	10	9	9	10	9	11	10	13	11	11	13	14	13	11	14	14	13	13	14	15	15	16	15	16	17	14	16	16	16	16	18	20	19	20	21	23	24	26	29	28	30	31	33	33	0	1	2	3	0	5	5	2	5	4	6	2	5	6	6	12	10	0	11	15	0	17	15	0	21	13	10	0	25	27	16	20	27	26	23	35	24	28	32	33	36	25	34	38	32	0	34	44	37	45	42	50	52	53	54	57	0	56	42	59	59	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1
21000	-432.635251649491750	-439.490739600451150	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500709508665496	0	2	3	6	3	6	6	6	7	6	7	6	8	8	8	9	7	10	9	5	7	8	12	10	14	11	12	14	15	12	12	15	14	14	12	14	13	15	14	16	13	17	14	15	16	16	16	18	19	20	21	22	21	23	27	29	28	30	29	32	33	0	1	1	20	0	5	5	3	5	2	12	20	7	9	20	20	10	0	12	5	0	8	20	0	21	22	22	0	19	24	16	36	17	18	4	35	24	33	26	17	15	21	2	28	31	0	16	18	43	42	42	49	30	52	51	55	0	55	51	56	60	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	3	1	4	1	2	1	4	1	1	1	3	3	4	1	1	1	2	4	2	6	6	1	2	1	3	4	4	1	2	2	4	1	3	1	1	1	4	2	1
21500	-454.097281512057805	-460.952769463017205	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611062234235151	0	2	3	6	3	5	6	6	7	7	6	6	9	8	7	9	8	10	10	9	9	9	12	11	13	10	13	13	15	12	12	14	14	14	12	15	14	15	15	15	16	17	13	16	16	18	18	18	19	19	21	20	22	24	26	28	29	30	30	33	33	0	1	2	6	0	5	5	3	7	12	3	3	5	6	6	10	10	0	14	15	0	8	20	0	21	14	17	0	25	15	10	43	30	17	18	35	24	32	19	10	30	33	4	32	43	0	37	42	38	29	29	49	48	50	54	55	0	56	38	57	59	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	3	2	1	1	4	1	1	1	1	2	3	2	3	3	1	1	1	2	1	2	2	4	1	1	3	1	1	1	1	6	2	2
22000	-415.790106377612801	-422.645594328572201	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711021794093956	0	2	4	4	3	6	6	4	6	5	6	7	7	6	7	9	7	9	9	8	9	9	12	10	14	11	11	13	15	12	13	13	14	14	13	13	14	15	16	15	16	16	15	15	16	17	17	15	21	20	21	19	22	24	26	29	28	31	30	32	34	0	1	2	1	0	8	5	1	5	5	4	3	7	8	5	13	6	0	6	7	0	12	20	0	21	18	22	0	28	24	30	12	17	23	17	21	24	35	25	27	25	28	23	33	38	0	41	31	45	27	25	38	49	52	50	55	0	57	51	56	58	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	2	4	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	5	2	1	1	2	3	1	1	1	5	2	3
22500	-571.870134371055428	-578.725622322014829	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829083191839691	-1	2	3	5	3	5	5	5	5	7	6	6	8	8	6	8	7	8	9	8	10	8	12	11	12	11	12	12	14	12	13	14	14	15	13	14	14	15	16	15	16	16	15	14	16	18	18	19	19	18	21	21	22	23	26	29	28	30	28	31	33	0	1	2	3	0	3	5	3	5	15	4	3	5	7	7	15	12	0	18	15	0	3	15	0	21	13	22	0	14	22	24	28	31	37	20	23	24	27	44	33	32	31	27	25	37	0	33	46	37	30	42	49	46	52	51	59	0	56	51	58	60	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	3	4	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	3	2	2	1	3	1	1	1	4	1	1
23000	-364.334305997214926	-371.189793948174326	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530849095648738	0	3	3	4	2	5	6	5	5	6	7	6	8	7	7	9	7	10	9	8	9	10	12	11	13	11	12	12	13	11	14	13	12	14	14	14	16	15	15	15	16	15	15	15	16	16	17	17	20	19	21	20	23	23	27	29	29	31	30	32	33	0	1	1	1	0	4	4	2	5	3	4	9	7	9	7	14	6	0	11	15	0	3	20	0	28	13	22	0	10	22	23	21	22	23	30	19	24	23	22	8	43	30	10	32	28	0	39	39	24	47	25	24	35	41	40	49	0	56	54	59	56	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	1	1	1	1	1	2	1	1	3	2	1	2	2	3	1	2	3	1	3	5	1	2	1	1	1	4	1	4	3	4	4	6	4	1	1	2	1	2
23500	-649.544862575190905	-656.400350526150305	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605772624202098	0	2	3	5	3	5	5	5	7	6	7	7	9	7	7	10	7	11	9	8	10	10	12	9	14	12	13	13	14	13	14	12	14	15	13	14	15	16	15	15	16	17	15	15	16	17	17	18	19	19	21	19	22	22	26	29	28	31	31	33	34	0	1	1	2	0	1	5	3	4	7	5	2	9	4	5	20	8	0	17	10	0	19	13	0	28	21	12	0	32	21	23	13	27	23	13	23	24	27	25	22	29	43	25	27	30	0	35	29	40	39	38	16	51	34	52	55	0	53	51	59	59	1	1	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	1	2	1	1	2	1	1	3	1	1	1	1	2	1	3	1	2	2	1	2	1	2	3	1	1	5	5	1	1
24000	-390.043014755089303	-396.898502706048703	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454405588684443	-2	3	2	6	3	6	4	6	7	6	6	7	6	8	7	9	7	11	10	8	9	9	12	9	13	10	11	13	12	12	13	14	14	13	13	13	16	15	16	16	16	16	14	15	15	17	16	18	20	19	22	22	21	24	26	30	28	30	30	33	32	0	3	1	7	0	7	5	3	7	7	7	13	5	1	7	17	11	0	9	6	0	17	20	0	14	3	22	0	26	16	14	29	27	18	21	14	24	36	33	17	43	25	35	31	25	0	22	18	24	39	38	24	46	46	54	55	0	57	42	57	59	1	1	2	1	1	1	1	2	2	1	1	1	2	6	2	1	1	1	2	1	1	1	2	1	3	2	2	1	1	1	3	1	2	1	3	2	4	1	1	6	1	2	1	1	1	1	3	3	6	1	3	9	2	4	1	2	1	1	8	2	1
24500	-394.550167455381256	-401.405655406340657	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.453452587589521	0	2	3	4	3	6	6	5	6	7	6	6	8	8	5	9	6	10	9	8	10	10	13	10	14	11	13	13	14	12	13	14	14	14	12	14	15	13	15	15	17	17	16	15	16	17	17	18	20	19	22	22	23	24	26	29	28	29	32	30	33	0	1	2	2	0	15	5	2	5	3	1	2	7	4	5	7	3	0	17	15	0	14	15	0	21	14	6	0	30	22	16	18	27	16	16	30	24	21	25	26	44	11	22	38	10	0	40	37	37	39	25	24	48	52	52	42	0	54	25	58	60	1	1	1	1	1	1	1	2	2	2	4	2	1	3	2	1	2	1	1	1	1	1	5	1	2	2	5	1	1	1	2	1	1	3	2	1	2	2	1	3	1	6	3	1	3	1	1	2	4	2	4	7	2	1	2	6	1	2	12	1	2
25000	-549.136211729514002	-555.991699680473403	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478788537345412	-2	3	2	5	3	6	5	6	6	5	6	7	8	7	7	9	8	10	10	9	9	10	12	10	12	11	12	11	12	11	12	15	14	15	12	14	15	15	16	16	16	16	15	16	15	15	17	17	20	18	21	21	20	23	26	29	29	30	31	31	33	0	1	1	2	0	4	5	4	5	5	2	8	5	11	7	8	8	0	7	11	0	17	10	0	11	12	11	0	6	16	24	29	35	31	9	30	24	25	19	34	13	28	14	38	22	0	31	36	37	24	42	24	23	20	52	12	0	56	32	55	58	1	2	2	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	2	2	1	1	4	1	3	2	3	1	2	1	1	1	1	1	2	1	2	3	2	1	3	2	4	1	2	1	3	2	2	5	2	6	4	7	1	13	1	1	8	3	1
25500	-267.807427723497426	-274.662915674456826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591592346813248	0	2	3	5	3	5	5	5	5	7	7	7	8	7	6	9	8	11	10	8	10	9	12	11	13	12	12	11	14	12	12	14	14	14	10	14	15	16	16	16	16	17	15	16	16	18	18	18	20	17	22	20	22	22	25	28	29	31	32	32	33	0	1	2	3	0	5	5	3	5	3	15	9	15	6	9	8	3	0	3	15	0	17	20	0	21	19	17	0	28	16	6	31	16	27	17	20	24	22	23	34	33	25	23	26	32	0	50	42	24	37	48	24	49	47	50	48	0	57	51	55	58	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	2	1	2	1	2	1	1	1	3	1	3	1	1	3	2	4	2	1	1	2	2	2	1	1	1	1	6	1	2	4	1	2	3	4	1	1	5	4	1
26000	-496.993614376506514	-503.849102327465914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415930322941356	0	3	2	5	1	4	5	6	6	6	7	6	7	8	7	9	7	9	9	5	10	8	13	10	13	11	12	11	12	13	14	14	13	15	13	15	14	14	14	14	14	17	16	16	15	16	16	18	20	20	20	21	22	22	24	30	28	30	31	33	33	0	5	1	2	0	3	5	1	5	2	9	2	5	17	20	11	8	0	8	2	0	1	2	0	28	19	8	0	21	14	22	24	26	6	28	13	24	27	18	27	27	16	30	45	31	0	13	36	39	21	35	37	42	50	51	42	0	53	51	58	58	1	1	1	1	1	1	1	3	3	2	1	1	2	1	2	1	1	1	1	1	1	3	4	1	1	1	2	1	1	3	4	1	1	7	1	3	2	1	2	1	1	7	1	1	1	1	4	2	5	4	3	4	2	2	1	5	1	4	8	2	1
26500	-467.398952796384378	-474.254440747343779	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567035385046737	0	3	4	5	1	5	6	5	6	7	6	6	7	8	8	9	8	11	8	9	9	10	12	11	12	12	11	13	14	13	13	14	13	14	13	14	15	15	15	14	16	16	14	14	16	15	18	18	20	20	21	19	22	22	23	29	29	30	31	32	32	0	5	2	2	0	3	5	1	4	6	2	3	9	10	9	9	11	0	9	15	0	17	20	0	21	11	17	0	25	16	9	26	27	22	14	21	24	23	34	2	43	40	23	25	11	0	41	42	37	52	42	37	39	49	53	55	0	53	28	58	58	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	1	2	4	1	1	2	2	2	3	1	1	5	1	1	1	1	4	1	2	1	2	1	2	2	3	1	1	3	1	3	8	1	1
27000	-460.900282088254698	-467.755770039214099	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643761230482872	-1	1	3	5	4	6	6	5	7	6	5	7	8	9	7	9	7	10	9	9	9	9	12	10	13	12	12	12	14	13	13	14	14	14	11	14	12	14	16	15	16	16	16	15	16	17	16	18	18	18	21	20	19	23	26	29	28	30	31	31	33	0	1	2	3	0	5	5	3	10	5	2	4	10	4	5	15	2	0	13	9	0	8	15	0	28	20	19	0	21	10	22	37	17	27	22	35	24	20	35	22	40	28	40	28	24	0	30	47	38	43	14	24	46	34	54	57	0	57	29	58	56	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	3	1	1	1	1	2	2	1	1	1	2	1	2	3	2	1	3	1	1	1	2	2	2	3	1	2	1	2	3	1	2	1	2	1	6	4	1	3	1	1	1	1	6	1	3
27500	-577.784231562434798	-584.639719513394198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739508521629046	-1	1	2	5	3	5	7	5	6	5	6	6	8	8	7	9	7	11	10	9	9	10	12	10	14	12	12	13	15	12	11	14	13	13	13	13	16	15	15	14	17	17	14	14	15	18	17	19	21	19	22	21	22	24	26	28	29	30	31	32	34	0	1	2	5	0	2	9	2	5	3	10	4	6	17	9	14	11	0	11	6	0	17	20	0	26	13	17	0	30	21	17	9	27	19	31	6	30	43	12	27	36	38	30	7	40	0	40	42	46	42	42	37	49	53	54	48	0	56	51	57	60	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	3	2	1	3	1	3	2	1	3	1	1	1	1	1	1	2	3	1	1	1	4	1	1	4	1	1
