step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41
57000	-212.795657906568493	-219.651145857527865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753995164240912	0	3	2	2	2	6	3	4	4	7	8	7	8	10	9	12	11	11	12	12	14	14	13	14	13	16	17	15	17	15	16	17	16	16	19	17	18	19	21	20	21	0	1	1	1	1	3	5	7	0	8	10	9	9	12	12	11	0	14	18	11	25	18	18	20	10	24	33	16	24	21	30	23	16	21	27	24	31	33	32	23	36	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	2	1	1	1	1	2	3	2	2
57500	-208.969938701611198	-215.825426652570570	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673946843917592	0	3	2	2	2	6	4	8	7	8	7	8	9	9	9	10	10	11	12	11	15	13	13	14	13	16	16	16	17	16	16	18	18	14	19	19	18	20	21	20	20	0	1	1	1	1	1	5	7	0	11	7	9	9	9	12	10	0	14	14	16	34	18	18	20	8	20	34	24	20	34	25	23	30	10	27	29	34	33	32	32	24	1	2	1	1	1	3	1	2	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	3	1	2	2	1	2	2	1	1	2	2	1	3
58000	-207.438766509726804	-214.294254460686176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621358441880868	0	2	1	2	3	7	5	8	6	8	8	8	9	9	8	10	9	12	12	11	14	13	13	14	13	14	15	15	17	15	17	17	15	16	19	18	18	19	20	18	22	0	1	1	1	1	2	5	7	0	5	7	9	15	9	9	7	0	14	14	10	25	14	18	20	10	20	21	24	26	25	30	23	25	27	34	29	31	33	40	23	36	1	1	1	1	2	2	1	2	1	2	2	1	1	2	1	3	1	2	2	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2
58500	-224.438373600686560	-231.293861551645932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.729418176710691	0	1	4	2	3	6	4	8	7	8	6	8	9	10	9	10	11	11	13	12	13	13	13	14	12	15	16	14	16	16	16	17	18	16	20	17	18	20	22	20	22	0	1	1	2	2	3	5	11	0	11	7	9	12	9	12	11	0	9	14	16	25	18	18	10	11	20	21	20	24	21	25	23	21	21	27	24	31	34	40	32	36	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	2	2	3	1	2	1	1	2	2	2	3	2	3	2	2	2	1	1	2
59000	-216.871363936547823	-223.726851887507195	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732038577598320	0	1	3	2	2	5	4	8	6	8	7	8	9	8	10	11	10	12	12	12	13	13	13	14	12	15	16	14	18	15	17	15	16	17	19	19	18	20	19	20	21	0	1	2	1	1	3	5	11	0	11	7	9	14	9	12	10	0	14	14	10	16	19	19	20	10	16	8	20	24	21	27	23	25	21	27	24	31	33	32	32	27	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	1	1	1	2	2	5	1	2	1	1	1	2	2	1	2	1	1	2	2	3
59500	-185.564252964584369	-192.419740915543741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776365021334800	0	4	2	3	3	6	4	7	5	6	8	8	9	10	10	11	10	12	13	12	15	14	14	15	13	14	15	15	17	15	17	18	16	17	18	18	19	19	21	20	22	0	3	1	1	1	2	5	10	0	7	8	9	9	9	12	11	0	14	18	16	16	19	19	26	16	20	25	16	24	25	21	23	30	27	30	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2
60000	-217.158694268789617	-224.014182219748989	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.796643790909563	1	4	3	2	2	6	4	6	5	8	7	8	8	8	10	8	10	12	12	12	14	12	14	14	13	16	13	15	17	15	17	16	17	16	19	19	18	18	22	19	22	0	5	1	1	1	2	5	7	0	8	8	9	9	9	9	11	0	14	14	16	27	14	18	20	10	20	10	20	24	21	25	22	34	21	34	29	34	33	23	23	36	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	2	1	1	2	2	2	2	2	1	2	2	1	2	2	1	1	1	3	2	2
60500	-227.098767759797425	-233.954255710756797	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645938811934073	1	2	3	3	4	6	5	6	5	8	7	9	9	9	8	11	10	9	12	12	13	14	13	14	14	14	17	15	17	13	16	18	18	16	19	17	17	20	22	20	21	0	1	2	2	3	3	5	7	0	8	8	9	9	9	9	10	0	9	14	10	11	19	18	16	30	16	21	20	20	16	25	22	25	25	27	24	31	33	32	23	36	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	1	2	2	2	3	1	2	2	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	3	2
61000	-210.168943227930129	-217.024431178889500	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611194302087851	0	3	2	3	3	7	4	8	5	8	7	9	9	8	8	11	10	11	13	11	13	13	13	15	13	15	16	15	17	14	16	17	17	17	18	19	18	20	21	19	21	0	3	1	1	1	2	5	5	0	7	7	15	9	9	9	10	0	14	18	11	11	18	18	20	10	21	25	20	24	25	25	23	30	27	34	29	31	33	40	23	36	1	1	1	1	2	1	1	3	1	2	2	1	1	1	1	2	1	1	1	2	3	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	3	1
61500	-206.900560753249778	-213.756048704209149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660127029740268	0	2	1	3	3	5	4	6	7	7	7	8	9	9	9	11	11	12	12	13	14	13	12	15	13	15	17	15	18	16	15	17	18	16	18	18	19	19	22	19	21	0	1	1	3	1	3	5	7	0	8	7	9	9	9	12	10	0	14	14	16	25	19	14	20	16	16	21	16	24	25	25	23	34	21	27	24	31	33	40	23	24	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	2	1	2	2	1	3	1	2	1	2	2	1	2	3	3
62000	-219.077338455569588	-225.932826406528960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545940259506056	1	3	2	3	2	6	4	7	5	7	8	6	9	9	10	12	11	11	13	11	14	13	13	14	12	16	15	16	18	15	15	17	18	17	18	17	18	19	21	19	20	0	1	1	3	1	2	5	7	0	7	7	9	9	9	12	11	0	14	18	8	25	18	18	16	8	20	11	24	36	16	25	23	34	21	27	24	21	33	19	32	29	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1	2	1	1	1	1	3	2	2	1	1	2	2	2	1	2	2	1	2	1	3	1	2
62500	-212.893859414037877	-219.749347364997249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717791379989126	0	1	3	2	3	7	3	5	7	8	4	8	9	9	9	10	11	11	12	12	14	14	14	15	13	14	16	16	16	13	15	17	17	17	18	18	18	20	21	20	21	0	1	1	2	1	1	1	7	0	11	7	9	9	9	12	10	0	14	14	16	30	18	19	20	16	20	21	20	20	16	25	23	25	27	30	29	31	33	32	32	36	1	1	2	1	2	3	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	2	1	2
63000	-233.033067956781764	-239.888555907741136	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562861803178000	-1	1	3	2	2	6	4	8	5	7	8	8	10	9	9	11	11	11	12	12	12	14	14	13	13	15	16	15	17	15	16	16	17	15	20	18	19	19	21	19	21	0	1	1	2	2	1	5	10	0	7	7	9	9	12	12	11	0	14	18	16	11	14	14	8	21	24	10	16	16	25	30	14	30	21	21	24	31	33	40	23	36	1	1	2	1	1	3	2	1	1	2	2	2	3	1	1	2	1	1	1	1	2	2	2	2	1	1	4	2	4	1	1	2	1	1	4	3	2	2	1	2	2
63500	-211.418311080926088	-218.273799031885460	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742593323621669	-1	1	1	2	3	6	5	6	5	8	7	8	9	9	10	10	10	12	12	12	15	14	12	14	13	15	16	16	17	15	17	18	16	17	19	18	19	19	21	20	21	0	1	1	1	3	2	5	7	0	8	8	9	9	9	12	8	0	13	14	10	25	18	14	20	16	6	25	20	26	25	21	18	30	21	30	29	31	33	32	32	36	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	1	2	1	1	3	2	2	1	1	1	2	1	1	2	1	2	2	2	1	2
64000	-185.853083207521877	-192.708571158481249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685242993952367	0	4	2	2	3	5	4	8	6	6	8	8	9	9	10	11	10	11	12	12	14	13	14	14	13	16	15	15	17	15	16	17	17	18	18	18	18	19	21	19	22	0	3	1	1	1	3	5	10	0	7	10	9	9	9	12	8	0	14	18	8	16	19	19	20	16	24	21	20	24	16	25	23	21	21	30	29	31	33	40	32	36	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2
64500	-246.691163150792789	-253.546651101752161	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490791364895609	0	4	3	2	3	6	5	7	6	8	5	8	9	8	10	10	10	12	13	12	14	14	14	13	14	15	15	16	18	15	16	17	18	17	19	18	16	20	21	20	20	0	1	1	1	1	1	5	11	0	11	5	9	9	9	12	11	0	14	14	10	16	18	14	20	16	16	16	26	24	25	27	22	31	30	27	24	25	21	19	19	36	1	2	1	1	1	3	2	2	1	2	1	2	2	1	2	2	1	2	3	2	2	1	2	1	2	3	2	1	3	1	1	2	1	2	1	2	1	2	4	5	2
65000	-194.223891797546514	-201.079379748505886	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790338264248068	0	4	1	3	3	6	5	8	7	7	8	8	10	9	9	11	11	12	11	12	14	13	14	13	13	15	16	15	16	14	14	18	16	17	19	18	18	18	20	20	21	0	3	1	3	3	2	5	10	0	7	10	9	9	9	12	11	0	14	14	8	25	14	19	16	16	20	21	24	20	25	25	22	25	21	34	29	31	33	32	32	29	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	3
65500	-211.134982314363782	-217.990470265323154	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730994953845113	0	3	4	3	3	6	4	7	7	7	8	8	9	9	9	10	11	11	11	13	13	14	14	14	13	16	16	16	16	14	16	17	16	17	19	18	18	18	21	17	21	0	1	1	1	1	2	5	7	0	7	8	9	9	9	12	11	0	14	14	11	16	18	14	20	16	24	21	20	20	25	30	23	30	21	30	29	25	33	40	23	20	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	3	1	1	1	2	2	1	1	1	2	1	2	3	1	3	1	2	1	3
66000	-199.267200255358716	-206.122688206318088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681045793264944	1	3	3	3	3	5	4	8	6	7	7	7	9	9	9	11	11	11	12	12	15	13	13	14	13	15	17	15	17	15	15	17	18	17	18	19	18	19	21	19	21	0	1	1	1	1	2	5	11	0	7	7	9	9	12	12	7	0	14	14	7	16	18	18	16	16	16	30	20	24	25	16	23	34	21	25	26	31	31	32	32	36	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	3	1	1	2	4	2	1	1	1	1	2	1	2	1	2	2	2	1	1	2	2	2	2	2	1	1
66500	-219.277827561989000	-226.133315512948371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632670650181554	1	3	3	2	4	6	5	8	5	6	8	8	9	9	7	9	10	10	12	12	14	12	13	14	13	15	17	16	17	15	17	17	16	18	19	18	16	20	22	20	22	0	1	1	1	1	3	5	10	0	7	10	15	9	9	9	7	0	12	14	8	25	18	18	20	8	24	16	24	20	25	37	23	25	30	27	24	30	33	40	23	29	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	2	2	3	1	1	2	2	2	1	3	1	3	1	1	2	1	2	1	2	1	2	1	3	2
67000	-242.272097178696868	-249.127585129656239	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650100580608009	-1	3	2	2	3	6	5	8	5	7	6	9	10	8	6	11	8	11	12	13	13	13	13	12	11	16	17	15	16	15	15	17	17	17	20	18	16	19	21	19	21	0	3	1	1	1	2	5	11	0	11	7	15	9	9	9	10	0	14	14	8	11	14	14	10	8	20	31	24	20	25	25	23	21	31	25	29	25	21	40	22	36	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	2	2	2	3	3	2	3	2	1	1	1	1	2	2	2	2	1	4	1	3	3	1	3	2
67500	-229.917857334007124	-236.773345284966496	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482728559282365	0	4	3	2	3	6	4	7	6	5	7	8	9	9	7	11	10	11	12	11	13	13	13	13	13	14	17	15	17	14	17	17	16	17	19	19	17	20	22	20	20	0	1	1	1	1	3	5	10	0	2	10	15	9	9	9	7	0	14	14	11	8	18	18	20	10	20	21	16	26	16	30	23	25	25	21	29	25	33	32	23	29	1	3	2	1	2	1	1	1	1	1	1	1	2	2	1	4	1	1	2	2	2	2	1	1	3	1	2	2	1	2	2	2	1	3	3	2	2	2	3	4	2
68000	-216.743113473475631	-223.598601424435003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637716353165530	1	3	3	2	2	6	3	5	5	7	7	8	9	10	7	11	11	11	11	12	14	14	13	14	13	14	16	14	17	14	17	17	18	17	19	18	19	20	22	20	22	0	1	1	1	1	2	5	7	0	8	8	9	9	13	9	5	0	14	14	16	16	14	14	20	8	20	30	16	24	16	25	23	21	27	21	24	31	33	23	23	29	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	4	1	1	1	1	2	2	2	1	3	1	1	2	2	2	2	3	1	1	2	2	1	1	4	4	3
68500	-199.159985934827148	-206.015473885786520	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719208622264059	0	2	2	3	2	7	4	7	6	5	7	8	10	7	10	11	9	10	13	12	13	13	13	14	14	15	17	16	16	15	16	16	17	17	19	18	18	20	21	20	21	0	1	1	2	1	2	5	10	0	7	10	9	9	9	12	11	0	14	18	11	16	18	14	20	21	20	21	20	20	21	30	19	30	21	34	29	31	33	40	32	36	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	1	1	2	2	2	2	2	1	1	1	2	1	1	1	2	1	2	2
69000	-214.959006591421655	-221.814494542381027	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662396942662997	1	3	2	3	3	5	4	7	5	8	6	8	9	10	10	10	10	12	12	13	15	13	12	15	12	15	15	16	17	16	16	16	18	17	20	18	18	20	21	19	21	0	1	1	1	3	4	5	7	0	7	7	9	12	9	12	10	0	14	14	8	10	14	14	20	10	20	16	24	24	21	25	23	30	25	34	29	34	30	40	23	36	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	3	3	1	1	1	2	1	2	1	1	1	2	2	1	2	2	1	1	2	1	2	2
69500	-199.841689586978248	-206.697177537937620	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654417368425725	0	2	4	2	2	6	4	7	6	7	8	8	9	9	10	10	9	12	10	12	14	14	13	13	13	14	16	14	17	15	16	17	16	17	18	18	17	19	21	19	21	0	1	4	1	1	2	5	7	0	7	10	9	9	9	12	11	0	19	14	11	25	18	19	20	16	20	21	20	24	25	30	18	25	27	33	29	31	30	40	32	36	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2
70000	-216.532402632737757	-223.387890583697128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661852213182049	0	2	2	2	4	6	5	8	5	7	6	8	9	9	9	11	10	11	12	12	12	14	13	14	13	15	15	15	17	15	16	17	17	18	17	18	19	18	20	21	21	0	1	1	1	2	3	5	11	0	11	7	9	9	12	12	10	0	14	14	8	7	18	19	16	21	24	21	20	20	25	25	23	16	27	21	29	35	33	32	32	36	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	2	3	4	1	1	1	1	1	2	2	2	1	2	2	3	1	2	1	1	1	2	2	2
70500	-198.130320695893772	-204.985808646853144	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782381595921747	0	2	2	2	3	6	4	7	7	7	6	8	10	9	9	11	10	12	12	12	15	13	13	15	13	13	16	15	17	16	15	17	17	17	19	16	18	19	22	20	21	0	1	1	1	1	2	5	11	0	11	7	9	15	9	12	11	0	14	14	11	25	18	14	20	8	16	21	16	36	25	25	23	25	21	30	24	31	34	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	2
71000	-188.547551034033489	-195.403038984992861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761944728235017	1	2	3	3	3	7	4	7	6	7	6	8	9	9	9	11	10	11	11	11	15	12	13	13	13	16	17	16	15	15	16	17	17	17	19	17	18	19	20	21	22	0	1	1	1	2	1	5	11	0	11	7	9	9	9	12	8	0	14	14	8	25	14	19	8	16	29	21	20	24	25	25	23	21	21	30	29	31	33	32	32	36	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	3
71500	-225.922686254473632	-232.778174205433004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594667606387259	1	2	3	2	3	6	5	7	6	8	8	7	9	9	10	10	9	12	12	12	13	13	13	14	13	15	16	16	17	16	17	18	17	18	19	18	15	18	21	20	20	0	1	1	1	1	2	5	7	0	7	8	9	9	9	12	10	0	14	14	10	16	18	14	16	7	24	21	24	24	25	25	23	25	25	21	24	21	21	32	32	29	1	1	1	1	1	3	1	1	1	2	1	1	2	1	2	2	1	1	2	3	2	1	2	2	3	1	2	1	2	2	2	3	2	3	2	2	1	2	1	1	2
72000	-223.738921838563328	-230.594409789522700	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609917007237368	1	4	3	2	3	7	4	6	6	7	8	8	9	9	10	10	9	12	11	12	14	13	13	14	11	15	15	15	18	13	16	17	16	18	19	19	19	19	20	20	21	0	1	1	1	1	2	5	7	0	8	10	9	9	9	12	11	0	19	14	7	16	18	18	11	8	16	25	20	24	25	25	23	21	27	21	29	31	33	18	32	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	4	2	1	1	2	2	3	2	2	2	1	2	2	2	1	4	1	2	2	5	1	2
72500	-210.150648719413169	-217.006136670372541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756229213275067	0	2	2	2	3	5	5	7	7	8	8	8	9	8	10	11	10	10	12	12	14	13	13	14	12	15	16	14	17	15	15	17	17	18	20	19	16	19	21	21	18	0	1	1	1	1	2	5	7	0	7	8	9	9	9	12	11	0	14	14	10	25	19	14	20	11	20	25	16	24	16	21	23	16	21	27	41	31	33	32	32	29	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	2	1	2	2	1	2	1	2	1	2	3	2	2	1	1	1	2	2	1
73000	-210.693256005397330	-217.548743956356702	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732443432478208	1	4	2	2	3	6	5	7	5	8	8	8	10	8	8	10	11	11	11	12	14	13	14	14	14	15	17	16	16	15	16	17	18	18	19	19	19	20	20	19	21	0	3	1	1	1	2	5	7	0	8	8	9	15	9	9	10	0	14	12	16	10	14	19	20	16	20	21	24	24	21	21	23	21	27	27	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	3	2	2	1	2	2	2	1	2	1	2	1	2	1	1	2	1	1	2	1	2
73500	-228.112390268822480	-234.967878219781852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506389963704065	0	3	4	3	2	7	4	7	5	8	6	8	9	9	8	11	8	11	13	12	14	12	14	13	14	15	13	15	17	14	16	18	17	17	18	18	18	19	21	21	22	0	1	1	1	1	2	5	11	0	11	7	9	15	12	9	10	0	14	14	10	27	14	14	16	16	20	16	20	26	10	25	23	31	27	27	20	31	33	32	32	29	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	3	1	1	2	1	2	1	2	2	2	1	2	4	4	1	2	1	1	2
74000	-215.439020858900847	-222.294508809860218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741737056479252	0	3	4	2	3	6	4	8	6	7	6	8	8	10	9	11	11	12	13	12	14	13	14	13	12	15	16	16	16	15	16	17	18	18	20	18	18	20	21	18	20	0	1	1	1	1	3	5	11	0	11	7	9	9	9	12	10	0	14	18	10	25	14	19	16	7	20	21	20	20	25	30	19	27	21	34	29	30	33	23	32	36	1	2	2	1	3	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	2	4	1	1	2	1	2	1	2	1	2	1	1	3	1	3	1	2
74500	-229.737796357205696	-236.593284308165067	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576990825122137	0	2	4	2	2	5	4	7	6	7	8	8	9	9	9	11	10	12	11	10	13	14	13	14	13	16	16	15	16	15	16	18	16	17	19	18	15	19	22	20	21	0	1	2	1	1	2	5	7	0	7	10	9	9	9	9	7	0	14	15	10	10	14	19	10	8	20	25	20	24	24	25	23	25	30	30	24	25	33	40	19	36	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	3	1	2	1	2	3	2	1	2	2	2	2	2	1	1	2	2	2	1	2	1	1	2	2	4	1
75000	-214.211014644511891	-221.066502595471263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.743208987517536	0	2	4	1	3	5	4	8	6	6	7	8	8	9	7	11	9	11	13	12	14	13	14	15	12	16	16	15	17	16	17	18	16	16	20	19	18	19	20	20	21	0	1	1	1	2	3	5	11	0	7	10	15	9	9	9	11	0	14	14	11	25	18	19	16	16	20	21	20	16	25	16	23	16	21	31	26	31	21	23	32	36	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2	1	2	3	2	2	2	3	1	1	1	1	3	2	1	1
75500	-205.811965033636653	-212.667452984596025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622437254319075	0	3	2	2	2	7	4	8	6	8	8	9	9	9	8	11	10	12	11	12	13	13	13	14	12	15	17	15	17	15	16	17	17	17	19	18	19	19	21	19	20	0	3	1	1	1	4	5	7	0	7	7	9	15	9	9	11	0	19	14	11	25	19	14	20	11	20	21	20	24	21	21	23	25	21	27	29	27	27	40	32	26	1	1	1	1	1	3	1	2	1	2	2	2	1	2	1	2	1	1	1	3	1	1	2	1	1	1	2	1	2	1	1	2	2	2	1	1	2	1	1	1	2
76000	-197.079325550051578	-203.934813501010950	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.854106448989271	1	3	4	3	2	5	4	8	6	6	8	7	10	9	9	11	8	12	11	13	14	14	13	15	13	15	16	16	17	15	16	17	17	18	19	18	19	19	20	20	22	0	1	2	1	1	2	2	10	0	7	10	9	9	9	12	8	0	19	14	16	8	18	14	20	16	20	16	24	26	25	21	23	21	31	27	29	21	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	2
76500	-199.359991798933322	-206.215479749892694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659919247418701	1	3	3	3	2	6	3	6	7	7	8	8	8	9	10	10	10	11	12	13	14	13	13	14	13	15	16	16	17	15	16	16	17	17	19	19	19	20	21	20	21	0	1	1	1	1	1	5	7	0	8	10	9	9	9	12	10	0	14	14	16	10	14	14	8	16	20	30	24	20	25	21	18	30	27	25	29	31	33	32	23	29	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	2	4	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	4	2
77000	-233.095374042511878	-239.950861993471250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642904635888273	0	3	2	2	3	5	4	8	6	8	6	8	9	9	10	10	11	11	10	11	13	14	13	15	13	15	16	14	17	15	15	18	16	17	20	19	19	19	22	20	21	0	3	1	1	1	2	5	11	0	11	7	9	9	9	12	8	0	14	14	10	8	18	14	20	16	20	21	16	24	25	25	23	21	27	27	26	31	8	32	14	36	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	3	2	1	3	1	1	1	1	2	2	1	1	3	2	2	5	2	6	1
77500	-194.799048888375296	-201.654536839334668	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701461912092796	1	2	2	3	3	6	5	8	6	7	6	8	9	9	10	11	9	12	11	11	14	13	13	14	13	16	16	15	17	15	17	18	17	17	19	18	18	20	22	20	22	0	1	1	1	3	3	5	10	0	11	7	9	9	9	12	10	0	19	14	7	25	18	19	20	8	20	21	20	24	21	30	23	30	21	30	29	27	34	40	32	36	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	3	2	2	2	1	1	2	1	2	2	1	1	2	1	1	2
