step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35
69500	-267.253512387867374	-265.234977557465356	-2.018534830402000	0.000338938587757	0.000046047792742	0.135858808661253	0.522972573796824	6	12	13	13	14	18	17	16	18	16	17	19	18	18	18	21	20	20	23	22	21	25	23	21	22	23	23	25	25	26	26	27	27	28	28	0	1	0	1	4	2	5	5	5	3	8	4	8	7	8	11	8	5	18	9	6	14	7	11	14	17	21	15	24	22	29	29	16	27	25	1	3	1	3	1	2	2	1	2	1	1	2	1	1	1	2	3	4	2	1	2	3	3	2	3	1	1	2	2	1	1	1	3	2	5
70000	-239.628427404800988	-237.908644857883218	-1.719782546917762	0.000165999628441	0.000032798166738	0.197579759943720	0.584770265506372	5	11	13	13	14	17	18	16	15	14	19	17	16	17	18	19	20	19	23	21	22	23	22	21	23	24	23	25	24	25	24	28	27	27	29	0	1	0	2	2	2	6	5	2	3	5	2	2	9	8	12	15	2	8	12	18	23	9	12	11	24	20	22	11	6	20	34	12	28	26	1	2	1	1	2	2	1	1	2	1	2	3	2	1	1	1	2	3	3	2	1	1	3	2	2	1	1	1	2	5	2	1	4	1	3
70500	-236.037127705040859	-234.325421973349535	-1.711705731691323	0.000141031706952	0.000028200938494	0.199961690201389	0.434049602933173	4	12	13	13	15	18	17	16	16	16	19	18	17	18	18	19	19	20	22	20	22	24	22	21	24	23	24	23	25	24	25	26	28	29	29	0	1	0	2	4	2	2	2	2	3	7	2	2	9	8	2	15	7	8	7	2	28	15	4	19	18	20	17	20	12	20	28	30	28	24	1	3	1	1	1	3	2	2	2	1	1	3	4	1	1	2	1	2	4	2	5	1	3	3	1	1	2	2	2	2	3	1	2	4	3
71000	-247.288802996168243	-245.543125411381538	-1.745677584786703	0.000106117076739	0.000020194141585	0.190300583141416	0.497275270799628	5	12	13	12	15	17	18	17	18	15	17	18	16	18	18	21	20	19	23	20	22	24	21	20	23	24	24	25	25	26	25	27	26	28	29	0	1	0	1	2	4	5	4	4	3	5	6	4	8	8	12	15	11	23	7	4	23	8	18	20	18	17	9	20	12	20	22	2	22	26	1	2	1	4	2	2	1	2	3	1	1	1	2	1	1	2	2	2	1	1	5	1	2	1	1	2	3	4	2	4	2	1	6	3	1
71500	-221.637060820546253	-219.761108997678889	-1.875951822867373	0.000095377001065	0.000015280516052	0.160211747921871	0.534340317863963	6	12	12	13	15	18	17	16	17	15	16	19	18	18	19	21	20	20	22	20	21	24	21	22	24	22	25	26	24	25	26	27	28	29	28	0	1	0	2	4	2	2	2	8	3	5	2	2	8	9	6	15	7	15	11	13	8	15	18	20	18	20	19	20	16	27	22	12	32	26	1	3	1	1	1	3	2	2	1	2	1	3	2	1	1	2	1	1	2	2	2	4	1	1	2	1	2	1	2	1	1	1	4	1	3
72000	-233.388822146507863	-231.376168554844298	-2.012653591663566	0.000134703617329	0.000018418619718	0.136734410577431	0.516826545961875	5	12	13	13	14	15	17	16	17	14	18	18	17	19	19	21	19	20	23	22	21	24	21	21	24	23	23	25	24	24	25	26	29	28	29	0	1	0	2	2	2	2	2	2	3	5	6	2	9	8	12	7	11	15	11	2	14	8	18	11	18	23	14	13	16	29	22	12	32	26	1	2	1	1	1	2	3	2	2	1	2	2	2	1	2	2	2	1	2	1	4	3	3	1	4	1	1	4	3	2	1	1	5	1	2
72500	-232.470023558712711	-230.672968774885788	-1.797054783826926	0.000197529419710	0.000035016791827	0.177273804977340	0.639414722998746	4	12	13	12	14	17	18	16	18	15	18	18	17	18	17	20	19	20	23	22	23	24	22	19	23	21	24	25	25	25	26	26	28	27	29	0	1	0	1	4	4	13	4	15	3	5	8	2	15	2	12	6	24	23	11	6	23	8	11	23	18	20	23	23	16	20	28	30	28	11	1	4	1	3	1	2	1	2	1	1	2	1	2	1	2	1	1	1	1	1	3	1	3	1	1	1	1	2	2	2	2	1	2	1	4
73000	-264.877061226603871	-262.749588170990307	-2.127473055613585	0.000213803231484	0.000025912723000	0.121198930530464	0.434586703272242	6	13	14	12	14	17	16	16	15	16	18	19	18	17	18	19	19	20	22	22	21	24	22	19	23	22	24	25	24	25	25	27	28	29	28	0	1	0	1	4	2	5	9	4	3	5	5	5	9	8	6	14	4	15	5	4	9	2	5	24	2	2	9	4	22	18	17	18	22	24	1	3	1	2	1	2	1	1	1	1	1	3	2	1	1	2	1	4	2	3	4	6	4	3	2	4	4	5	6	1	2	3	4	3	4
73500	-263.430231249916858	-261.231857487081868	-2.198373762835002	0.000259022084018	0.000029271100040	0.113006194629984	0.541027992881880	5	12	11	10	14	16	18	15	16	15	17	18	16	18	18	19	20	20	23	22	21	24	23	22	24	24	24	23	25	25	26	27	28	28	27	0	4	0	1	2	2	9	4	4	3	8	13	4	9	2	13	9	5	14	8	15	17	20	6	13	19	13	14	23	16	20	27	25	25	26	1	1	1	2	1	2	1	2	2	2	1	1	3	1	3	1	2	2	3	3	1	1	1	4	4	1	5	2	1	4	2	2	2	2	3
74000	-228.346353463384474	-226.546014964772667	-1.800338498611804	0.000221668213106	0.000039123983919	0.176497944252711	0.646161321434444	6	11	13	12	15	17	17	17	18	15	19	19	17	19	18	19	20	20	21	21	22	24	22	22	22	23	23	26	25	25	25	26	28	27	28	0	1	0	2	4	5	5	5	5	3	7	2	5	9	8	6	5	15	12	12	17	19	12	11	17	24	8	29	20	27	17	17	30	28	26	1	2	1	1	2	1	1	2	2	2	1	4	1	1	1	1	3	1	1	1	1	2	1	2	1	1	4	1	3	1	2	2	2	1	2
74500	-218.206699913736458	-216.182816194743111	-2.023883718993353	0.000175894473758	0.000023758188928	0.135070695631622	0.566466909206503	6	12	13	13	15	16	17	16	18	15	19	18	18	19	18	19	20	19	23	21	21	24	22	21	23	23	25	25	25	25	25	27	28	27	29	0	1	0	2	4	5	2	4	8	3	5	6	2	7	8	6	15	5	17	2	4	20	15	11	21	24	25	22	25	12	25	28	30	20	18	1	2	1	1	1	1	2	1	1	1	3	1	2	1	1	2	1	2	1	4	3	2	3	1	1	1	1	1	2	2	1	1	2	3	4
75000	-237.428912970034361	-235.536307571555398	-1.892605398478967	0.000148009739313	0.000023235310237	0.156985008855187	0.675141042520902	6	13	11	12	13	16	16	16	16	13	19	17	18	18	18	20	20	20	23	22	21	24	22	21	24	23	24	24	24	25	23	27	28	29	29	0	4	0	1	4	4	2	4	5	3	8	6	4	4	9	12	8	13	15	17	7	17	8	11	20	18	8	23	11	16	20	28	29	32	26	1	1	1	2	1	2	2	2	1	1	2	1	3	3	1	2	3	1	2	1	2	2	2	1	2	2	3	1	3	2	1	1	2	1	2
75500	-266.702768776358255	-264.032461356674389	-2.670307419683878	0.000256971343556	0.000019366950529	0.075366187764675	0.488925841200288	6	12	13	11	13	18	17	15	17	16	18	18	15	19	18	21	20	21	23	20	22	24	22	22	23	23	23	26	25	25	25	26	28	28	28	0	1	0	1	4	4	5	5	8	3	2	8	4	8	9	14	15	20	6	11	20	24	6	5	16	6	20	22	9	6	27	23	23	28	24	1	2	1	3	1	3	1	1	2	1	2	2	2	2	1	1	1	1	3	2	1	2	2	3	2	1	1	1	3	2	1	2	3	1	3
76000	-258.825616382569251	-256.629768555723331	-2.195847826845916	0.000333640906551	0.000037795651618	0.113282426933375	0.514975303225515	6	9	13	13	11	16	18	17	17	14	17	19	15	18	18	20	19	21	23	21	22	23	19	20	23	23	24	25	25	25	25	28	29	29	29	0	1	0	5	2	4	13	13	13	3	13	6	5	11	8	2	9	7	15	4	16	7	14	11	24	5	22	25	22	25	25	22	30	28	18	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	3	1	1	4	5	1	2	1	1	1	5	1	1	2	1	1	3	2	2	4
76500	-233.817270948090936	-231.323271705795520	-2.493999242295421	0.000275290759544	0.000023891773374	0.086787414927716	0.702135185738022	6	11	13	13	14	15	17	17	18	15	19	18	17	19	18	19	20	21	23	21	23	24	22	22	23	23	23	24	25	25	24	26	27	28	27	0	1	0	2	4	2	4	4	13	3	5	2	2	7	7	13	9	11	17	8	20	15	20	18	20	5	20	23	25	26	13	17	30	28	18	1	3	1	1	1	2	2	2	1	1	2	2	3	1	1	1	1	1	1	2	1	2	1	1	1	4	1	1	1	1	3	3	1	1	2
77000	-243.938631335639201	-241.064518035867565	-2.874113299771631	0.000193748389388	0.000012546391288	0.064756106247258	0.436670861000218	5	12	12	13	15	17	15	15	18	15	18	18	16	19	19	20	19	18	22	21	21	24	22	20	24	24	24	25	24	22	25	27	28	28	28	0	1	0	1	4	4	4	4	8	3	7	6	4	8	9	4	11	5	14	16	11	8	8	18	11	18	5	14	20	12	16	28	22	22	27	1	4	1	3	2	1	2	1	2	2	2	1	2	2	1	3	1	1	2	1	2	4	4	1	3	2	5	3	2	2	3	1	2	2	2
77500	-255.773020772844575	-252.715145276529199	-3.057875496315375	0.000298728471874	0.000017016000235	0.056961427641532	0.540186616015594	6	12	12	12	15	17	16	16	18	16	19	18	18	18	18	21	20	21	21	21	21	24	21	21	24	24	24	24	24	25	23	27	27	29	29	0	1	0	1	2	4	5	2	7	3	7	4	4	8	8	8	15	11	17	13	6	9	15	11	23	24	13	23	16	27	20	15	30	14	18	1	3	1	2	1	2	1	2	1	3	1	3	3	1	1	3	1	2	1	1	3	4	1	1	1	2	2	2	2	1	1	3	1	5	3
78000	-256.216162348937132	-254.087273858465949	-2.128888490471211	0.000229521248858	0.000027778029013	0.121025957949537	0.470994118594645	5	12	12	13	15	18	17	16	17	15	19	19	18	19	18	19	20	20	23	22	22	24	22	20	24	23	22	26	25	24	24	28	29	27	28	0	1	0	2	4	5	4	5	4	3	2	5	5	5	5	9	15	9	17	5	11	23	17	7	5	18	9	17	14	20	21	29	16	28	26	1	4	1	1	2	2	3	1	3	2	5	2	2	1	1	1	1	1	2	4	1	1	1	1	4	2	2	3	3	1	2	2	5	1	3
78500	-239.992263170793478	-237.747543760219628	-2.244719410573857	0.000170337449681	0.000018417667252	0.108124592019284	0.369123900969685	6	13	13	12	14	16	17	16	17	16	18	17	17	18	19	20	18	21	21	19	22	24	22	20	22	23	24	25	26	24	26	27	25	29	28	0	1	0	1	4	2	5	2	2	3	4	2	4	8	17	6	8	7	9	2	4	17	17	11	11	18	21	15	23	6	25	19	12	23	26	1	3	1	3	1	2	1	2	2	2	3	2	2	1	1	2	1	2	2	2	4	3	3	1	2	1	1	2	2	5	2	3	5	4	2
79000	-230.003921682532194	-227.969267435116592	-2.034654247415602	0.000127988912861	0.000017087421214	0.133507042383086	0.549373647979582	6	12	13	11	14	17	16	16	18	16	18	18	17	18	18	20	20	20	21	22	22	23	21	21	23	23	24	24	26	24	25	28	28	29	27	0	1	0	1	2	2	5	2	8	3	5	4	2	8	8	12	15	11	15	13	2	19	17	18	11	24	20	9	20	12	25	22	16	32	26	1	3	1	3	1	3	1	2	1	2	2	3	3	1	1	2	1	2	1	3	3	1	1	1	3	1	1	3	2	3	1	2	4	1	2
79500	-253.216264768108459	-251.169642224007475	-2.046622544100992	0.000163811931287	0.000021591238230	0.131805040453976	0.555827907530350	6	12	14	13	14	16	16	16	16	15	19	18	18	18	17	20	20	20	23	22	21	24	22	21	23	24	24	24	25	25	25	28	28	27	29	0	1	0	2	2	2	2	2	5	3	5	6	7	15	8	2	8	7	14	8	2	20	2	18	7	18	2	14	23	16	20	25	12	27	27	1	3	1	1	1	2	2	2	2	1	2	2	1	1	1	3	2	2	1	3	3	1	6	1	4	2	7	4	1	3	2	3	6	1	2
80000	-250.284312958452006	-248.318587895885940	-1.965725062566075	0.000199119245393	0.000028689336109	0.144081181367005	0.530075631014160	6	13	12	12	14	17	17	17	18	16	19	16	17	19	16	20	19	21	23	21	23	22	21	21	24	24	23	23	25	25	25	27	28	28	30	0	4	0	1	2	4	12	2	7	3	5	4	15	8	4	6	9	5	14	8	20	9	17	7	27	18	18	17	18	12	20	17	12	28	18	1	1	1	3	1	2	1	2	1	2	2	3	1	1	2	2	1	3	3	2	1	1	1	2	1	1	1	2	1	5	2	4	7	2	5
80500	-238.847444140592359	-236.776009864777393	-2.071434275814979	0.000164974698373	0.000021181192829	0.128390553445595	0.409430716336883	5	12	12	13	14	17	17	17	15	15	19	17	16	18	18	19	19	20	22	21	22	23	22	21	23	23	24	25	25	25	25	27	29	29	30	0	1	0	2	2	2	2	9	2	3	13	2	2	9	9	6	15	2	9	13	11	8	18	2	20	18	20	19	20	12	25	28	16	32	24	1	4	1	1	1	2	3	1	1	2	2	2	2	2	1	1	1	5	3	3	1	3	1	3	1	1	2	2	2	4	1	1	4	2	4
81000	-250.110507583722779	-247.941350277872317	-2.169157305850471	0.000112031920700	0.000013025893946	0.116269486983622	0.452534834886102	6	11	14	12	14	17	17	15	17	16	19	19	17	19	19	21	17	20	21	22	23	24	22	22	23	24	24	23	26	25	25	27	27	29	29	0	1	0	2	4	2	8	2	2	3	2	2	2	8	8	12	8	11	8	2	2	15	14	11	11	18	13	23	21	21	20	22	6	28	26	1	2	1	1	1	3	1	3	3	1	5	4	3	2	2	1	1	1	3	4	8	2	3	2	2	2	3	1	2	1	2	2	6	3	3
81500	-231.133024357379753	-228.704607044045332	-2.428417313334428	0.000165747087455	0.000015202125402	0.091718808672404	0.410457335123021	6	13	12	13	14	17	17	17	15	15	18	19	18	19	17	20	20	21	22	20	22	25	22	22	24	24	24	26	25	25	25	26	29	28	29	0	1	0	1	4	2	2	9	2	3	2	2	2	8	9	4	15	4	17	13	20	17	8	2	20	24	16	14	24	12	20	23	12	22	26	1	3	1	3	1	1	2	1	1	2	2	2	3	1	1	3	1	4	1	1	1	3	3	4	3	1	2	3	1	2	2	2	5	1	3
82000	-247.032735591421726	-245.379651118697836	-1.653084472723876	0.000186845741910	0.000040940588956	0.219114380332708	0.644870298688616	6	12	14	12	15	17	15	16	18	15	19	18	18	17	19	20	18	21	23	21	21	25	23	20	23	23	25	26	25	25	25	27	29	28	29	0	1	0	1	2	4	2	7	8	3	5	4	2	7	17	12	8	11	15	7	7	25	14	11	20	11	20	22	23	16	8	28	23	19	26	1	2	1	3	1	3	2	1	2	1	2	2	3	1	1	1	1	1	2	2	3	1	3	1	2	1	2	1	1	1	5	1	3	2	4
82500	-224.269129495094575	-222.113168423319877	-2.155961071774704	0.000153950432735	0.000018134438262	0.117794006417948	0.685164413090683	5	13	14	12	14	16	17	14	17	16	18	19	17	19	18	20	19	20	22	20	21	24	22	21	23	23	23	25	25	24	24	27	28	28	29	0	4	0	1	2	2	2	4	2	3	13	4	4	11	9	6	9	11	15	9	9	23	17	18	9	18	21	22	27	16	25	22	30	32	26	1	1	1	4	1	2	1	1	2	1	1	2	3	1	1	2	1	2	2	1	2	1	1	1	3	2	1	1	1	2	1	1	1	1	4
83000	-261.842541738539808	-259.150486014131957	-2.692055724407825	0.000212112167583	0.000015720872873	0.074115846594193	0.441713612163588	5	13	13	13	15	18	16	16	17	14	17	18	16	17	18	21	19	20	20	22	22	24	22	21	23	23	25	25	25	25	25	26	27	27	29	0	1	0	1	4	2	5	2	5	3	5	5	2	8	9	12	15	6	15	19	4	17	9	5	6	18	6	23	24	23	21	8	12	8	32	1	4	1	4	1	3	1	2	1	1	1	2	1	1	1	2	1	1	1	1	5	2	3	3	2	2	4	3	2	1	2	6	6	5	2
83500	-232.431947147273917	-229.317638745494463	-3.114308401779448	0.000169899140669	0.000009317063876	0.054838793409169	0.497008626672084	5	13	14	11	15	17	17	16	18	16	19	18	17	18	19	21	18	20	22	21	22	24	23	22	23	24	24	25	25	24	25	27	29	29	28	0	4	0	1	4	4	2	4	8	3	7	2	5	8	17	2	8	7	15	7	20	7	5	18	4	18	20	15	5	12	27	23	12	23	26	1	1	1	2	2	3	3	1	1	1	1	2	1	1	1	4	1	2	2	2	1	3	3	1	4	1	2	3	3	3	1	2	4	4	2
84000	-233.282439708013641	-230.651742345699290	-2.630697362314353	0.000170740233783	0.000013270941397	0.077725917923113	0.518269576426609	5	12	13	11	14	16	16	16	17	15	18	17	17	19	18	20	20	20	22	21	23	24	21	21	24	23	24	25	25	26	26	27	28	29	28	0	1	0	1	2	2	2	2	6	3	2	7	8	9	8	12	15	7	11	7	4	19	15	11	20	11	2	17	11	27	25	28	30	22	21	1	4	1	2	1	3	2	2	1	1	3	1	1	1	1	2	1	2	2	2	8	1	1	1	2	2	7	2	3	1	1	1	1	2	2
84500	-226.879256342215029	-224.694440627557015	-2.184815714658009	0.000142416520918	0.000016306948348	0.114501802477929	0.534473300919323	5	13	12	12	14	17	17	16	15	15	17	19	17	19	18	20	19	19	22	21	22	24	23	21	23	24	24	24	25	24	24	25	29	28	29	0	1	0	1	4	2	2	4	4	3	5	6	2	8	8	12	15	11	8	2	4	15	8	18	11	18	25	23	11	16	21	28	30	28	26	1	3	1	3	1	2	2	2	2	2	2	1	2	1	1	1	1	1	4	4	4	3	5	1	3	2	1	1	4	2	2	1	4	2	2
85000	-241.534600654739393	-239.335497292581323	-2.199103362158073	0.000102793462787	0.000011608117250	0.112926609679010	0.525389507073134	6	13	13	12	14	17	17	16	14	14	19	18	17	19	18	20	18	20	21	18	21	24	23	21	22	23	25	26	26	24	25	27	28	29	29	0	1	0	1	2	4	8	9	4	3	5	2	2	9	8	12	8	2	17	5	13	15	15	18	8	18	25	15	20	12	25	28	30	32	26	1	3	1	2	1	3	1	2	2	1	2	2	2	3	1	2	1	2	1	2	2	3	2	1	2	2	2	4	4	2	2	1	2	1	3
85500	-241.801621981055462	-239.927653482959983	-1.873968498095484	0.000205369102184	0.000032983083244	0.160603921881999	0.412049742584812	5	13	13	12	15	16	17	15	18	15	17	18	17	18	19	20	19	20	22	21	21	24	22	21	23	22	24	26	25	25	26	27	29	28	29	0	4	0	1	2	4	5	4	8	3	5	4	2	4	8	11	8	12	8	8	17	19	8	15	21	15	25	22	14	6	17	23	19	28	26	1	1	1	4	1	2	1	1	2	1	1	3	2	3	3	1	2	1	3	3	1	1	4	1	1	2	1	1	3	5	3	2	3	1	3
86000	-232.872418421068687	-230.080875394336715	-2.791543026731983	0.000215991838625	0.000014854062343	0.068771405611745	0.668127776663492	5	12	13	12	14	16	18	16	17	16	19	18	17	18	19	20	19	21	22	21	20	24	22	21	23	23	24	25	25	24	25	26	27	29	29	0	1	0	1	4	2	5	5	5	3	12	4	4	8	12	6	13	11	8	11	7	17	15	13	20	18	7	23	11	19	25	22	16	15	26	1	3	1	2	1	1	2	1	2	2	1	3	2	1	1	2	1	1	3	1	2	1	1	2	1	1	3	1	3	1	1	1	3	4	3
86500	-227.006629629473309	-224.656444899335071	-2.350184730138234	0.000236274724413	0.000023200282771	0.098191978971964	0.603352796178031	6	13	13	12	14	16	17	16	18	15	18	18	17	16	18	20	20	20	22	20	21	24	22	20	23	23	24	25	26	25	25	25	28	29	29	0	4	0	1	1	5	4	5	2	3	7	7	5	5	14	6	15	11	15	8	7	17	17	11	11	18	20	17	11	12	25	9	29	28	18	1	1	1	2	3	1	3	1	3	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	3	2	2	2	4	4	1	3	1	2	4
87000	-229.027500432342208	-225.870613696218044	-3.156886736124178	0.000171642783023	0.000009150494134	0.053311266412571	0.621628374125840	6	11	14	13	14	17	16	16	17	15	17	17	15	15	17	21	20	20	20	22	23	24	23	22	23	22	24	25	26	25	26	26	27	28	29	0	1	0	2	4	2	4	14	8	3	5	2	2	2	8	11	15	12	14	7	20	17	17	18	20	18	25	17	25	6	25	28	16	32	26	1	3	1	1	1	3	3	1	1	1	2	3	2	2	1	1	2	2	2	3	1	2	1	1	1	1	1	2	2	4	2	1	3	1	3
87500	-247.270418374762755	-245.266737381838681	-2.003680992924086	0.000170446685031	0.000023536792943	0.138088886496352	0.442447558781611	5	11	13	13	15	15	17	15	17	16	17	19	18	17	19	21	20	19	23	21	22	25	22	21	24	21	24	25	25	26	25	27	29	29	29	0	1	0	2	2	2	2	2	6	3	2	2	2	8	11	2	15	11	15	13	11	16	7	18	7	18	13	15	20	12	27	28	6	29	26	1	3	1	1	2	2	4	2	1	1	3	3	3	2	1	5	1	1	2	2	2	2	2	1	3	1	3	2	2	4	1	2	6	2	4
88000	-250.051709596953486	-247.629874638677705	-2.421834958275789	0.000147859737897	0.000013638216218	0.092237524642985	0.436721214570685	5	12	13	13	14	16	17	16	18	15	17	18	16	19	17	19	18	20	22	20	21	24	19	20	24	22	24	25	25	24	25	28	28	29	29	0	1	0	2	4	2	5	4	4	3	5	2	2	11	8	11	15	13	17	13	13	9	15	11	20	24	20	22	4	16	27	29	16	22	29	1	4	1	1	1	2	1	2	2	1	2	3	3	1	1	1	1	2	1	3	2	4	1	2	2	1	2	1	5	2	1	2	4	3	3
88500	-264.386661965061933	-261.922810066211071	-2.463851898850844	0.000177553246314	0.000015802651109	0.089002321481885	0.510508802661068	5	12	11	12	14	17	17	16	18	16	19	17	17	17	18	21	20	20	21	21	22	24	21	20	23	23	22	25	22	25	26	27	29	29	29	0	1	0	1	2	2	5	5	5	3	4	2	2	8	2	13	4	11	14	13	7	27	9	5	15	18	24	23	7	12	29	22	16	22	26	1	3	1	3	1	2	2	1	2	3	3	2	2	1	3	2	4	1	2	2	2	1	1	3	4	2	1	2	3	3	4	2	4	3	3
89000	-234.043113308796507	-231.601209521677760	-2.441903787118741	0.000151658116072	0.000013750843511	0.090670014024649	0.560615050819397	6	12	13	13	15	16	17	14	16	14	16	18	18	17	18	20	19	20	22	22	22	24	22	20	23	24	22	26	25	25	25	26	28	29	29	0	1	0	2	2	2	5	4	8	3	4	6	2	5	8	6	9	5	14	5	13	23	17	2	20	18	13	14	25	16	25	22	12	32	26	1	2	1	1	3	2	1	1	1	1	1	1	2	1	3	2	1	3	2	4	3	1	1	3	1	2	2	4	1	2	1	1	5	1	2
89500	-233.826120388110553	-231.713554751117698	-2.112565636992856	0.000183869564570	0.000022624361098	0.123045709878965	0.549010836147437	5	12	13	12	14	16	17	15	17	15	18	19	17	18	19	21	20	21	22	21	22	24	21	22	23	24	23	25	25	23	25	28	29	28	29	0	1	0	1	2	2	8	4	8	3	5	11	2	9	9	12	15	11	9	11	4	8	15	18	2	18	7	19	6	12	25	28	30	15	21	1	3	1	4	1	2	1	1	1	1	2	1	3	1	1	1	1	2	3	2	6	4	1	1	3	1	3	1	4	1	1	2	2	4	3
90000	-238.750215066021724	-236.833117627616588	-1.917097438405148	0.000207561465635	0.000031641526113	0.152444125485223	0.486015097259353	6	13	12	12	14	15	17	16	17	16	18	18	17	19	18	20	20	21	22	21	23	25	22	22	23	23	25	25	25	26	26	25	28	28	30	0	1	0	1	2	2	2	5	2	3	5	6	2	2	8	6	8	11	8	14	18	8	8	17	7	18	25	9	25	12	25	19	12	32	26	1	2	1	3	1	1	2	1	2	3	2	2	2	4	1	4	2	2	3	2	1	4	3	1	2	1	1	5	1	5	2	1	5	2	3
90500	-238.082636286108482	-236.032454434040659	-2.050181852067813	0.000141809726325	0.000018620455684	0.131305913684433	0.458957190995147	5	12	12	13	14	17	17	16	17	15	18	18	17	16	18	20	20	20	22	20	22	24	22	22	23	23	25	24	26	24	25	27	26	27	30	0	1	0	2	2	2	14	4	2	3	8	6	2	2	14	2	15	11	17	2	13	23	9	2	20	18	20	23	27	6	20	22	30	28	24	1	4	1	1	1	3	1	2	2	2	1	1	3	2	1	3	1	1	1	3	2	1	2	3	2	2	2	2	1	3	3	2	1	1	3
91000	-249.339840995204952	-247.320421944041300	-2.019419051163653	0.000250092212552	0.000033944513029	0.135727988817323	0.520278910409016	5	11	13	12	14	18	17	17	16	15	18	18	18	18	17	21	19	21	22	22	23	24	21	21	24	23	23	24	25	22	25	26	29	28	29	0	1	0	1	2	8	4	5	5	3	7	7	7	2	9	12	15	11	17	7	20	20	14	5	24	16	24	15	23	12	28	24	16	22	18	1	2	1	4	1	1	3	2	1	1	1	1	1	3	1	2	1	1	1	2	1	1	2	3	2	1	1	3	1	2	1	2	2	2	4
91500	-245.431904568709683	-243.568188022791276	-1.863716545918397	0.000167981884033	0.000027323735285	0.162658821471092	0.413020420010690	6	11	12	12	13	18	18	15	16	15	18	18	17	18	19	20	20	21	22	22	22	24	22	20	22	24	24	25	26	24	24	27	29	26	29	0	1	0	1	2	4	2	2	4	3	4	2	2	9	14	13	15	11	7	4	2	17	17	7	13	24	25	11	27	16	4	28	20	22	20	1	2	1	4	1	2	3	2	2	2	3	3	3	1	1	1	1	1	2	5	5	2	1	1	2	3	1	3	1	2	7	1	3	1	5
92000	-257.229393447658992	-254.819661663465240	-2.409731784193739	0.000255676538672	0.000023829882955	0.093203244533745	0.535916611291598	5	13	12	11	15	16	17	16	17	14	18	19	16	18	18	20	19	19	21	22	22	23	22	21	23	23	23	24	25	26	25	26	29	25	28	0	4	0	1	2	2	5	2	8	3	4	11	2	6	8	2	2	2	9	11	16	11	9	13	12	18	11	23	7	20	27	19	29	23	11	1	2	1	2	1	2	1	1	1	1	3	1	3	1	1	4	2	3	2	2	1	3	2	3	2	2	2	1	3	2	1	2	4	3	6
92500	-257.584317150855043	-255.376818742968027	-2.207498407887018	0.000180260197624	0.000020192270942	0.112017357177845	0.390153688720487	5	13	11	12	14	17	16	17	15	14	16	19	18	18	19	20	20	20	23	20	23	24	21	21	22	23	23	25	25	25	25	27	28	27	28	0	1	0	1	4	2	2	9	5	3	5	2	4	11	9	6	15	2	17	13	12	17	17	18	2	18	12	15	12	16	25	28	12	22	27	1	4	1	3	1	2	1	1	1	2	2	3	2	1	2	1	1	3	2	2	2	1	1	1	4	2	3	3	3	3	2	1	4	1	2
93000	-251.425765540628277	-248.589236938795295	-2.836528601832995	0.000183067779723	0.000012181325842	0.066539976942713	0.518325744773722	5	11	13	12	14	18	14	16	17	15	18	17	18	17	18	21	19	20	23	22	20	25	22	22	24	23	24	25	26	24	25	28	29	27	30	0	1	0	2	4	12	4	7	2	3	5	2	2	8	8	6	15	13	17	9	4	15	17	18	9	18	24	19	9	2	7	22	16	28	26	1	4	1	1	1	1	2	1	3	1	2	2	4	1	1	2	1	2	2	2	6	3	1	2	4	2	2	1	3	6	5	2	4	1	3
