step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
19500	-315.392964021182593	-313.970726237225904	-1.422237783956678	0.000064986247007	0.000023893822352	0.367675061296254	0.652327608926790	1	5	11	10	13	13	16	19	26	20	21	31	22	22	28	25	22	29	30	26	29	31	33	36	28	32	34	34	31	34	29	33	40	46	38	41	44	35	45	34	47	55	0	1	2	0	0	4	4	7	5	7	6	20	5	0	5	8	5	8	14	17	11	13	17	9	17	15	20	17	17	21	14	25	12	23	21	32	35	0	30	20	40	36	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	2	2	1	2	1	2	2	1	1	2	2	2	1	1	1	2	2	1	2	1	1	2	1	2	2
20000	-330.979640916174731	-329.376654330019903	-1.602986586154812	0.000082696596709	0.000019742517051	0.238734335352739	0.757877910986257	-4	5	10	10	14	14	14	17	30	17	26	33	26	24	25	24	23	21	25	33	30	32	29	36	32	25	22	38	26	34	28	32	41	50	39	41	42	39	43	49	46	45	0	1	2	0	0	4	4	7	5	7	7	17	26	0	5	8	5	8	14	9	11	13	5	9	15	17	5	17	17	7	19	15	12	36	11	32	35	0	30	33	28	36	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1
20500	-332.938330426417565	-331.566209131648122	-1.372121294769463	0.000072410140202	0.000034192963584	0.472212365407972	0.728052407691075	-1	6	10	11	10	15	15	21	31	20	19	22	17	23	21	29	22	28	27	34	29	29	26	35	30	25	31	39	26	35	34	32	30	41	41	41	42	38	43	44	43	49	0	1	2	0	0	4	4	7	12	7	6	5	5	0	5	8	5	8	14	15	11	17	17	15	5	13	12	27	5	21	14	25	15	25	21	32	30	0	30	28	24	36	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	1	3	1	2	1	3	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	1	1	1
21000	-295.307463944428150	-293.863519210297568	-1.443944734130591	0.000075851743250	0.000025962325720	0.342277245148763	0.823785022439349	0	7	5	8	13	13	16	21	33	21	28	28	28	24	25	28	26	31	27	31	32	33	30	35	34	31	33	36	29	33	35	34	39	48	38	40	40	43	43	43	48	55	0	3	1	0	0	4	4	7	12	7	4	15	15	0	5	8	5	8	14	17	11	13	15	20	17	17	12	27	15	11	19	27	28	25	30	32	35	0	30	24	20	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2
21500	-315.418339497661975	-313.927746236467783	-1.490593261194207	0.000092976506053	0.000028023827542	0.301407621468525	0.667048538180947	-4	1	10	6	12	12	15	20	31	21	16	29	26	24	25	25	26	30	29	30	31	31	32	35	35	30	19	34	27	34	34	33	38	50	35	42	44	41	44	45	39	45	0	1	2	0	0	4	6	7	17	7	6	5	5	0	27	8	27	8	14	27	11	13	13	26	13	13	5	9	27	21	19	12	20	25	21	32	35	0	30	17	24	36	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	3	1	1
22000	-312.109577505747779	-310.695666663761870	-1.413910841985935	0.000063259317469	0.000023985983738	0.379169183251645	0.753531184974195	0	6	10	4	12	10	17	22	26	23	27	29	24	21	28	28	24	27	29	24	29	27	30	36	32	28	23	34	32	32	36	35	38	44	39	41	43	35	44	46	46	56	0	1	2	0	0	4	6	7	5	7	6	9	5	0	5	8	5	8	14	5	11	13	27	28	15	13	5	26	27	21	19	25	12	25	30	32	35	0	30	24	24	36	1	1	1	1	1	2	1	1	2	1	3	1	2	1	3	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	2	1	1	2	1	1	3
22500	-332.613177534575300	-331.193868601020370	-1.419308933554922	0.000067067926799	0.000024921347504	0.371583686776097	0.669696028134602	1	4	11	4	15	11	16	22	28	18	23	31	27	19	28	28	27	30	25	22	29	32	33	33	32	25	20	40	28	35	37	36	35	41	38	40	41	41	41	44	48	54	0	1	2	0	0	4	6	7	5	7	4	15	27	0	5	8	27	8	14	27	11	13	20	17	5	27	5	24	27	21	19	20	20	25	30	32	35	0	30	28	28	36	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	2	2	1	3	3	1	1	1	1	1	1	1	1	2	2
23000	-319.604094951996785	-318.145388996689860	-1.458705955306907	0.000081366698922	0.000026666916917	0.327737480690380	0.697561837082520	-6	-3	7	8	13	16	15	20	28	23	22	20	25	24	28	28	23	26	29	33	30	29	33	34	28	28	28	39	32	33	34	33	37	48	36	44	42	41	39	46	48	55	0	1	2	0	0	4	4	7	5	7	7	5	5	0	12	8	5	8	14	17	11	17	15	15	13	13	12	9	12	21	19	13	5	36	30	25	35	0	21	28	27	32	1	1	2	1	1	1	2	1	3	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	3
23500	-342.036597800157324	-340.539620497801366	-1.496977302355936	0.000072313311734	0.000021461057838	0.296778799417602	0.671521929319336	-6	5	11	6	14	16	10	20	31	24	24	30	20	25	26	28	21	26	27	21	27	27	26	34	33	31	35	37	32	31	33	32	30	45	37	44	39	42	45	50	42	56	0	1	2	0	0	7	4	7	15	7	6	20	5	0	5	8	5	8	14	5	11	20	17	17	15	13	12	17	33	6	19	33	5	32	21	32	35	0	35	24	28	36	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	1	2	2	1	2	1	4	1	1	2	4	1	2	1	1	1	2	1	2
24000	-329.893313717524165	-328.519224455638209	-1.374089261885954	0.000048549927997	0.000022568437264	0.464850066622859	0.639750255293175	1	6	10	7	9	17	14	20	30	21	24	26	26	10	21	23	21	27	27	32	24	29	31	28	28	30	33	38	28	32	31	31	38	44	36	43	42	41	43	43	44	52	0	1	2	0	0	4	4	7	12	7	6	5	17	0	5	8	5	8	14	12	6	15	17	12	17	17	9	9	15	21	19	25	9	25	30	32	35	0	30	12	12	36	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	2	2	3	1	1	2	3	1	2	2	1	2	2	1	1	1	2	1	1	2	2	1	3	3	2	2
24500	-322.771473293853489	-321.402591659108680	-1.368881634744820	0.000054895215002	0.000036654235015	0.667712750799248	0.690999045043779	0	6	7	11	13	16	13	20	34	22	25	25	25	22	22	22	25	29	26	30	28	30	33	36	32	29	27	33	33	33	34	32	38	36	35	41	43	39	44	43	48	54	0	1	1	0	0	4	4	7	20	7	6	5	5	0	5	8	5	8	14	15	11	12	13	27	13	15	5	5	13	11	19	27	20	25	30	32	35	0	30	24	33	36	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	2	1	1	1	1	2	2
25000	-316.825039073207449	-315.431070277208846	-1.393968795998590	0.000065322456007	0.000026978508138	0.413005110150088	0.796934227127456	-1	4	9	8	12	16	11	18	31	20	26	28	27	25	23	28	21	29	31	31	30	31	32	24	32	30	34	29	32	35	36	31	36	46	41	37	43	37	38	43	49	54	0	1	2	0	0	4	4	7	13	6	6	24	15	0	5	8	5	8	14	5	11	15	15	5	17	13	12	13	20	21	19	17	12	20	21	32	35	0	30	33	40	32	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	2	1	3	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	3
25500	-313.514314402983644	-311.771545147029542	-1.742769255954098	0.000078273080545	0.000014957381593	0.191092282153302	0.725234451117686	0	3	11	3	12	9	11	20	33	20	28	28	26	21	27	28	23	25	26	25	31	31	32	33	31	31	29	36	31	31	36	34	38	46	35	39	44	38	38	49	47	50	0	1	2	0	0	4	4	7	5	7	6	20	17	0	5	8	5	8	14	5	11	13	15	12	15	13	15	27	15	11	19	17	12	25	21	32	35	0	30	33	28	32	1	1	2	1	1	1	2	1	4	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1
26000	-333.512553740912495	-332.143745228498119	-1.368808512414348	0.000064707021020	0.000031484297935	0.486566951143604	0.585396705793475	-3	0	8	12	13	15	14	18	32	23	23	31	26	23	26	27	23	27	30	24	31	31	34	31	31	27	28	37	33	31	34	35	39	48	38	43	39	37	45	45	48	55	0	1	2	0	0	4	4	7	5	7	4	15	5	0	17	8	5	8	14	5	11	13	20	5	27	13	20	27	27	11	19	27	12	32	30	32	35	0	21	27	28	32	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	2	1	2	2	2	1	1	2	3	2	1	1	2	1	2	1	2	2	3	1	1	1	1	2	3	2	2
26500	-305.932116895740364	-304.516926211982991	-1.415190683757353	0.000074529114093	0.000028121550459	0.377323020692272	0.743518549765100	-1	2	8	11	11	16	15	19	31	20	23	23	18	25	22	25	27	28	28	29	26	31	23	34	31	26	33	34	30	33	33	34	39	45	38	39	44	41	46	42	44	55	0	1	2	0	0	4	4	7	5	7	6	5	5	0	5	8	15	8	14	17	7	12	5	17	12	15	20	20	15	21	14	25	20	25	30	32	35	0	30	24	28	36	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2
27000	-337.181598655490518	-335.374351048322410	-1.807247607168109	0.000064395187267	0.000011261808046	0.174885865300523	0.629571344610635	-2	1	3	7	11	11	14	19	32	22	26	24	27	22	29	24	20	25	28	33	32	33	34	22	30	30	31	39	27	32	34	34	43	45	37	44	43	34	45	49	39	56	0	1	2	0	0	4	4	7	5	7	6	5	12	0	5	8	5	8	14	24	11	13	24	17	17	12	24	24	24	11	19	15	15	20	30	32	35	0	21	28	24	36	1	1	1	1	1	1	1	2	2	1	2	2	1	1	3	1	2	2	2	2	1	1	2	1	2	1	2	2	1	1	1	1	3	2	1	3	1	1	3	1	2	2
27500	-319.446944356287304	-317.983662419529367	-1.463281936757910	0.000066992500952	0.000021677125501	0.323575403110712	0.820428706955647	-3	4	9	9	13	14	15	17	34	20	25	31	25	25	22	25	24	29	28	26	29	32	32	31	29	29	34	38	32	35	35	33	42	47	39	45	43	41	38	47	47	48	0	1	2	0	0	4	6	7	17	7	6	20	15	0	5	8	5	16	14	5	11	13	17	5	20	17	5	24	17	21	14	25	28	20	30	32	35	0	30	25	28	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	3	1	2	4	1	1	2	2	1	2	4	1	2	1	1	1	2	2	1
28000	-322.824674112739672	-321.040777845757532	-1.783896266982168	0.000061726874386	0.000011138459628	0.180447491292910	0.708872870431184	0	4	10	3	14	16	15	17	24	21	26	26	24	22	25	26	21	22	29	27	32	33	32	35	28	30	34	28	30	35	30	31	42	51	38	45	43	40	42	47	43	51	0	1	2	0	0	4	4	7	5	7	6	5	17	0	5	18	5	8	14	17	6	13	25	28	5	13	20	17	9	21	14	15	24	20	21	32	35	0	30	33	12	36	1	1	1	1	1	2	2	1	2	1	1	3	1	1	3	1	1	1	2	1	3	2	1	1	2	1	1	2	1	1	2	1	2	3	1	2	1	1	1	1	2	1
28500	-322.425357333621832	-321.021190359270349	-1.404166974351508	0.000071431727427	0.000028169659300	0.394357805897934	0.750018035958706	-1	4	1	5	9	9	13	19	19	15	26	29	25	23	28	27	24	26	27	24	28	28	33	35	28	28	32	39	32	32	32	34	41	52	38	45	44	36	44	46	49	53	0	3	1	0	0	4	6	7	5	7	6	20	5	0	9	8	5	8	14	5	11	13	12	12	20	20	15	24	12	21	14	20	27	32	30	32	35	0	21	24	40	36	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	3	1	4	1	2	1	1	2	2	1	1
29000	-336.541623472828690	-335.143179190221531	-1.398444282607138	0.000067594646431	0.000027335615726	0.404405040477414	0.516478133102321	-2	3	1	11	13	14	14	21	32	20	25	26	29	20	24	25	25	26	29	31	32	26	28	28	32	27	31	38	31	36	34	33	41	40	41	40	43	42	42	44	46	53	0	3	1	0	0	4	4	7	5	7	4	5	26	0	5	8	5	8	14	12	6	5	17	5	17	5	12	20	22	11	14	25	20	22	21	32	21	0	30	28	20	36	1	1	1	1	1	1	1	1	4	1	1	2	1	1	2	1	2	1	2	1	3	3	1	1	2	2	1	1	1	2	3	1	2	3	2	2	2	1	1	1	2	3
29500	-318.522052069512654	-317.140824588344003	-1.381227481168675	0.000068749540900	0.000030432494158	0.442657416462644	0.710412774459595	0	3	8	12	13	16	15	19	32	21	21	28	27	23	29	30	21	27	27	26	25	30	32	24	28	24	27	39	30	34	33	34	40	46	39	43	43	42	45	40	46	51	0	1	2	0	0	4	4	7	12	7	4	26	26	0	17	8	5	8	14	5	11	13	20	5	24	5	24	12	12	21	19	25	9	23	30	32	35	0	21	23	40	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	1	2	1	1	1	3	1	1	2	3	1	2	1	1	4	1	2	1
30000	-321.151242849127129	-319.728330308080331	-1.422912541046782	0.000070245052604	0.000025765437183	0.366793620732696	0.693667646003195	-1	7	8	9	14	15	16	20	34	23	20	31	25	21	24	29	22	24	26	29	31	29	27	26	33	32	28	40	30	34	36	35	39	48	37	43	40	39	37	48	34	51	0	1	2	0	0	4	4	7	20	6	4	5	5	0	5	8	5	8	14	13	11	15	15	5	20	13	5	9	24	21	19	27	24	25	21	25	35	0	30	33	15	36	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	1	1	2	1	1	2	1	2	4	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1
30500	-325.003818953586233	-323.572569660844238	-1.431249292742000	0.000057221314530	0.000020395770747	0.356436599105286	0.666527710639711	0	4	8	8	11	15	13	21	25	20	23	25	25	23	27	26	23	28	29	27	30	31	27	30	30	29	32	39	26	33	33	30	33	37	40	43	44	40	42	44	47	55	0	1	1	0	0	4	4	7	5	7	4	5	5	0	5	8	5	8	14	5	6	13	12	20	17	15	20	20	17	21	14	17	5	25	30	32	35	0	30	24	27	36	1	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	3	1	1	2	1	1	2	1	2	2
31000	-315.445371642678822	-314.072893754360450	-1.372477888318357	0.000065938754397	0.000031045581464	0.470824505984683	0.735091783164780	-1	5	9	7	13	13	10	17	29	18	27	31	24	18	29	23	26	27	27	27	30	33	28	33	33	29	26	38	33	34	33	27	42	44	40	40	44	41	44	47	41	53	0	1	2	0	0	4	4	7	5	6	6	27	5	0	17	8	5	8	14	13	11	9	27	20	9	17	5	12	17	21	19	13	12	25	21	32	35	0	30	41	20	36	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	1	1	1	2	2
31500	-323.070958539665810	-321.670825365050916	-1.400133174614874	0.000059600390683	0.000023919908998	0.401338124193808	0.801754424224658	1	7	11	9	13	13	13	19	23	23	29	33	26	25	21	27	25	26	30	27	30	29	34	34	24	30	37	37	32	32	36	33	38	50	36	41	41	37	44	48	46	47	0	1	2	0	0	4	4	7	5	7	4	20	9	0	5	8	5	8	14	5	11	20	15	17	15	20	17	17	9	21	19	25	12	27	30	32	11	0	30	28	27	36	1	1	1	1	1	1	1	1	2	2	3	1	1	1	2	1	2	1	1	3	1	1	2	2	1	1	3	2	2	1	1	1	1	1	1	2	2	1	1	2	1	1
32000	-335.425503445371476	-334.007718096686801	-1.417785348684664	0.000082143781737	0.000030694872840	0.373672506804531	0.645398438520775	0	8	10	9	13	13	16	21	34	20	25	26	26	18	27	23	21	29	26	25	28	30	26	32	30	30	23	38	33	33	33	35	39	49	41	43	35	42	40	46	47	47	0	1	2	0	0	4	4	7	5	6	7	17	5	0	17	7	5	16	14	5	11	20	5	20	20	15	5	20	15	11	14	23	12	36	37	33	21	0	30	28	28	36	1	1	1	1	1	1	2	1	5	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	2	2	1
32500	-326.594197357854227	-324.999713481785989	-1.594483876068261	0.000069771405455	0.000016915479981	0.242441439586869	0.687345141767626	-4	4	9	12	13	15	16	21	29	20	26	29	27	23	24	24	22	26	27	31	30	30	31	25	29	29	24	38	30	34	33	33	32	42	38	44	44	40	48	46	36	43	0	1	2	0	0	4	4	7	24	7	7	5	27	0	5	8	5	8	14	27	11	13	9	5	15	13	5	20	17	21	19	25	9	27	30	32	35	0	30	17	13	32	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	4	1	2	1	1	2	4	2	2
33000	-333.103731499552111	-331.462730691648801	-1.641000807903312	0.000100304006842	0.000022421257533	0.223533019657248	0.659110722277839	1	5	8	8	13	16	17	21	25	20	27	29	24	25	24	28	20	29	28	27	29	30	32	32	30	26	35	35	31	35	35	32	41	49	39	43	42	38	42	41	48	49	0	1	2	0	0	4	4	6	5	4	6	15	17	0	5	8	5	8	14	5	7	9	12	13	17	17	12	9	17	11	19	20	27	17	21	25	35	0	35	28	15	36	1	1	1	1	1	2	2	2	1	2	2	2	1	1	3	1	2	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	3	2	3	1	1	1	1	3	1
33500	-314.098999146145161	-312.603141063106534	-1.495858083038606	0.000074140875974	0.000022062634263	0.297577199796368	0.817301062376296	-2	5	8	5	13	14	12	16	28	16	25	18	26	23	29	25	23	28	27	25	30	33	31	32	30	27	24	38	29	33	28	32	37	42	38	39	43	41	43	43	40	54	0	1	2	0	0	4	4	6	5	7	6	5	12	0	5	8	5	8	14	12	11	13	12	20	9	27	5	24	27	21	14	25	20	28	30	32	35	0	30	41	28	36	1	2	1	1	1	1	1	1	2	1	2	1	1	1	3	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3
34000	-329.291596740689272	-327.930514802103744	-1.361081938585519	0.000058004414809	0.000032139198893	0.554081943562657	0.796131566260230	-1	4	11	9	14	16	17	23	24	21	19	29	25	17	26	28	21	29	20	28	26	26	30	32	30	30	34	37	32	32	30	32	40	47	38	38	42	38	41	43	43	50	0	1	2	0	0	4	4	7	17	6	6	9	5	0	17	8	5	8	14	22	11	13	17	20	9	5	12	27	15	21	14	15	27	36	30	32	35	0	30	33	27	36	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	3	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2
34500	-331.469023123158536	-330.092707658529605	-1.376315464628932	0.000074273158595	0.000033963364993	0.457276432501119	0.598128563236805	1	6	12	10	14	14	15	17	30	24	29	32	23	27	31	29	25	23	30	27	30	30	28	33	29	31	35	33	30	33	36	32	33	50	37	39	42	33	40	45	46	49	0	1	2	0	0	4	4	7	5	4	7	13	5	0	20	8	5	8	14	5	6	17	5	22	13	13	33	5	20	11	14	25	15	25	30	32	35	0	30	26	24	36	1	1	2	1	1	1	1	1	2	3	2	2	1	1	1	3	2	1	1	2	2	2	2	1	2	1	1	3	1	1	1	1	1	4	1	2	1	1	1	2	2	1
35000	-306.761894140867753	-305.335715258694734	-1.426178882173043	0.000089056041012	0.000032293669855	0.362621889408675	0.723693288938310	0	4	12	12	10	16	15	20	31	17	25	25	26	21	21	27	21	29	29	30	31	29	25	28	31	27	33	33	31	28	37	34	39	51	41	44	44	39	44	40	46	52	0	1	2	0	0	4	4	7	24	7	4	15	17	0	5	8	5	8	14	12	30	17	5	13	15	15	20	12	15	11	19	25	28	36	30	32	35	0	35	27	40	32	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2
35500	-322.331118273860682	-320.915909743783459	-1.415208530077246	0.000069583367928	0.000026253630433	0.377297495293746	0.852528832242648	-3	6	9	11	13	15	17	19	31	24	25	26	26	24	27	28	25	28	29	26	28	31	31	32	30	23	24	36	27	33	33	34	39	48	41	42	38	36	42	49	48	53	0	1	2	0	0	4	4	7	27	7	7	5	5	0	17	8	5	8	14	5	4	15	13	12	12	5	5	9	17	21	14	20	24	36	37	32	30	0	30	33	9	36	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	3	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	2	1
36000	-303.203728944856550	-301.352075015480011	-1.851653929376514	0.000086368376381	0.000014262695560	0.165137937718255	0.773284255657215	2	5	11	9	12	16	15	20	20	20	27	26	24	22	22	28	18	31	31	29	32	31	30	30	31	29	35	37	23	31	36	35	40	47	35	41	41	40	40	49	42	54	0	1	2	0	0	4	4	7	5	7	6	15	17	0	17	8	5	16	14	12	11	13	5	15	17	13	12	12	17	11	19	25	28	25	30	32	35	0	30	41	24	36	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3
36500	-320.662788009522274	-318.959850601033168	-1.702937408489125	0.000052691440397	0.000010675914141	0.202611924461782	0.689797478657619	-1	3	7	7	12	15	15	21	28	18	23	24	26	24	25	27	26	31	28	29	25	29	30	29	30	31	33	37	33	36	34	34	40	45	38	40	41	33	45	48	46	55	0	1	2	0	0	4	4	7	5	7	6	5	5	0	5	8	5	8	14	15	6	13	12	15	12	12	15	27	25	21	14	25	27	17	30	32	30	0	30	27	13	36	1	1	1	1	1	2	2	1	2	1	2	2	3	1	2	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	4	1	2	1	1	1	3	3	2
37000	-335.674453759621940	-334.181021173996896	-1.493432585625021	0.000095532223059	0.000028595310304	0.299326336060124	0.761378478912325	-1	3	7	10	12	14	14	21	30	22	26	27	26	21	24	25	22	26	29	31	30	31	26	37	35	26	32	28	32	30	35	35	39	46	32	42	40	41	42	50	37	53	0	1	2	0	0	4	4	7	17	7	10	5	17	0	5	8	5	8	14	17	11	13	17	20	28	5	12	5	26	10	19	28	27	36	30	32	35	0	11	27	15	36	1	1	1	1	1	1	1	2	2	2	1	2	1	1	3	1	1	1	1	1	2	1	1	2	2	3	1	2	1	1	1	2	1	1	1	2	2	1	1	2	2	2
37500	-329.601892069283394	-328.241004860636565	-1.360887208646844	0.000050549940514	0.000029183009249	0.577310456787753	0.683046027952785	-1	7	2	8	12	13	16	19	32	21	27	31	24	17	29	23	21	23	29	30	29	30	28	38	31	27	33	38	31	34	36	36	39	44	39	44	39	39	44	44	44	52	0	3	1	0	0	4	6	7	17	6	6	15	17	0	5	8	5	8	14	5	11	17	17	15	17	17	17	15	17	21	19	25	20	27	30	32	21	0	30	28	27	25	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	3	2	1	1	1	2	1	1	2	1	2	1	1	2	2	2	1	2	1	1	2	1	2	2
38000	-314.958803148405536	-313.318932547538850	-1.639870600866715	0.000080680023367	0.000018068752820	0.223955721203746	0.643537857355249	0	3	8	11	13	14	15	19	30	21	25	26	28	22	29	24	24	27	28	27	33	31	29	30	33	26	35	38	29	35	34	34	42	44	37	44	42	40	45	48	44	46	0	1	2	0	0	4	4	7	5	7	6	5	26	0	5	8	5	8	14	5	11	5	12	17	15	5	13	24	12	21	14	20	24	20	30	32	35	0	21	41	33	36	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	3	1	2	1	1	2	2	1	1	1	1	2	1	2	4	1	2	1	1	1	1	1	1
38500	-330.482143265600655	-329.116977641473284	-1.365165624127371	0.000068702397881	0.000034845104908	0.507189064466143	0.661580462733863	1	4	10	9	12	15	14	19	26	18	30	28	22	22	18	27	26	29	26	29	24	30	34	35	34	32	35	31	27	32	28	35	41	49	39	41	43	41	39	44	40	55	0	1	2	0	0	4	4	7	5	7	4	15	15	0	5	8	15	8	14	15	6	9	15	17	28	9	17	15	13	21	14	12	27	25	30	32	35	0	30	24	20	23	1	1	1	1	1	2	1	1	2	1	3	2	1	1	1	2	2	2	1	2	2	1	4	1	1	1	1	2	2	1	1	1	1	4	1	2	1	1	1	1	2	2
39000	-305.455444079027927	-303.909030456470703	-1.546413622557207	0.000069195067234	0.000018409929125	0.266058403593147	0.721621668534604	1	4	11	9	13	13	14	20	33	22	23	29	24	24	25	24	24	28	28	32	31	32	30	33	33	28	30	36	30	35	34	35	40	46	37	38	42	30	44	46	48	48	0	1	2	0	0	4	4	7	27	7	4	5	5	0	5	8	5	16	14	12	11	13	17	5	27	13	17	20	15	21	19	17	28	24	30	32	35	0	30	33	40	36	1	1	1	1	1	1	2	2	1	1	2	2	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	2
39500	-327.613346410738359	-326.228886974376564	-1.384459436361770	0.000059131699368	0.000025675579109	0.434210066393247	0.651408828434113	-1	4	11	12	12	15	14	18	27	22	30	31	26	19	22	24	27	25	28	27	27	34	34	27	32	29	28	39	32	33	31	36	42	47	37	39	42	41	46	46	45	53	0	1	2	0	0	4	4	7	15	7	21	5	5	0	5	8	5	8	14	5	6	17	17	15	9	20	5	9	20	21	14	25	12	25	21	32	35	0	35	33	27	32	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	3	2	2	1	2	1	1	3	2	1	2	3	1	2	2	2	1	1	1	2	1	2	2
