step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
81000	-326.693745124581767	-325.330667451584532	-1.363077672997246	0.000061927266085	0.000032449669680	0.523996483809555	0.688234009039251	-1	5	9	12	12	15	15	20	36	23	28	24	21	23	30	28	22	29	26	27	29	31	32	29	31	30	32	33	32	35	36	33	38	46	38	43	35	39	46	46	39	48	0	1	2	0	0	4	4	7	24	7	10	17	5	0	17	8	5	8	14	17	4	20	24	20	24	13	24	15	15	21	14	20	27	25	37	33	21	0	30	27	9	36	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	3	1	1
81500	-323.161020524364631	-321.645169835168986	-1.515850689195647	0.000074632722128	0.000021201389726	0.284076329004034	0.634068038350433	-1	7	12	8	7	12	15	21	26	19	27	25	24	26	23	25	18	27	30	26	31	31	34	36	33	29	26	33	29	34	33	34	37	50	38	41	43	41	42	48	41	46	0	1	2	0	0	4	6	7	17	7	4	5	17	0	5	8	5	8	14	5	11	27	20	32	15	13	5	15	9	21	14	17	28	32	30	32	35	0	30	24	24	36	1	2	1	1	1	1	1	2	2	1	3	5	1	1	2	1	2	1	1	3	1	1	2	1	2	1	3	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1
82000	-328.711711172051253	-327.228123258942333	-1.483587913108946	0.000084467119390	0.000025906610756	0.306706455038297	0.690650292354379	-2	2	10	7	12	14	12	20	36	20	26	30	26	21	20	28	21	25	28	32	30	33	28	34	30	29	23	37	32	33	31	36	39	39	37	31	42	39	42	47	47	47	0	1	2	0	0	4	4	7	12	7	6	5	17	0	5	8	5	8	14	15	11	15	15	12	5	13	5	12	27	21	19	36	25	15	30	15	35	0	30	28	28	36	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2	1	3	1	2	1	1	1	1	2	1	1	1	1	2	2	2	3
82500	-309.102961976733980	-307.680838895183115	-1.422123081550866	0.000056988161424	0.000020961704097	0.367825589962122	0.625213930751352	-1	3	8	6	13	16	10	18	32	18	26	32	23	23	29	23	21	29	29	28	29	29	30	37	28	31	29	36	30	35	36	32	40	47	40	43	43	40	45	40	45	51	0	1	2	0	0	4	4	7	20	6	6	20	5	0	17	8	5	8	14	13	11	13	17	9	13	17	5	9	17	21	19	27	27	9	30	32	35	0	30	28	9	36	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	1	3	2
83000	-333.368122339509341	-331.925388967869935	-1.442733371639403	0.000075464220044	0.000025926147186	0.343555491202029	0.705091525610240	-6	5	10	5	14	11	10	19	32	13	25	24	27	22	27	29	23	29	28	22	34	28	32	36	30	24	27	35	30	31	35	36	33	48	38	42	42	41	46	47	44	57	0	1	1	0	0	4	4	7	29	6	6	5	26	0	5	8	5	8	14	5	30	26	15	5	20	20	17	27	27	11	19	25	13	9	30	32	35	0	30	24	24	36	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	2	3
83500	-310.029145507621990	-308.527529315793004	-1.501616191828985	0.000076275848899	0.000022388979230	0.293526451072075	0.782320672997487	1	3	9	9	10	17	14	21	33	23	25	26	26	25	23	25	26	30	28	28	33	32	34	32	22	31	32	40	32	32	36	34	32	44	42	45	39	41	44	45	45	51	0	1	2	0	0	4	4	7	20	7	6	25	15	0	5	8	5	8	14	25	11	13	15	12	5	17	12	27	17	11	19	17	12	25	37	32	21	0	30	28	28	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	3	1	2	1	1	3	1	1	1
84000	-331.043465704409243	-329.658972636766919	-1.384493067642339	0.000067321093586	0.000029225846033	0.434126133084726	0.642588476793955	-3	2	11	9	12	11	17	20	32	19	26	27	23	23	23	28	21	25	27	25	31	26	29	34	32	29	34	31	30	35	34	35	40	46	38	44	43	41	41	42	41	56	0	1	2	0	0	4	6	7	20	7	4	17	5	0	5	8	5	8	14	5	11	17	17	15	13	15	12	17	15	21	19	13	27	25	30	27	35	0	21	22	9	25	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	2	1	1	2	1	1	2	2	2	2	1	2	1	1	1	2	1	2	1	3	1	1	2	3	1	2
84500	-325.704296201147713	-324.297060059857017	-1.407236141290704	0.000071721099015	0.000027923808359	0.389338824169373	0.708216838293868	-4	5	8	6	11	15	14	19	33	22	22	32	23	12	25	29	28	28	21	20	33	26	29	32	33	31	36	40	29	30	31	31	41	44	36	43	40	42	41	44	48	52	0	1	2	0	0	4	4	7	26	7	6	17	5	0	5	8	13	8	14	5	30	13	15	17	17	17	17	27	20	11	14	15	9	25	30	32	35	0	35	12	28	36	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	2	3	3
85000	-322.020299958645012	-320.559468231884694	-1.460831726760343	0.000077579546224	0.000025274293663	0.325785531023860	0.858285754383467	2	6	10	9	11	13	13	21	30	23	22	33	26	25	30	27	19	28	27	24	27	25	32	36	29	32	22	38	32	31	36	32	42	43	42	36	39	40	44	35	47	57	0	1	2	0	0	4	4	7	20	7	6	13	27	0	20	8	5	8	14	27	11	17	15	15	27	13	5	27	20	21	19	17	24	32	37	32	30	0	30	15	28	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	4
85500	-349.171054465120392	-347.727848741498804	-1.443205723621608	0.000057385381922	0.000019686363699	0.343055374725008	0.495292185778767	-1	3	7	9	12	13	13	17	33	22	27	31	28	21	25	21	22	28	26	18	25	31	31	38	24	26	32	39	27	33	37	32	39	45	37	41	43	39	42	49	41	52	0	1	2	0	0	4	4	7	17	7	10	17	20	0	5	8	5	8	14	5	7	17	25	25	20	17	20	12	20	21	19	25	23	20	21	32	35	0	21	12	20	32	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	3	2	1	3	2	1	1	2	2	2	2	1	1	6	2	2	1	1	3	3	3	2
86000	-320.768314186425414	-319.343878344338918	-1.424435842086484	0.000083298006830	0.000030389513229	0.364828816271572	0.648178127235456	1	6	12	9	9	15	13	23	29	18	20	29	25	21	24	19	20	27	29	31	32	16	28	36	32	29	32	34	27	32	34	35	40	41	39	40	43	28	44	47	45	55	0	1	2	0	0	4	4	16	13	7	6	15	22	0	5	7	5	8	14	12	6	5	15	20	12	13	12	12	17	11	19	25	24	9	30	32	35	0	21	33	33	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	3	1	1	1	1	2	2	1	2
86500	-325.644476967247726	-324.230451216565427	-1.414025750682303	0.000076194950231	0.000028878050335	0.379002154959211	0.716553488762925	-2	4	8	5	13	16	14	19	30	22	16	26	21	23	28	29	27	25	27	23	25	29	32	36	32	32	36	26	32	33	33	32	37	46	40	41	44	42	43	42	49	53	0	1	2	0	0	4	4	6	20	11	4	5	5	0	20	8	5	8	14	13	11	13	15	9	28	13	17	5	28	21	19	9	9	25	30	32	35	0	35	15	33	36	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	3	2	2	1	1	1	1	2	2
87000	-327.156176143665050	-325.651172554782079	-1.505003588882973	0.000081395809634	0.000023703057404	0.291207342377452	0.638145451035635	-1	4	8	10	11	16	13	18	34	22	26	30	25	24	24	29	22	23	29	22	26	31	33	27	28	28	28	32	31	33	34	31	35	49	39	44	42	39	44	39	48	53	0	1	2	0	0	4	4	7	27	7	7	17	20	0	5	8	5	8	14	5	6	25	15	17	20	17	20	24	15	21	19	20	12	36	30	32	30	0	11	28	33	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	1	2	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	2	1	4	1	3	2
87500	-309.013392853697326	-307.648635050722419	-1.364757802974913	0.000074774791022	0.000038138352070	0.510042910836706	0.826550027495856	-1	7	10	13	13	17	15	20	33	20	27	29	22	23	20	27	27	22	29	29	30	31	33	36	30	30	33	38	24	31	35	35	41	50	39	40	38	41	42	44	43	53	0	1	2	0	0	4	4	7	20	7	10	15	15	0	5	8	15	8	14	15	11	13	17	9	17	13	12	17	15	11	14	25	12	17	21	32	30	0	30	24	24	36	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	2	1	1	2
88000	-314.214732469111539	-312.683428558659216	-1.531303910452348	0.000102010675945	0.000028013813265	0.274616485045653	0.747797937474950	1	3	9	11	13	14	16	19	34	21	28	21	23	23	27	26	21	24	26	23	32	33	34	36	25	32	30	38	33	32	35	34	33	47	38	44	39	40	42	49	44	51	0	1	2	0	0	4	4	7	27	7	4	5	5	0	12	8	5	8	14	5	11	13	15	33	12	13	12	27	12	11	14	25	27	9	30	32	30	0	30	41	9	32	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	3	2	1	3	1	2	2	1	2	1	1	2
88500	-341.842677326044736	-340.470024023080953	-1.372653302963774	0.000074214489304	0.000034892021341	0.470151067108609	0.669690045960498	-1	2	7	6	9	13	15	22	33	21	28	27	22	22	24	27	19	28	30	23	25	32	30	36	29	29	31	35	32	34	29	35	28	47	37	42	41	38	41	46	44	54	0	1	2	0	0	4	6	7	12	7	6	5	5	0	5	8	5	8	14	5	6	33	33	26	13	15	17	27	15	21	14	33	17	17	30	32	30	0	21	41	27	32	1	1	1	1	1	1	1	2	1	1	2	2	3	1	2	1	2	1	2	2	1	1	1	1	1	2	3	1	2	2	1	1	2	2	1	2	1	1	3	1	2	4
89000	-320.262145983346556	-318.889658375127226	-1.372487608219306	0.000069077232415	0.000032520665267	0.470787032566848	0.753849495155934	-2	4	10	7	14	12	14	18	32	22	26	31	23	15	27	29	23	29	27	25	31	28	27	34	28	28	35	35	31	37	31	34	41	51	40	40	43	41	46	43	49	53	0	1	2	0	0	4	4	6	17	7	6	17	5	0	5	8	5	8	14	5	11	15	17	12	20	17	12	12	17	21	19	25	26	33	30	32	35	0	30	27	9	33	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	3	3
89500	-305.651257677104809	-304.234389930010593	-1.416867747094201	0.000079845399812	0.000029938014704	0.374949775127821	0.704781972172219	-3	1	5	9	13	16	13	23	33	19	23	27	27	19	29	27	25	27	24	29	29	29	31	36	34	31	31	38	33	34	32	32	37	46	39	43	42	42	45	44	47	51	0	1	2	0	0	4	4	10	20	7	6	5	5	0	17	8	5	8	14	5	11	5	13	9	12	12	5	20	22	21	14	20	27	36	30	32	35	0	30	24	28	36	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2
90000	-341.578585998075994	-339.743769283414451	-1.834816714661522	0.000093711642794	0.000015810527656	0.168714656842947	0.525760536325127	-3	1	12	4	13	12	7	19	31	17	23	24	23	18	28	28	23	27	23	31	27	26	29	36	33	29	28	30	28	33	32	35	38	44	40	43	39	39	37	47	44	47	0	1	2	0	0	4	4	7	27	4	10	5	5	0	5	8	5	8	14	5	11	17	17	5	17	12	5	5	17	21	19	27	28	24	30	32	21	0	30	20	9	32	1	1	2	1	1	1	1	2	1	1	1	3	2	1	3	2	2	1	2	2	1	1	1	4	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	2	3	2
90500	-336.471495730387915	-334.776191537230204	-1.695304193157693	0.000088077404384	0.000018053749593	0.204975949503287	0.600447694490704	-1	3	7	10	13	14	14	21	31	23	24	28	26	24	23	24	25	24	28	31	31	32	33	33	33	31	28	37	27	35	34	33	26	48	38	43	44	42	43	36	46	53	0	1	2	0	0	4	4	7	5	7	7	5	5	0	5	8	5	8	14	5	11	27	12	20	12	17	5	24	17	11	14	27	5	27	30	32	35	0	21	17	12	27	1	1	1	1	1	1	1	1	3	1	1	3	3	1	2	1	3	1	1	2	2	1	1	1	1	1	3	1	1	3	3	1	3	4	1	2	1	1	1	3	4	3
91000	-332.775403036819853	-331.404540267753589	-1.370862769066252	0.000085397041948	0.000040762549659	0.477329761424910	0.716756211093330	-3	2	9	6	11	12	16	19	28	22	27	32	27	21	29	22	19	27	27	30	27	32	27	28	26	24	20	34	31	35	34	33	41	48	37	43	39	38	43	46	44	52	0	1	2	0	0	4	6	6	5	7	4	20	26	0	25	6	5	16	14	5	6	13	27	5	17	17	5	15	27	11	14	20	28	36	30	32	35	0	30	28	12	32	1	1	2	1	1	2	1	1	2	1	3	1	1	1	1	2	2	1	1	2	2	1	1	3	1	1	2	1	1	1	3	1	2	2	1	2	1	1	1	2	1	3
91500	-315.479840570040096	-314.049176539832047	-1.430664030208065	0.000061143313102	0.000021836330030	0.357133575568524	0.752265566995909	-2	3	8	10	10	15	14	19	32	22	26	33	23	23	25	25	21	26	27	25	31	30	33	31	31	30	34	39	33	34	31	32	30	42	38	41	42	40	40	44	48	44	0	1	2	0	0	4	4	7	33	6	6	20	5	0	5	8	5	8	14	5	11	17	17	20	17	13	24	27	20	21	19	17	20	25	30	32	35	0	30	25	40	32	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	3	3	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	2
92000	-320.316541027820961	-318.855353789583887	-1.461187238237060	0.000092277001736	0.000030032680612	0.325462250037059	0.845429105536995	-4	1	9	7	10	11	15	19	31	19	19	30	24	24	29	24	24	28	27	23	32	31	33	30	28	29	32	32	30	35	35	34	43	50	40	41	43	39	42	46	44	50	0	1	2	0	0	4	6	7	5	6	4	20	5	0	17	8	5	8	14	5	11	17	15	20	17	20	24	15	13	21	14	13	12	36	30	32	35	0	21	24	15	36	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	3	1	2	2	1	2	1	1	2	2	1	2
92500	-319.161807390207059	-317.712276102513329	-1.449531287693754	0.000087122737713	0.000029321888220	0.336558388655114	0.802940775430083	-4	6	11	7	12	14	15	21	34	22	30	28	24	23	26	25	26	27	28	21	29	31	33	31	33	30	34	37	32	34	34	35	35	48	39	45	40	40	41	42	39	53	0	1	2	0	0	4	4	7	12	7	6	20	20	0	5	8	5	16	14	5	6	15	15	15	15	13	24	33	12	21	14	25	24	15	21	32	30	0	35	33	17	36	1	2	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	1	1	1	1	3	2
93000	-327.473089781425529	-325.945855869926675	-1.527233911498832	0.000080856759880	0.000022400090049	0.277034227962258	0.741162423683229	-1	6	10	7	13	13	13	17	33	21	23	29	17	24	24	23	28	26	27	25	31	29	29	31	28	31	27	36	32	35	36	35	32	48	39	40	42	34	41	45	41	53	0	1	2	0	0	4	4	7	23	6	6	20	5	0	13	8	5	16	14	5	11	15	25	15	5	25	13	33	17	21	19	27	15	36	21	20	35	0	30	20	9	32	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	4	1	2	1	1	1	1	1	2	2	1	3	1	1	1	4	2	2
93500	-325.414819889186674	-323.840233983411849	-1.574585905774815	0.000088502931527	0.000022269873895	0.251628658068392	0.777821274041051	-2	4	11	7	13	18	15	18	30	22	22	28	23	23	27	28	26	26	28	27	27	33	32	31	33	30	31	33	32	32	34	36	40	46	39	45	42	42	44	41	46	48	0	1	2	0	0	4	4	7	15	6	6	5	5	0	5	8	13	8	14	5	11	13	20	5	9	13	12	5	17	21	19	25	27	25	30	32	35	0	21	27	40	17	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	2	1	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	3	2	1	4
94000	-315.790669456841727	-314.423204787529130	-1.367464669312578	0.000054407511006	0.000035800804375	0.658012169893088	0.788666949999072	-1	3	10	10	14	12	16	20	20	22	24	27	24	24	23	29	24	30	28	23	33	30	29	28	30	31	31	35	27	28	27	36	40	43	36	44	44	40	42	43	46	52	0	1	2	0	0	4	6	7	5	7	10	5	9	0	9	8	5	8	14	5	30	17	17	20	15	17	24	27	17	11	14	22	12	25	30	32	35	0	30	24	40	36	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1
94500	-314.813208055978635	-313.388271330500061	-1.424936725478584	0.000078701714251	0.000028662392299	0.364190190419610	0.667303047703199	-2	3	11	7	13	13	15	20	28	20	24	27	25	23	26	26	23	28	26	24	28	31	32	33	33	30	26	39	29	35	36	35	32	51	38	41	40	42	43	47	43	52	0	1	2	0	0	4	4	7	17	7	7	5	17	0	5	8	5	8	14	5	11	15	12	20	20	17	17	12	17	11	19	20	12	36	21	32	35	0	30	41	33	32	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	3
95000	-336.820357120236679	-335.088994885418174	-1.731362234818497	0.000070753224991	0.000013744481207	0.194259430697384	0.623213966739683	0	4	8	8	14	15	14	14	26	19	25	29	23	20	24	24	24	25	29	30	34	31	30	33	32	32	36	37	29	32	28	33	39	50	39	43	41	34	44	46	47	54	0	1	2	0	0	4	4	4	5	7	6	17	5	0	5	8	5	8	14	5	30	13	15	5	12	15	25	29	15	11	14	17	20	33	30	28	35	0	30	33	26	36	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	2	2	2	2	1	2	1	3	1	1	1	2	1	2	3	2	2	2	1	1	1	1	2	1	1	2
95500	-309.882615993652507	-308.379092532893935	-1.503523460758580	0.000073780376732	0.000021559735055	0.292215030740972	0.797457866769893	-1	5	8	4	14	13	8	20	27	17	24	32	22	26	25	24	22	26	30	28	29	29	31	33	33	29	33	37	30	33	36	35	28	48	39	39	45	41	43	42	35	52	0	1	2	0	0	4	4	10	13	7	10	33	5	0	5	8	5	8	14	5	11	13	33	33	15	13	17	24	15	21	14	15	17	25	30	32	35	0	30	28	15	32	1	1	1	1	1	2	1	1	1	2	1	1	2	1	3	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2
96000	-335.588294535850935	-334.071583216758711	-1.516711319092213	0.000089248626905	0.000025304553047	0.283528765920611	0.602618117857799	0	8	12	6	14	17	14	21	26	20	22	29	21	16	23	27	26	29	29	31	26	27	32	35	33	29	31	38	28	29	32	32	40	51	37	40	43	37	45	44	47	52	0	1	2	0	0	7	4	7	5	7	6	17	5	0	5	8	5	8	14	17	4	15	17	12	15	17	5	27	9	21	14	15	5	25	30	12	35	0	21	24	40	36	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	2	3	1	1	1	2	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	2
96500	-307.825174132076654	-306.363749173547490	-1.461424958529183	0.000084696901756	0.000027547377576	0.325246579331890	0.684594320816446	1	3	10	10	12	14	14	19	32	22	21	33	25	25	28	27	22	28	27	29	30	31	31	36	31	24	32	36	33	35	30	34	41	50	38	42	41	41	46	41	43	47	0	1	1	0	0	4	4	7	20	7	4	13	5	0	5	8	5	8	14	17	11	26	17	20	17	17	17	20	17	21	14	25	28	25	30	32	35	0	30	9	12	36	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	5	1	2	1	1	2	2	2	1
97000	-328.487120535082738	-327.121703001200331	-1.365417533882380	0.000049543142598	0.000025044089355	0.505500621119430	0.642958962374661	-7	1	7	4	14	15	14	20	34	19	27	25	22	24	26	29	24	26	31	22	30	33	32	26	34	26	31	34	32	35	28	34	41	44	39	40	44	38	42	46	47	53	0	1	1	0	0	4	4	7	15	7	6	5	5	0	5	8	5	8	14	5	11	17	24	13	27	13	5	15	12	21	14	20	28	36	30	32	35	0	21	27	33	32	1	1	2	1	1	2	3	1	1	1	2	2	1	1	1	2	2	1	2	2	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	3	1	3
97500	-331.019692753203401	-329.617171396344190	-1.402521356859233	0.000060072947720	0.000023857957958	0.397149779778034	0.677230735230334	-4	2	7	9	13	14	17	20	32	22	20	20	26	18	23	28	25	32	26	24	31	33	30	36	31	29	33	37	29	31	32	36	40	47	35	44	42	34	41	45	48	54	0	1	2	0	0	4	6	7	5	7	6	5	20	0	5	8	5	8	14	5	11	13	17	12	17	15	5	9	15	11	19	17	28	36	21	32	21	0	30	28	27	32	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	3	1	2	3	2	2	1	3	1	1	2	1	1	2	1	2	1	1	1	2	2	1	2	2	2	2
98000	-343.711019460675573	-342.339915865807484	-1.371103594868076	0.000073728004468	0.000035118295988	0.476322345096122	0.671823063538731	-1	4	9	8	11	11	17	21	28	21	28	28	24	14	28	25	22	29	26	31	26	32	32	35	27	31	32	37	32	33	37	37	39	41	39	41	43	43	40	42	48	46	0	1	2	0	0	4	6	4	17	4	7	5	5	0	5	10	5	16	14	5	6	12	15	17	5	13	15	27	17	21	19	25	28	20	30	24	35	0	30	24	40	36	1	1	1	1	1	1	1	3	2	4	2	2	2	1	3	1	2	1	3	3	1	1	1	2	2	2	1	1	2	1	3	2	1	3	1	2	1	1	1	1	1	1
98500	-335.967342436795946	-334.488999864606683	-1.478342572189261	0.000091519228542	0.000028447550931	0.310836874224946	0.672973686130892	-1	4	10	11	10	16	16	20	17	21	22	27	26	27	27	24	25	24	30	25	31	31	33	29	29	32	26	37	32	33	37	35	38	51	37	45	40	42	43	49	41	51	0	1	2	0	0	4	4	7	5	7	6	9	5	0	20	8	5	8	14	5	11	20	17	5	20	13	5	24	27	11	19	27	24	17	30	33	35	0	21	24	12	36	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	3	1	1	2	2	1	1	2	1	1	3	2	1	2	2	2	2	4	2	1	1	1	2	3	2	2
99000	-320.765608733459487	-319.020849699358735	-1.744759034100750	0.000075017135791	0.000014294511478	0.190549950049739	0.659501801552849	-4	4	10	12	14	16	14	21	33	16	24	28	21	25	27	26	22	29	28	30	28	29	32	30	32	32	35	37	34	35	36	33	34	48	38	42	42	41	46	44	39	56	0	1	2	0	0	4	4	7	24	7	6	5	5	0	5	8	5	8	14	5	11	17	17	5	15	12	5	5	15	21	19	12	15	40	30	32	35	0	30	15	17	36	1	1	2	1	1	1	1	1	1	1	2	3	1	1	2	1	2	2	1	3	1	2	3	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	3	2	2
99500	-323.555267674392439	-322.088384061661202	-1.466883612731231	0.000072176764179	0.000023125480776	0.320400630857374	0.684171114959627	0	4	7	4	13	15	12	20	29	21	22	28	27	26	25	25	22	30	29	30	28	27	27	21	32	31	33	33	29	35	33	34	42	49	40	42	43	40	44	39	43	52	0	1	2	0	0	4	4	7	5	6	6	24	24	0	5	8	5	16	14	24	11	15	17	5	17	12	12	9	15	21	19	15	28	33	21	32	35	0	21	12	40	36	1	1	1	1	1	2	2	2	2	2	1	2	1	1	2	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	2	2	1	1	3	1	1	3
100000	-306.288825046638806	-304.760906649715537	-1.527918396923268	0.000105570489562	0.000029203339009	0.276624074868288	0.867370968915250	-7	4	7	9	12	12	16	20	29	23	25	29	26	22	24	24	15	26	29	24	29	24	32	34	32	29	34	40	32	34	26	35	40	51	32	43	38	40	45	42	48	54	0	1	2	0	0	4	4	7	20	7	6	20	22	0	5	8	5	8	14	17	11	17	20	9	9	13	20	27	9	11	14	25	27	25	21	32	35	0	30	28	28	36	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1
