step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49
69000	-315.308552913752123	-313.530800830331884	-1.777752083420248	0.000128721781263	0.000023422985877	0.181965986231915	0.622618173826995	0	3	1	3	2	3	4	5	5	5	8	4	7	7	8	8	8	8	6	7	9	11	9	9	11	9	10	13	12	13	10	12	12	12	12	12	14	14	13	16	15	14	16	15	18	19	19	19	24	0	3	1	3	1	1	3	4	4	6	7	2	8	8	6	8	19	6	7	8	4	13	16	13	18	19	19	16	21	24	10	24	26	27	18	27	31	25	33	39	36	15	41	15	42	41	22	43	44	1	1	1	1	1	2	1	1	1	1	2	1	1	1	4	1	1	3	1	1	3	1	1	1	3	1	2	3	2	2	2	2	2	1	2	1	2	1	1	1	2	2	1	2	2	2	5	2	4
69500	-286.292006625822410	-284.475614173392557	-1.816392452429861	0.000104136315531	0.000017994078109	0.172793496846732	0.554608603658776	0	2	3	3	4	3	3	4	2	5	6	6	6	7	7	7	8	8	8	4	8	10	8	9	10	8	8	12	12	12	12	12	11	12	12	14	13	14	12	15	14	16	17	16	17	20	20	22	23	0	1	1	2	2	1	9	1	1	8	7	8	20	4	12	9	15	10	11	9	8	21	16	15	18	7	8	23	24	25	21	24	26	27	24	31	7	35	33	37	31	39	41	41	39	43	26	43	44	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	5	1	1	1	1	2	2	1	2	2	6	3	4
70000	-279.391193871327289	-277.347446958486330	-2.043746912840959	0.000108029694923	0.000014282674135	0.132210631020485	0.614029176282872	0	1	3	3	4	4	3	4	5	5	7	5	6	6	8	8	7	8	9	7	10	10	10	9	10	9	12	12	11	12	12	12	13	12	13	13	14	15	15	16	14	16	16	16	17	18	19	22	24	0	1	1	2	3	3	1	1	7	6	7	3	1	3	20	13	9	10	7	8	15	15	16	15	18	7	15	23	24	25	22	13	11	20	32	26	15	24	33	39	8	33	41	41	42	41	44	47	48	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	3	2	2	1	1	3	3	2	1	4	2	2	1	1	2	1	2	1
70500	-302.889294733703082	-300.739334862278668	-2.149959871424409	0.000128890934975	0.000015273335865	0.118498138504221	0.643589604672568	-1	2	3	3	4	5	4	5	3	4	7	5	7	6	7	8	8	7	8	5	10	10	10	9	11	9	10	13	11	13	14	13	11	12	13	11	14	14	13	16	13	15	16	17	18	20	18	22	24	0	1	2	2	9	3	9	9	2	3	7	2	3	5	2	20	12	10	7	4	3	17	16	13	18	17	16	16	24	24	36	24	19	27	8	21	21	29	11	26	36	37	41	43	42	43	37	44	46	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	2	2	1	1	2	1	1	2	1	3	1	2	1	1	3	1	3	1	2	4	1	1	1	1	2	3	2	2	2
71000	-306.755235478533677	-305.067579126554278	-1.687656351979383	0.000101605804543	0.000021073029448	0.207399858133130	0.694644959343447	-1	2	3	4	3	3	4	1	5	4	6	5	6	7	8	8	7	8	8	8	8	10	9	9	10	10	11	11	12	12	12	11	12	12	12	12	15	13	15	15	14	14	16	16	16	20	20	21	24	0	1	8	3	1	2	8	1	4	2	7	2	12	7	17	4	12	8	7	13	9	15	2	10	18	19	15	16	24	25	15	24	15	15	24	21	26	19	42	33	36	33	41	41	42	44	44	3	47	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	2	1	4	2	2	1	1	2	2	1	1	2	1	2	1	2	1	2	2	1	1	2	4	1	2	1	1	1	2	1	2	2	9	2
71500	-297.824660152830859	-296.047608637941721	-1.777051514889144	0.000102772737937	0.000018719093190	0.182140649023398	0.661717706847082	-1	2	2	2	5	4	3	3	4	3	6	4	6	8	8	7	9	8	7	7	8	10	10	9	10	10	10	12	11	12	12	11	12	10	13	12	13	14	13	14	14	15	16	16	18	19	18	22	24	0	1	1	1	9	4	2	1	2	3	4	8	9	3	4	9	20	10	5	5	9	21	16	10	18	7	21	23	24	25	32	7	26	20	29	32	4	15	33	33	37	39	31	36	42	44	44	44	48	1	2	1	1	1	1	1	2	1	1	2	1	2	4	3	1	1	2	1	1	1	1	2	3	1	3	1	1	1	2	1	4	1	1	1	1	5	3	1	1	1	1	2	2	1	1	1	2	1
72000	-295.036584122571185	-292.890632965544967	-2.145951157026208	0.000104110224325	0.000012386236459	0.118972334746370	0.646418657148351	0	3	2	3	4	4	3	5	4	4	8	6	6	7	8	6	8	8	9	8	9	9	10	9	10	10	10	11	13	12	14	13	12	11	12	13	15	14	14	14	14	16	16	17	18	19	19	22	24	0	1	1	3	2	2	1	2	3	3	7	8	8	3	8	2	4	10	14	13	8	14	16	18	18	13	21	16	35	25	36	24	12	8	22	21	26	24	33	33	22	39	36	43	42	43	41	44	48	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	3	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	3	3	2	2	2	2	1	1	3	1	2	1	1	1	3	2	1
72500	-281.015244362739736	-279.636490678313294	-1.378753684426466	0.000064384090878	0.000028954128785	0.449709367483153	0.608331606497824	-1	2	1	4	5	4	4	4	4	3	7	3	6	8	7	8	9	9	8	8	8	10	9	10	11	10	11	12	13	12	13	12	12	12	13	11	14	13	14	15	14	15	17	17	16	19	18	20	23	0	1	1	2	12	3	2	3	3	2	3	1	6	15	2	9	9	10	2	13	8	20	20	10	18	19	19	9	32	25	21	24	15	19	24	19	26	32	33	33	36	39	41	41	39	41	44	44	44	1	2	1	1	1	2	1	1	2	1	3	2	1	1	2	2	2	3	3	1	2	1	1	3	1	1	2	3	1	1	3	1	2	2	2	2	2	1	1	2	1	1	2	1	1	1	1	2	3
73000	-274.596998782132516	-272.970678458908367	-1.626320323224150	0.000092624399618	0.000021225450184	0.229156143213532	0.658774225637146	0	2	2	4	5	4	4	3	4	5	6	4	7	5	9	8	8	8	8	6	9	10	10	10	10	9	12	13	12	12	12	12	12	11	10	13	15	14	13	15	14	15	16	17	18	18	19	22	25	0	1	1	2	3	2	3	2	1	8	7	3	20	9	20	8	9	10	7	4	6	26	16	18	18	19	13	23	35	25	22	24	21	16	18	21	19	32	33	39	36	39	41	43	33	41	44	44	47	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	2	3	4	2	1	1	1	2	2	1	2	2	1	4	2
73500	-274.585811267449117	-272.699060107857576	-1.886751159591560	0.000092699602706	0.000014656364449	0.158106011469051	0.546136720566782	0	3	2	3	4	5	4	4	4	5	7	5	6	7	8	8	7	9	8	8	8	10	10	9	10	9	12	12	11	12	14	13	12	10	13	14	14	14	13	16	13	16	16	17	17	19	18	22	24	0	1	1	1	1	1	4	2	3	4	7	3	9	4	17	12	3	11	7	13	8	17	16	10	18	11	20	16	6	25	22	24	26	17	29	20	26	29	33	33	17	39	31	36	39	43	44	44	48	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	2	3	2	2	1	2	2	1	1	1	1	2	2	3	1	2	2	2	2	1	4	3	1	1	2	3	2	1	1	2	2	1	2	1
74000	-325.560648154035164	-323.590048431376374	-1.970599722658768	0.000164115278706	0.000023515551328	0.143286789097868	0.579178602173837	0	1	4	4	5	4	4	3	2	3	6	6	6	7	9	8	8	8	9	5	9	10	9	8	8	9	12	12	13	11	14	11	12	11	12	13	14	14	14	15	15	14	16	17	17	17	19	22	25	0	1	8	1	9	2	9	2	2	9	7	5	20	4	5	20	4	8	13	2	3	13	20	4	4	7	13	23	24	25	27	24	21	21	32	12	19	32	15	19	19	27	37	27	39	43	44	43	48	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	2	3	3	2	3	2	1	2	1	2	1	3	3	2	3	3	3	1	1	2	2	1	1	3	1
74500	-286.877341756417252	-285.029001421905036	-1.848340334512194	0.000140986823349	0.000023379975009	0.165830922730575	0.691596936492108	0	2	2	2	4	3	4	5	3	5	7	4	6	7	8	8	8	8	6	7	10	11	8	10	10	9	7	12	12	12	11	12	13	12	13	13	12	14	13	14	14	16	16	17	17	20	18	21	25	0	1	1	1	3	3	9	9	1	6	19	9	2	5	20	19	8	10	7	13	12	15	13	18	10	11	10	23	24	25	18	6	21	21	29	11	13	37	37	37	36	39	41	41	39	44	31	43	48	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	3	2	1	1	2	1	1	2	1	1	1	3	1	1	1	3	3	1	1	1	1	2	1	2	2	1	3	3	2
75000	-283.152069330686970	-281.620068621428629	-1.532000709258329	0.000091061975837	0.000024969882860	0.274207567209813	0.615729832068432	0	2	4	4	5	2	3	5	5	4	7	4	6	8	7	8	8	8	8	8	7	9	10	8	11	10	11	12	11	12	13	12	12	13	12	12	14	14	14	15	15	15	17	18	17	17	19	20	24	0	1	1	1	2	1	1	2	12	6	7	2	3	9	12	21	9	10	7	13	8	21	16	10	24	19	15	23	24	18	21	24	19	13	18	19	26	29	19	33	36	39	41	31	40	41	36	43	44	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	1	2	2	1	2	1	2	2	4	2	2	3	2	2	2	2	2	2	1	1	2	2	1	1	2	1	3
75500	-285.365526976017748	-283.711662753065468	-1.653864222952304	0.000129593454928	0.000028359635316	0.218835398222230	0.597961902172743	-1	1	3	1	3	4	3	4	5	5	7	6	5	7	8	9	8	8	9	7	9	11	10	9	10	10	10	13	12	12	13	12	12	12	13	13	13	14	14	16	15	15	17	18	17	19	17	22	23	0	1	2	1	2	2	2	1	3	6	7	9	3	5	3	18	8	12	11	8	8	21	16	15	10	21	13	23	18	18	12	24	26	8	24	30	12	24	33	33	31	39	41	47	40	47	41	44	44	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	2	2	2	2	4	2	1	2	2	1	4	2	1	2	1	1	2	1	1	1	2	2	3
76000	-270.635273745436109	-268.488812563074816	-2.146461182361285	0.000123175705691	0.000014647048668	0.118911830756182	0.802737405411047	0	2	2	3	5	2	4	5	4	4	6	4	5	7	7	8	9	8	8	7	9	9	9	9	10	10	10	11	11	13	13	12	12	12	11	13	14	14	14	16	15	15	17	18	17	18	19	22	25	0	1	1	2	12	1	3	3	3	6	7	3	3	8	5	2	15	10	11	13	18	15	16	8	24	11	20	23	24	25	17	8	11	27	24	27	36	29	18	39	31	39	41	43	42	43	44	44	48	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	2	1	2	2	1	2	2	1	2	3	1	1	2	1	1	3	1	1	1	2	1	1	1	1	2	2
76500	-272.937380104302974	-271.312246505058738	-1.625133599244223	0.000062313445654	0.000014308640462	0.229623644010969	0.797520595202197	-1	2	1	3	4	4	3	3	5	5	8	6	6	7	8	7	7	8	7	7	9	10	9	9	9	10	10	10	11	12	11	12	12	11	12	12	9	14	14	15	13	15	16	17	18	19	19	21	23	0	1	1	2	2	3	1	2	3	6	7	2	9	9	8	12	12	10	7	13	6	13	16	6	18	37	21	23	24	25	22	24	37	27	29	15	19	32	33	33	36	39	41	36	39	41	43	44	48	1	1	1	1	1	2	1	1	1	1	3	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	3	2	2	1
77000	-294.565076879532796	-292.391178705674349	-2.173898173858432	0.000117468010734	0.000013594529237	0.115729628450713	0.654104823434038	0	2	2	3	5	3	3	3	4	5	7	5	5	7	8	8	8	9	8	7	8	10	9	10	10	10	12	12	12	13	11	12	12	12	12	13	14	14	15	15	14	14	16	17	17	19	20	18	24	0	1	1	2	3	2	2	1	4	6	7	8	8	12	12	2	12	5	7	9	12	12	20	10	18	2	21	31	24	18	20	18	26	22	18	22	17	32	21	42	22	11	36	41	33	43	48	43	47	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	4	2	2	2	1	2	2	1	3	1	4	2	1	1	2	1	2	1	1	2	1	3	1	3	1	2	3	2	2	2	1	1	1	1
77500	-279.121318194862738	-277.235386571467075	-1.885931623395669	0.000116807682670	0.000018486460135	0.158264077433836	0.745141877619704	0	3	4	3	4	4	3	5	1	5	7	5	5	7	7	9	7	8	7	7	9	10	9	10	10	10	9	11	12	12	13	12	11	12	12	13	14	14	14	15	15	16	16	18	17	19	19	23	24	0	9	9	9	7	1	9	3	1	3	7	1	2	13	12	12	3	10	7	13	17	8	15	10	18	11	20	23	24	25	21	24	4	13	24	8	18	32	33	39	31	37	41	43	42	41	43	47	48	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	2	2	1	3	1	3	1	1	1	1	1	1	2	1	4	4	1	4	3	1	2	1	1	1	1	2	1	2	1	2	1
78000	-274.358555731146168	-272.858921125719007	-1.499634605427174	0.000062595415892	0.000018459683292	0.294904715134506	0.694204332062639	-2	2	1	3	4	5	4	4	4	4	7	5	6	7	8	8	8	8	6	8	9	9	10	8	10	10	11	13	13	12	12	11	11	13	12	13	14	15	14	15	14	15	17	18	17	20	20	22	24	0	3	1	1	4	4	4	2	3	2	7	8	12	5	12	8	13	10	7	13	6	8	16	10	24	19	8	23	35	25	21	24	11	27	18	27	26	32	33	39	23	33	41	41	39	44	44	47	48	1	1	2	2	1	1	1	1	2	1	2	1	1	2	2	2	1	2	2	2	2	2	2	2	1	2	3	1	1	1	1	1	2	1	2	1	2	2	2	1	2	1	2	2	2	1	1	2	1
78500	-279.004831601015439	-277.226517439090969	-1.778314161924494	0.000113419722074	0.000020622663260	0.181826078237613	0.744126708365062	0	2	2	3	5	3	3	4	5	4	6	3	6	7	8	7	8	8	9	7	5	11	10	9	10	9	10	12	13	12	13	11	12	12	12	12	13	14	14	16	14	16	17	17	17	19	19	20	24	0	1	1	2	8	3	1	3	3	1	9	1	8	5	8	21	9	10	11	13	12	15	16	10	10	20	21	16	32	25	28	24	9	21	24	23	19	32	33	33	36	39	41	41	39	43	43	47	48	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1	3	2	1	1	1	1	3	5	1	1	2	2	1	2	1	1	2	2	2	1	1	1	2
79000	-297.758406443895865	-296.102909356412169	-1.655497087483718	0.000120667350749	0.000026336075465	0.218253531722935	0.559563849650381	-1	2	3	3	3	4	4	4	4	5	7	5	5	7	8	8	8	7	9	7	8	10	8	9	9	9	9	12	10	13	13	11	11	12	11	13	14	14	13	14	14	15	17	16	17	19	18	21	25	0	1	2	2	2	1	3	2	3	6	7	6	3	5	12	9	8	10	7	13	20	21	20	6	10	20	13	23	24	10	8	11	11	27	18	22	3	24	33	33	36	39	41	41	42	37	44	44	43	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	2	2	1	2	2	1	4	2	3	2	2	3	2	5	3	1	2	1	2	2	1	1	2	1	2	3
79500	-300.897876987112454	-299.431247204057513	-1.466629783054931	0.000106341678086	0.000034095436295	0.320621574803621	0.584052774622050	-1	1	3	3	4	3	4	5	4	4	6	3	7	6	8	8	5	8	9	5	9	10	10	9	10	9	11	12	12	12	13	11	12	11	12	13	14	13	13	16	14	16	15	16	18	20	20	20	23	0	1	2	2	1	2	6	9	2	12	7	2	20	9	3	5	5	5	12	12	17	21	16	10	18	13	19	23	18	25	24	21	26	19	24	27	26	32	19	39	36	39	21	41	39	36	44	44	47	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	4	1	2	1	2	4	1	1	1	1	3	2	2	1	2	1	1	1	2	1	2	2	1	2	4	1	3	3	2	2	1
80000	-274.811424932103648	-273.257206839868729	-1.554218092234916	0.000092541106772	0.000024234214965	0.261875136472520	0.735659320635527	0	2	3	3	4	4	3	4	5	5	6	6	7	7	9	8	8	8	8	8	8	9	10	9	10	10	11	12	11	12	12	13	12	13	12	13	13	15	14	14	14	15	16	16	17	20	19	20	22	0	1	2	1	7	3	2	4	8	6	7	9	9	9	8	5	9	10	13	9	3	8	16	12	10	11	9	16	24	18	15	29	26	26	29	31	13	32	37	37	36	39	41	41	33	44	44	44	48	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	2	3	1	2	2	2	4	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	2	2	2	1
80500	-283.629782246037848	-281.719446055334458	-1.910336190703417	0.000105848710569	0.000016266225601	0.153674291484237	0.663187997935083	0	2	2	3	5	5	4	4	5	4	8	5	6	7	8	7	8	7	7	6	9	11	9	9	11	10	10	12	13	12	12	12	12	13	13	12	10	14	15	14	14	16	17	17	18	18	19	22	24	0	1	1	1	3	2	1	3	2	1	7	1	6	12	9	12	8	6	7	9	5	12	16	18	21	19	11	23	30	10	26	24	26	27	32	2	11	22	33	33	36	39	41	41	42	41	41	41	47	1	1	2	2	2	2	2	1	1	2	2	2	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	1	1	4	1	2	1	2	1	4	1	1	1	1	1	1	2	1	1	2	3	4	2
81000	-270.081238771179983	-268.302411471953633	-1.778827299226349	0.000104508538884	0.000018989047715	0.181698528345924	0.625495425785301	0	2	3	2	5	3	2	5	3	5	7	5	7	7	7	8	7	7	8	8	8	10	10	9	10	9	10	12	13	12	13	12	11	12	12	13	12	14	13	13	14	16	16	17	16	20	19	22	24	0	1	2	1	9	4	1	3	2	6	5	2	2	5	9	6	12	5	7	15	5	15	16	18	24	19	21	23	24	25	22	24	26	13	24	9	19	32	33	33	36	33	41	41	39	44	43	44	47	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	4	2	1	1	1	1	3	2	2	1	2	1	2	2
81500	-281.361078683924291	-279.176404935502489	-2.184673748421823	0.000091432231059	0.000010470602636	0.114517632511720	0.651709546133681	0	2	3	2	5	3	4	5	4	5	7	6	6	6	9	7	8	8	9	8	8	11	9	9	9	10	12	12	12	13	14	11	13	13	13	12	12	14	14	15	14	16	16	17	18	20	19	22	24	0	1	2	1	2	2	2	2	2	6	7	8	2	5	12	10	1	10	7	2	5	20	16	4	18	11	19	16	24	25	12	24	11	5	29	22	26	32	37	33	36	39	41	41	42	41	44	44	44	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	4	1	2	4	1	2	1	3	1	1	2	3	2	2	5	1	2	4	1	1	1	2	1	1	1	1	1	1	1	3	1	2	3
82000	-312.916436478824608	-311.148396623377778	-1.768039855446839	0.000102502108678	0.000018903010401	0.184415819779773	0.493339233601636	-1	3	1	3	2	3	3	3	5	5	7	5	6	6	7	8	8	7	9	6	8	10	9	10	10	8	10	11	12	12	13	12	12	12	12	12	13	14	14	16	14	15	17	17	18	19	19	22	24	0	3	1	5	1	1	5	3	2	6	6	2	5	1	13	12	15	10	20	12	12	2	15	18	18	3	11	23	24	25	12	24	7	27	24	19	11	24	12	37	36	37	41	36	33	36	41	37	44	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	3	1	2	1	3	2	1	1	1	4	1	4	1	1	1	4	2	4	2	1	2	2	3	2	3	3	3	3
82500	-324.031869696805416	-322.278183028589410	-1.753686668216005	0.000143137601989	0.000026931684411	0.188152407454111	0.493267663138396	-1	2	3	3	4	4	3	5	5	3	6	5	6	7	8	8	9	7	7	7	10	9	8	8	10	10	9	13	13	12	12	11	13	13	13	12	13	15	14	15	13	15	17	17	17	19	20	19	23	0	1	1	1	2	10	2	3	4	1	7	2	9	12	18	20	3	8	11	13	15	15	20	18	18	19	13	21	32	18	15	24	12	16	30	13	21	32	26	37	12	39	33	36	39	44	43	41	48	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	5	3	1	3	2	2	1	2	4	1	1	3	2	1	1	3	2
83000	-289.564080416287595	-287.853199110097080	-1.710881306190533	0.000076873576045	0.000015390703117	0.200207976643631	0.604072344494689	-1	1	2	4	3	3	2	3	5	4	7	5	6	6	8	7	5	7	8	8	10	11	9	9	10	6	11	11	13	13	11	12	11	13	13	13	14	14	14	15	13	16	16	17	17	19	18	23	25	0	1	1	3	1	2	1	1	6	8	7	6	8	3	26	2	8	7	26	13	2	15	16	10	18	9	13	16	24	25	15	24	26	27	18	31	13	32	33	33	21	33	31	43	39	43	43	47	48	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	3	1	3	1	1	5	2	1	3	2	1	3	2	2	2	2	1	2	1	3	1	3	2	2	2	2	2	2	1	1	2	1	2	1
83500	-297.056943548152901	-295.537746253409921	-1.519197294742974	0.000070986843725	0.000020015549832	0.281961399906497	0.612247343961630	0	1	3	3	5	3	4	5	4	4	7	5	6	7	9	8	7	7	9	7	9	10	9	10	9	9	11	11	13	13	14	12	12	13	13	14	14	13	15	16	15	14	15	16	16	19	19	22	25	0	1	2	1	1	1	3	9	2	6	7	9	9	3	9	12	8	10	9	9	9	13	16	10	18	7	13	16	24	25	15	18	11	15	24	2	11	32	42	33	19	33	21	43	42	41	44	43	47	1	1	1	2	2	2	1	1	2	1	1	1	1	2	3	1	1	2	3	1	3	1	1	3	1	2	3	1	2	2	3	2	3	2	2	4	3	1	1	2	3	1	3	1	1	3	2	3	2
84000	-320.298362410879349	-318.038454653167662	-2.259907757711705	0.000163700764713	0.000017450190833	0.106598102111799	0.524280458973599	0	2	3	2	3	4	4	4	5	5	7	5	6	6	8	8	7	9	9	7	10	11	10	10	10	9	12	12	13	12	13	9	12	11	10	11	14	14	14	16	14	16	17	18	17	18	19	22	24	0	1	1	1	2	2	3	2	5	6	7	1	10	5	5	12	8	17	7	10	6	8	16	20	15	17	21	16	24	32	32	12	22	12	32	13	36	29	33	37	15	33	4	41	39	31	17	36	48	1	1	2	1	1	1	1	2	1	1	2	2	1	1	3	1	2	1	1	1	4	3	2	1	1	1	1	2	2	1	2	2	1	4	1	2	2	1	1	1	2	2	6	2	1	2	6	4	1
84500	-276.755279934214911	-275.033712230283697	-1.721567703931203	0.000088570715670	0.000017453810500	0.197060736925600	0.618727478296441	-1	2	3	4	4	4	3	5	5	5	6	4	6	7	8	8	7	7	8	8	8	10	9	9	10	10	12	11	12	13	14	12	11	11	13	12	13	14	12	15	14	15	16	16	18	20	19	22	24	0	1	2	2	3	3	2	3	3	5	7	2	12	3	17	14	8	10	7	13	17	15	16	18	18	19	20	23	18	25	36	24	11	20	29	19	11	32	33	33	36	39	41	41	33	44	44	43	47	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	2	1	1	1	1	2	1	2	2	3	2	1	1	2	3	1	1	3	1	1	2	1	2	2	1	4	3	2	3	3
85000	-254.073115219337581	-252.472299788159035	-1.600815431178533	0.000074640306154	0.000017888987522	0.239669267770872	0.662517004544899	0	2	2	4	5	4	4	3	3	5	7	4	7	7	8	7	8	8	8	8	10	10	10	9	10	10	11	12	12	13	13	12	12	12	13	12	14	14	14	15	14	16	16	18	18	20	20	22	24	0	1	1	1	2	2	9	1	1	8	7	3	12	5	9	1	4	10	7	4	13	15	16	18	18	11	13	16	24	25	36	24	26	27	32	21	26	24	33	33	36	39	41	41	42	41	43	47	48	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	3	3	2	2	2	2	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	2	3	1	2	1	1	2	2	1	2	2	1	1
85500	-277.760716605971083	-276.066956328028141	-1.693760277942967	0.000112369583862	0.000023087538159	0.205460742717651	0.687302184764307	0	2	3	3	4	5	4	4	5	3	7	5	6	7	8	8	9	7	8	7	9	10	10	9	9	10	11	12	11	13	13	13	12	12	12	12	14	14	14	15	14	15	16	18	17	19	19	21	24	0	1	1	1	3	1	3	3	3	2	7	3	5	8	9	9	15	10	6	8	9	15	16	10	8	15	19	21	24	25	36	29	26	8	24	21	34	29	33	33	8	39	41	41	42	43	41	43	47	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	3	2	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	3	1	1	2	1	1	2	2	2
86000	-297.165246018451512	-295.058814120088073	-2.106431898363436	0.000086437526388	0.000010702617664	0.123819110876236	0.558513277014670	0	2	3	4	5	3	4	5	4	5	5	6	5	5	8	8	7	9	8	7	9	9	9	8	10	10	10	11	13	13	13	10	11	12	12	11	14	14	15	15	13	16	16	17	18	19	19	22	22	0	1	1	1	3	1	6	9	1	6	7	3	2	2	9	13	3	6	7	13	13	15	16	6	18	15	20	16	35	25	12	21	12	27	24	21	26	32	41	33	19	39	36	43	39	43	44	47	47	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	3	3	2	1	2	1	1	2	1	1	2	1	1	2	3	1	3	1	2	1	2	2	1	2	3	1	2	1	2	2	2	2	2
86500	-273.699912629901519	-271.748728636300200	-1.951183993601305	0.000116465997009	0.000017061882981	0.146496689324794	0.702745224112319	0	3	2	3	2	5	3	4	5	4	7	6	5	5	7	9	8	7	9	7	10	10	10	9	9	9	12	12	12	13	14	12	12	11	12	12	14	13	14	16	14	16	17	17	17	18	19	22	25	0	1	1	1	1	3	3	1	1	2	7	9	2	8	9	15	12	10	20	13	15	13	16	18	18	11	34	23	24	25	36	24	22	20	24	21	15	29	33	37	36	39	41	7	39	44	43	43	48	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	1	2	2	4	1	1	1	3	2
